規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6077707,81540,94141,6065902,1913295,74432,56036,1930895
５人以上,"鉱業,採石業,砂利採取業",1306,30,33,1303,4,1,1,4
５人以上,建設業,392246,6211,6100,392357,12779,121,422,12478
５人以上,製造業,412432,3340,3515,411888,57308,925,2566,56036
５人以上,電気・ガス・熱供給・水道業,20601,444,597,20449,506,2,11,496
５人以上,情報通信業,852091,12863,18020,847062,49550,586,1016,48992
５人以上,"運輸業,郵便業",366068,6108,8319,363870,46904,771,1088,46574
５人以上,"卸売業,小売業",1256599,13310,15321,1254311,424167,11894,8573,427765
５人以上,"金融業,保険業",375480,5559,5517,375500,24910,566,389,25109
５人以上,"不動産業,物品賃貸業",216218,3581,2678,217123,31851,1102,430,32521
５人以上,"学術研究,専門・技術サービス業",381613,5072,4510,382283,31571,743,897,31309
５人以上,"宿泊業,飲食サービス業",202115,3532,5406,200239,459239,26340,20748,464833
５人以上,"生活関連サービス業,娯楽業",157602,1229,2580,156086,80528,1923,2762,79854
５人以上,"教育,学習支援業",258951,1470,1365,259078,140743,4360,6032,139049
５人以上,"医療,福祉",506424,5394,6689,506981,288784,6967,5928,287971
５人以上,複合サービス事業,22499,151,55,22595,5902,73,23,5952
５人以上,サービス業（他に分類されないもの）,655462,13246,13436,654777,258549,18058,5150,271952
30人以上,調査産業計,4654926,66470,76593,4645935,961684,42440,27258,975734
30人以上,"鉱業,採石業,砂利採取業",1306,30,33,1303,4,1,1,4
30人以上,建設業,261624,5652,4791,262484,3715,60,180,3596
30人以上,製造業,307109,2998,2743,307407,31521,518,672,31324
30人以上,電気・ガス・熱供給・水道業,16542,141,332,16352,337,2,11,327
30人以上,情報通信業,762978,11735,15750,758968,39942,586,813,39710
30人以上,"運輸業,郵便業",310169,5868,8090,307959,34436,607,234,34797
30人以上,"卸売業,小売業",906896,9489,10573,905818,169542,4222,3385,170373
30人以上,"金融業,保険業",308494,4566,4628,308410,20834,566,389,21033
30人以上,"不動産業,物品賃貸業",156574,2209,2267,156518,22395,332,430,22295
30人以上,"学術研究,専門・技術サービス業",287603,4385,4052,287935,16867,546,656,16758
30人以上,"宿泊業,飲食サービス業",111058,1422,3513,108965,109434,8262,6490,111208
30人以上,"生活関連サービス業,娯楽業",86053,933,1673,85148,35212,1069,1692,34754
30人以上,"教育,学習支援業",209041,1200,1238,209025,93774,3715,4579,92888
30人以上,"医療,福祉",363744,3029,4774,363786,152778,4521,3052,152460
30人以上,複合サービス事業,13350,36,55,13331,3798,73,23,3848
30人以上,サービス業（他に分類されないもの）,552385,12777,12081,552526,227095,17360,4651,240359
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年７月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
