規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,16.7,17.2,15.9,139.4,147,127.5,124.1,129.2,116.1,15.3,17.8,11.4
100～499人,16.9,17.5,16.1,139.3,150.3,124,125.6,133.5,114.7,13.7,16.8,9.3
100人以上,16.8,17.3,16,139.4,148.7,125.7,124.9,131.4,115.4,14.5,17.3,10.3
30～99人,16.3,17,15.3,129.7,142.6,112.7,119,128.5,106.4,10.7,14.1,6.3
５～29人,15.8,17,14.5,118.2,135.2,101.5,111.5,125.4,97.9,6.7,9.8,3.6
30人以上,16.6,17.2,15.8,136.3,146.8,121.4,123,130.5,112.4,13.3,16.3,9
５人以上,16.4,17.2,15.4,130.9,143.7,114.7,119.6,129.1,107.5,11.3,14.6,7.2
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年２月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
