規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.4,18.3,16.3,139.4,152.5,122.8,127.5,137.3,115.1,11.9,15.2,7.7
５人以上,"鉱業,採石業,砂利採取業",18.4,18.4,18.4,156.1,158.1,149.8,134,134.9,131.1,22.1,23.2,18.7
５人以上,建設業,19.6,20,18.2,166.4,171.1,147.9,147.7,150.6,136.4,18.7,20.5,11.5
５人以上,製造業,18.7,19.3,17.5,153.6,161.1,137.1,141.6,148.1,127.4,12,13,9.7
５人以上,電気・ガス・熱供給・水道業,18.8,18.9,18,156.6,158.9,146.9,142.1,143.4,136.5,14.5,15.5,10.4
５人以上,情報通信業,18.6,18.9,17.7,158.7,163.7,147.3,141.6,145.1,133.8,17.1,18.6,13.5
５人以上,"運輸業,郵便業",19,19.6,17,167.3,178.6,131.5,144.8,152.4,120.7,22.5,26.2,10.8
５人以上,"卸売業,小売業",17.6,18.4,16.7,139.1,151.8,123.4,129.3,139.3,117,9.8,12.5,6.4
５人以上,"金融業,保険業",18.9,19.5,18.4,155.3,165.4,145.1,137.7,144.2,131.2,17.6,21.2,13.9
５人以上,"不動産業,物品賃貸業",18.5,19,17.7,152.2,158.1,140.9,137.7,142.1,129.2,14.5,16,11.7
５人以上,"学術研究,専門・技術サービス業",18.3,18.7,17.9,155.4,162.3,146.6,139.8,144.3,134,15.6,18,12.6
５人以上,"宿泊業,飲食サービス業",13.5,14.9,12.4,98.2,117.4,83.4,91,106.8,78.8,7.2,10.6,4.6
５人以上,"生活関連サービス業,娯楽業",16.8,17.3,16.3,128.3,134.8,121.7,121.5,126.8,116.1,6.8,8,5.6
５人以上,"教育,学習支援業",14.2,14.6,13.8,100.6,102.9,97.8,95.1,97.5,92.2,5.5,5.4,5.6
５人以上,"医療,福祉",16.2,16.6,16,120.7,129.5,117.3,115.5,122.8,112.7,5.2,6.7,4.6
５人以上,複合サービス事業,19.3,20.1,18.2,156.6,169.7,137.6,143.9,153.4,130.2,12.7,16.3,7.4
５人以上,サービス業（他に分類されないもの）,17.7,18.4,17,138.4,150.8,124.6,126.8,134.9,117.7,11.6,15.9,6.9
30人以上,調査産業計,17.8,18.4,16.9,145.9,156.1,131.4,132,139.2,121.8,13.9,16.9,9.6
30人以上,"鉱業,採石業,砂利採取業",18.4,18.4,18.4,156.1,158.1,149.8,134,134.9,131.1,22.1,23.2,18.7
30人以上,建設業,19.4,19.6,18.4,168.3,171.8,154.7,147.2,149.1,139.6,21.1,22.7,15.1
30人以上,製造業,18.6,19,17.6,156.7,162.1,144.1,142.4,147.3,131,14.3,14.8,13.1
30人以上,電気・ガス・熱供給・水道業,18.6,18.7,17.8,155.4,158,143.8,140.6,142.3,133.1,14.8,15.7,10.7
30人以上,情報通信業,18.6,19,17.7,159.8,164.8,148.3,141.8,145.2,134,18,19.6,14.3
30人以上,"運輸業,郵便業",18.8,19.5,16.7,166.1,177.4,130.7,143.1,150.9,118.9,23,26.5,11.8
30人以上,"卸売業,小売業",18,18.5,17.2,146.3,156,132.5,134.5,141.8,124.1,11.8,14.2,8.4
30人以上,"金融業,保険業",18.9,19.4,18.3,156.2,165.5,146.4,137.2,143.3,130.7,19,22.2,15.7
30人以上,"不動産業,物品賃貸業",18.6,18.9,17.9,152.3,156.4,144.3,136.7,139.7,130.9,15.6,16.7,13.4
30人以上,"学術研究,専門・技術サービス業",18.4,18.6,18.2,158.2,163.7,151.1,140.9,144.2,136.6,17.3,19.5,14.5
30人以上,"宿泊業,飲食サービス業",14,15.7,12.5,110.2,131.2,91.9,100.7,117.8,85.8,9.5,13.4,6.1
30人以上,"生活関連サービス業,娯楽業",16.5,17,16,131.5,139.1,123,122,127.5,115.9,9.5,11.6,7.1
30人以上,"教育,学習支援業",14.3,14.6,14,103.3,104.5,101.7,97,98.5,95.1,6.3,6,6.6
30人以上,"医療,福祉",16.9,17.1,16.8,129.1,133.4,126.9,123,126.3,121.3,6.1,7.1,5.6
30人以上,複合サービス事業,19.7,20.2,18.4,158.9,172.6,127.5,142.2,152.7,118.2,16.7,19.9,9.3
30人以上,サービス業（他に分類されないもの）,17.7,18.4,17,139.4,151.7,126.4,127.4,135.2,119.2,12,16.5,7.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年１２月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
