規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,469747,546455,351844,440158,510179,332534,404027,36131,29589,36276,19310
100～499人,384290,453106,288092,366967,431308,277025,340187,26780,17323,21798,11067
100人以上,425838,499389,318191,402552,470413,303232,371225,31327,23286,28976,14959
30～99人,334204,398575,250181,315890,373832,240259,297354,18536,18314,24743,9922
５～29人,269040,347258,191222,250978,317541,184756,239056,11922,18062,29717,6466
30人以上,396261,467900,295241,374580,440246,281982,347382,27198,21681,27654,13259
５人以上,358448,435933,260065,337843,407732,249103,315185,22658,20605,28201,10962
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年９月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
