規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.4,18.1,16.5,138.9,150.7,123.9,127.4,136.1,116.4,11.5,14.6,7.5
５人以上,"鉱業,採石業,砂利採取業",18.1,18.1,18.2,153.7,155.6,147.4,130.8,130.8,130.5,22.9,24.8,16.9
５人以上,建設業,19.3,19.6,18.3,164.2,168.2,147.4,145.7,147.8,136.9,18.5,20.4,10.5
５人以上,製造業,18.5,19,17.5,152,158.2,139,140,145.5,128.3,12,12.7,10.7
５人以上,電気・ガス・熱供給・水道業,19.2,19.2,19.1,161.3,162.7,153.8,145.6,146,143.3,15.7,16.7,10.5
５人以上,情報通信業,18.3,18.6,17.6,157.4,161.8,147.4,141,143.9,134.5,16.4,17.9,12.9
５人以上,"運輸業,郵便業",18.8,19.3,17.1,163.6,172.8,135.1,142.7,148.6,124.3,20.9,24.2,10.8
５人以上,"卸売業,小売業",17.5,18.1,16.7,138.3,149.2,124.7,128.8,137.3,118.2,9.5,11.9,6.5
５人以上,"金融業,保険業",18.1,18.6,17.5,149.1,158.7,139.6,131.9,137.9,126,17.2,20.8,13.6
５人以上,"不動産業,物品賃貸業",18.4,18.8,17.6,150.2,156.7,138,136.6,141.4,127.6,13.6,15.3,10.4
５人以上,"学術研究,専門・技術サービス業",18.2,18.4,18.1,154.3,159.1,147.7,139.8,143,135.4,14.5,16.1,12.3
５人以上,"宿泊業,飲食サービス業",13.6,14.8,12.6,97.2,115.4,82.5,90.6,105.6,78.5,6.6,9.8,4
５人以上,"生活関連サービス業,娯楽業",16.6,17.1,16.2,128.6,133.3,123.9,121.2,125.3,117.1,7.4,8,6.8
５人以上,"教育,学習支援業",14.8,14.8,14.7,105.2,105.3,105.1,100.1,100.6,99.4,5.1,4.7,5.7
５人以上,"医療,福祉",16.5,16.5,16.5,119.7,129.4,116.4,114.9,122.2,112.4,4.8,7.2,4
５人以上,複合サービス事業,17.9,18.5,17.1,138.6,148.7,123.2,130,137.5,118.6,8.6,11.2,4.6
５人以上,サービス業（他に分類されないもの）,17.9,18.6,17.2,142.1,154,128.7,130.3,138.2,121.5,11.8,15.8,7.2
30人以上,調査産業計,17.7,18.2,17,145,154.1,132.3,131.7,138,122.9,13.3,16.1,9.4
30人以上,"鉱業,採石業,砂利採取業",18.1,18.1,18.2,153.7,155.6,147.4,130.8,130.8,130.5,22.9,24.8,16.9
30人以上,建設業,19,19.2,18.1,164.8,168.2,150.7,144.6,146.2,138,20.2,22,12.7
30人以上,製造業,18.3,18.7,17.6,154.5,158.5,145.4,140.1,144,131.2,14.4,14.5,14.2
30人以上,電気・ガス・熱供給・水道業,19,19.1,18.8,161.8,163.6,152.9,144.8,145.7,140.6,17,17.9,12.3
30人以上,情報通信業,18.3,18.6,17.6,158.3,162.9,147.6,141.1,144.1,134.1,17.2,18.8,13.5
30人以上,"運輸業,郵便業",18.5,19.1,16.9,162,171.1,134.5,141,146.9,123.1,21,24.2,11.4
30人以上,"卸売業,小売業",17.7,18,17.2,144.8,152.8,133,133.4,139.3,124.7,11.4,13.5,8.3
30人以上,"金融業,保険業",18.1,18.5,17.6,150.9,159,142.1,132.1,137.2,126.6,18.8,21.8,15.5
30人以上,"不動産業,物品賃貸業",18.4,18.7,18,150.5,154.9,142,135.5,138.5,129.8,15,16.4,12.2
30人以上,"学術研究,専門・技術サービス業",18.2,18.2,18.1,156.2,160.2,150.9,139.9,142.2,136.8,16.3,18,14.1
30人以上,"宿泊業,飲食サービス業",14.3,15.7,13,109.8,128,93.2,101.4,116.2,88,8.4,11.8,5.2
30人以上,"生活関連サービス業,娯楽業",16.4,16.8,16,133.4,139,127.5,122.4,127,117.6,11,12,9.9
30人以上,"教育,学習支援業",15,14.8,15.1,108.3,107.6,109.4,102.6,102.7,102.5,5.7,4.9,6.9
30人以上,"医療,福祉",17.3,17.1,17.3,127.6,134.6,124.6,121.8,126.8,119.7,5.8,7.8,4.9
30人以上,複合サービス事業,18.8,19,18.3,141.6,151.8,115.2,130.3,138.3,109.5,11.3,13.5,5.7
30人以上,サービス業（他に分類されないもの）,17.9,18.5,17.3,142.9,154.5,130.5,131,138.6,123,11.9,15.9,7.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年９月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
