規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6030364,69332,77902,6022095,1969508,80051,74798,1974460
５人以上,"鉱業,採石業,砂利採取業",1318,26,38,1306,4,0,0,4
５人以上,建設業,390677,3954,5601,389155,15243,1137,385,15870
５人以上,製造業,416286,5276,3800,417898,57202,2499,2170,57395
５人以上,電気・ガス・熱供給・水道業,20785,42,141,20686,428,7,14,421
５人以上,情報通信業,855036,7966,10645,852414,48387,1504,607,49227
５人以上,"運輸業,郵便業",365882,5054,6908,363875,48495,1212,763,49097
５人以上,"卸売業,小売業",1259828,12046,12604,1259120,417835,14895,11234,421646
５人以上,"金融業,保険業",376527,3764,4460,375853,24650,168,259,24537
５人以上,"不動産業,物品賃貸業",221347,1873,3404,219815,28525,443,715,28254
５人以上,"学術研究,専門・技術サービス業",381280,4136,4329,381247,31754,1067,724,31937
５人以上,"宿泊業,飲食サービス業",196157,4442,4396,196186,458774,24339,17962,465168
５人以上,"生活関連サービス業,娯楽業",157753,2770,3392,157377,77864,4130,995,80753
５人以上,"教育,学習支援業",246559,3010,1766,247825,149171,5504,2784,151869
５人以上,"医療,福祉",471420,4625,5095,470807,326525,12935,15202,324401
５人以上,複合サービス事業,22633,74,164,22543,5778,82,2,5858
５人以上,サービス業（他に分類されないもの）,646876,10274,11159,645988,278873,10129,20982,268023
30人以上,調査産業計,4605400,48893,57107,4596742,1031733,42311,48857,1025631
30人以上,"鉱業,採石業,砂利採取業",1318,26,38,1306,4,0,0,4
30人以上,建設業,263569,2153,4193,261529,4029,166,385,3810
30人以上,製造業,310849,3242,2771,311309,32995,1241,1163,33084
30人以上,電気・ガス・熱供給・水道業,16591,42,90,16543,343,7,14,336
30人以上,情報通信業,764110,6746,8939,761973,40411,1048,456,40947
30人以上,"運輸業,郵便業",308476,4236,6081,306620,37553,968,547,37985
30人以上,"卸売業,小売業",911569,7675,9739,909138,165972,4561,3600,167300
30人以上,"金融業,保険業",308816,2465,2992,308264,21130,168,259,21064
30人以上,"不動産業,物品賃貸業",157462,1337,2759,156039,22806,443,320,22930
30人以上,"学術研究,専門・技術サービス業",287476,3766,3446,287797,16640,462,428,16673
30人以上,"宿泊業,飲食サービス業",109836,1506,1098,110227,107973,7888,5613,110265
30人以上,"生活関連サービス業,娯楽業",81003,2070,714,82356,37562,1744,400,38909
30人以上,"教育,学習支援業",206227,2621,1296,207574,93375,3953,2065,95241
30人以上,"医療,福祉",327485,2125,2629,326958,193290,9677,13426,189564
30人以上,複合サービス事業,13433,74,98,13408,3659,82,2,3740
30人以上,サービス業（他に分類されないもの）,537180,8809,10224,535701,253991,9903,20179,243779
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年６月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
