規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7890397,4418438,3471959,138005,70116,67889,186304,96877,89427,7842098,4391677,3450421,23.9,13.6,37.1
５人以上,"鉱業,採石業,砂利採取業",1384,999,385,19,18,1,24,17,7,1379,1000,379,1.1,1.1,1.1
５人以上,建設業,396697,324799,71898,3680,2351,1329,4690,3893,797,395687,323257,72430,3.7,2.4,9.7
５人以上,製造業,467614,319812,147802,4508,2229,2279,4790,2687,2103,467332,319354,147978,11.8,4.2,28.1
５人以上,電気・ガス・熱供給・水道業,20867,17490,3377,687,612,75,185,102,83,21369,18000,3369,1.9,1.4,4.6
５人以上,情報通信業,880842,609788,271054,7478,4033,3445,10731,7040,3691,877589,606781,270808,5.7,1.6,15.1
５人以上,"運輸業,郵便業",413592,305379,108213,7044,4035,3009,6675,4913,1762,413961,304501,109460,10.8,7.9,18.7
５人以上,"卸売業,小売業",1670340,927475,742865,26880,14578,12302,35705,20401,15304,1661515,921652,739863,26,13.9,41
５人以上,"金融業,保険業",393098,199281,193817,5776,3810,1966,7165,3622,3543,391709,199469,192240,6.6,1.4,12
５人以上,"不動産業,物品賃貸業",241909,159537,82372,2790,1732,1058,2517,1451,1066,242182,159818,82364,11.4,7.9,18.3
５人以上,"学術研究,専門・技術サービス業",405158,234683,170475,5993,3116,2877,6897,3016,3881,404254,234783,169471,8.1,3.7,14.2
５人以上,"宿泊業,飲食サービス業",644414,296940,347474,30689,15029,15660,33603,14391,19212,641500,297578,343922,71.4,59.3,82
５人以上,"生活関連サービス業,娯楽業",231583,98442,133141,4853,2454,2399,8474,3802,4672,227962,97094,130868,33,27.1,37.3
５人以上,"教育,学習支援業",395407,216172,179235,3796,1915,1881,23839,14521,9318,375364,203566,171798,36.2,28.9,44.8
５人以上,"医療,福祉",774585,191845,582740,12474,3934,8540,14267,3720,10547,772792,192059,580733,40.3,29.7,43.8
５人以上,複合サービス事業,29908,17527,12381,219,147,72,785,526,259,29342,17148,12194,22.2,9.8,39.6
５人以上,サービス業（他に分類されないもの）,922999,498269,424730,21119,10123,10996,25957,12775,13182,918161,495617,422544,22.3,13.9,32.2
30人以上,調査産業計,5541051,3258700,2282351,76515,38826,37689,114473,63393,51080,5503093,3234133,2268960,17.1,9.2,28.4
30人以上,"鉱業,採石業,砂利採取業",1384,999,385,19,18,1,24,17,7,1379,1000,379,1.1,1.1,1.1
30人以上,建設業,260175,216719,43456,2521,1397,1124,3246,2838,408,259450,215278,44172,1.4,0.9,4.1
30人以上,製造業,338910,236666,102244,2469,1662,807,3481,2164,1317,337898,236164,101734,9.1,3.5,22.2
30人以上,電気・ガス・熱供給・水道業,16402,13771,2631,640,565,75,115,32,83,16927,14304,2623,2,1.7,3.3
30人以上,情報通信業,781030,543939,237091,6845,3865,2980,8104,5005,3099,779771,542799,236972,5.4,1.3,14.6
30人以上,"運輸業,郵便業",345818,254018,91800,5845,3101,2744,5968,4315,1653,345695,252804,92891,9.4,6.6,17.1
30人以上,"卸売業,小売業",1052050,621840,430210,9273,4989,4284,14634,8918,5716,1046689,617911,428778,15.9,7,28.8
30人以上,"金融業,保険業",324105,167495,156610,4390,2781,1609,6219,3042,3177,322276,167234,155042,6.9,1.6,12.5
30人以上,"不動産業,物品賃貸業",174506,113893,60613,1806,1146,660,1604,943,661,174708,114096,60612,11.7,9.8,15.3
30人以上,"学術研究,専門・技術サービス業",295258,169206,126052,4350,2166,2184,4954,2441,2513,294654,168931,125723,5.7,3,9.3
30人以上,"宿泊業,飲食サービス業",220599,103444,117155,7474,3399,4075,8587,4211,4376,219486,102632,116854,54.3,38.4,68.2
30人以上,"生活関連サービス業,娯楽業",115250,57872,57378,2341,1117,1224,2829,1169,1660,114762,57820,56942,33.9,29.4,38.6
30人以上,"教育,学習支援業",301061,179148,121913,2716,1379,1337,21408,13252,8156,282369,167275,115094,29.4,23.7,37.7
30人以上,"医療,福祉",504570,147343,357227,6433,2306,4127,9258,3020,6238,501745,146629,355116,35.6,27.6,38.8
30人以上,複合サービス事業,18099,12623,5476,219,147,72,535,460,75,17783,12310,5473,23.2,11.7,48.9
30人以上,サービス業（他に分類されないもの）,791834,419724,372110,19174,8788,10386,23507,11566,11941,787501,416946,370555,23.1,14.9,32.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年３月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
