規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.5,18.4,16.5,139.9,153,123.7,128,137.8,115.9,11.9,15.2,7.8
５人以上,"鉱業,採石業,砂利採取業",18.6,18.6,18.6,158.6,160.6,152.4,134.4,134.8,133.2,24.2,25.8,19.2
５人以上,建設業,19.9,20.3,18.4,169.3,174,150.7,149.7,152.3,139.2,19.6,21.7,11.5
５人以上,製造業,19,19.5,17.8,155.5,163.1,139.4,143.1,149.8,129,12.4,13.3,10.4
５人以上,電気・ガス・熱供給・水道業,18.9,19.1,18.2,160,162.6,147.8,144.3,146,136.5,15.7,16.6,11.3
５人以上,情報通信業,18.6,18.9,17.7,159,163.9,147.8,141.8,145.2,134,17.2,18.7,13.8
５人以上,"運輸業,郵便業",18.9,19.4,17.3,164,173.8,134.7,143.5,149.9,124.5,20.5,23.9,10.2
５人以上,"卸売業,小売業",17.9,18.6,17,140.8,153.3,125.6,131.2,141.2,119,9.6,12.1,6.6
５人以上,"金融業,保険業",18.2,18.7,17.6,149.9,159.5,140,132,137.8,126,17.9,21.7,14
５人以上,"不動産業,物品賃貸業",18.8,19.3,17.8,154.3,160.9,142,140,145,130.6,14.3,15.9,11.4
５人以上,"学術研究,専門・技術サービス業",18.6,18.9,18.2,157.2,163.4,148.9,141.3,145.3,135.9,15.9,18.1,13
５人以上,"宿泊業,飲食サービス業",13.3,14.5,12.3,95.1,111.9,81.6,88.6,102.4,77.6,6.5,9.5,4
５人以上,"生活関連サービス業,娯楽業",16.9,17.4,16.3,128.5,133.8,123.6,120.9,125.2,116.9,7.6,8.6,6.7
５人以上,"教育,学習支援業",14.9,15.2,14.6,105.2,106.7,103.3,99.7,101.2,97.7,5.5,5.5,5.6
５人以上,"医療,福祉",16.4,16.8,16.3,119.8,131.2,115.8,114.4,123.6,111.2,5.4,7.6,4.6
５人以上,複合サービス事業,18.1,18.6,17.4,143.7,153.8,128.7,134.1,141.4,123.2,9.6,12.4,5.5
５人以上,サービス業（他に分類されないもの）,17.9,18.7,17,140.4,154.7,125.7,128.4,138,118.6,12,16.7,7.1
30人以上,調査産業計,18,18.6,17.1,146.8,157.3,132.4,132.9,140.3,122.7,13.9,17,9.7
30人以上,"鉱業,採石業,砂利採取業",18.6,18.6,18.6,158.6,160.6,152.4,134.4,134.8,133.2,24.2,25.8,19.2
30人以上,建設業,19.7,20,18.7,171.5,175.1,157.5,149.5,151.2,142.8,22,23.9,14.7
30人以上,製造業,19,19.4,18.1,159.9,165.1,147.9,145.2,150.1,134.1,14.7,15,13.8
30人以上,電気・ガス・熱供給・水道業,19,19.1,18.2,160.7,163.4,148.5,144.2,145.9,136.5,16.5,17.5,12
30人以上,情報通信業,18.6,18.9,17.7,159.7,164.6,148.1,141.5,144.9,133.6,18.2,19.7,14.5
30人以上,"運輸業,郵便業",18.8,19.4,17.2,163.6,173.6,135.1,142.5,149,124.1,21.1,24.6,11
30人以上,"卸売業,小売業",18.2,18.7,17.5,148.3,158,134.6,136.6,144,126.1,11.7,14,8.5
30人以上,"金融業,保険業",18.1,18.6,17.6,151,159.4,141.7,131.7,137,125.8,19.3,22.4,15.9
30人以上,"不動産業,物品賃貸業",18.8,19.2,18.1,155.5,160,146.8,139.4,142.6,133.2,16.1,17.4,13.6
30人以上,"学術研究,専門・技術サービス業",18.8,19,18.4,160.8,166.6,153.2,143,146.6,138.3,17.8,20,14.9
30人以上,"宿泊業,飲食サービス業",14.3,15.7,13,111.2,129.8,94.1,102.6,117.8,88.6,8.6,12,5.5
30人以上,"生活関連サービス業,娯楽業",16.3,16.6,16,131.5,136.5,126.6,120.5,123.6,117.5,11,12.9,9.1
30人以上,"教育,学習支援業",15.2,15.3,15,109,110,107.6,102.9,104.2,101.1,6.1,5.8,6.5
30人以上,"医療,福祉",17.2,17.4,17.1,127.9,136.7,124,121.3,128.3,118.2,6.6,8.4,5.8
30人以上,複合サービス事業,18.6,18.8,18,145.7,156.1,121.8,132.9,141,114.1,12.8,15.1,7.7
30人以上,サービス業（他に分類されないもの）,17.9,18.7,17.1,141.4,155.8,127.8,129.2,138.5,120.3,12.2,17.3,7.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年11月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
