規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.7,165.9,150.2,15.7,12.8,76.4,73.9,2.5
５人以上,"鉱業,採石業,砂利採取業",18.2,152.2,129.9,22.3,10.4,69.4,68.9,0.5
５人以上,建設業,20.6,176.5,156.2,20.3,14.7,86.2,84.9,1.3
５人以上,製造業,19.8,165.2,151.9,13.3,14.4,99.7,92,7.7
５人以上,電気・ガス・熱供給・水道業,19.7,166.1,150.5,15.6,15.9,113.2,112.7,0.5
５人以上,情報通信業,19.5,168,149.8,18.2,12.9,78.4,74.1,4.3
５人以上,"運輸業,郵便業",19.3,171,148.7,22.3,14.7,98.8,92.9,5.9
５人以上,"卸売業,小売業",19.8,166,152.4,13.6,13.9,82.5,80,2.5
５人以上,"金融業,保険業",19.2,162,141.6,20.4,15.5,101.1,98.2,2.9
５人以上,"不動産業,物品賃貸業",20,169,150.8,18.2,15.6,85.9,83.1,2.8
５人以上,"学術研究,専門・技術サービス業",19.7,169.9,151.7,18.2,13.3,85.1,83.2,1.9
５人以上,"宿泊業,飲食サービス業",20.3,176.1,161,15.1,11.2,66.1,63.8,2.3
５人以上,"生活関連サービス業,娯楽業",19.4,158.5,149.1,9.4,12.1,77,75.6,1.4
５人以上,"教育,学習支援業",19.1,151.5,141,10.5,9.4,45.6,45,0.6
５人以上,"医療,福祉",19.9,158,150.4,7.6,12,66.7,65.6,1.1
５人以上,複合サービス事業,18.8,156.1,144.6,11.5,16.9,104.3,99.8,4.5
５人以上,サービス業（他に分類されないもの）,19.4,163.2,147,16.2,15,95.9,92.4,3.5
30人以上,調査産業計,19.5,165.6,148.5,17.1,13.5,82.5,79.4,3.1
30人以上,"鉱業,採石業,砂利採取業",18.2,152.2,129.9,22.3,10.4,69.4,68.9,0.5
30人以上,建設業,20.4,178.6,155,23.6,15.1,97.1,94.4,2.7
30人以上,製造業,19.5,165.3,149.9,15.4,15.4,116.5,103.5,13
30人以上,電気・ガス・熱供給・水道業,19.3,165,146.9,18.1,15.3,111.8,111.1,0.7
30人以上,情報通信業,19.4,167.9,149.1,18.8,13.2,79,74.9,4.1
30人以上,"運輸業,郵便業",19,168.5,145.7,22.8,14.4,100,93.1,6.9
30人以上,"卸売業,小売業",19.6,165,150.2,14.8,15.2,91.5,89,2.5
30人以上,"金融業,保険業",19.2,163.7,141.6,22.1,15.7,102.3,99,3.3
30人以上,"不動産業,物品賃貸業",19.9,170,150.7,19.3,16.6,84.9,82.3,2.6
30人以上,"学術研究,専門・技術サービス業",19.5,170.5,150.8,19.7,14.8,95.5,92.1,3.4
30人以上,"宿泊業,飲食サービス業",19.3,164.7,151.5,13.2,11,65.4,62.4,3
30人以上,"生活関連サービス業,娯楽業",18.7,160.1,144.7,15.4,10.9,70.5,68.8,1.7
30人以上,"教育,学習支援業",19.3,153,141.6,11.4,9.8,49.9,48.9,1
30人以上,"医療,福祉",20,158.2,149.6,8.6,12.3,68.8,67.9,0.9
30人以上,複合サービス事業,19.1,159.1,144.5,14.6,18.3,101,93.3,7.7
30人以上,サービス業（他に分類されないもの）,19.2,163.4,146.7,16.7,15,97.7,93.9,3.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年４月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
