規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18,18.9,16.9,143.8,157.7,126.5,131.4,141.8,118.4,12.4,15.9,8.1
５人以上,"鉱業,採石業,砂利採取業",18.1,18.2,17.8,151.3,154.2,144,129.3,130.4,126.4,22,23.8,17.6
５人以上,建設業,20.4,20.8,19,173.1,177.7,154.3,153.5,156.5,141.2,19.6,21.2,13.1
５人以上,製造業,19.1,19.7,17.9,157.3,164.6,141.9,144.7,151.2,130.8,12.6,13.4,11.1
５人以上,電気・ガス・熱供給・水道業,19.6,19.7,19.1,165.1,166.8,156.4,149.8,150.9,144,15.3,15.9,12.4
５人以上,情報通信業,19.1,19.5,18.3,163,168.7,150.2,145.6,149.8,136.2,17.4,18.9,14
５人以上,"運輸業,郵便業",18.8,19.6,16.2,162.1,174.6,125,141.8,150.8,115.2,20.3,23.8,9.8
５人以上,"卸売業,小売業",18.3,19.1,17.3,144.6,158.2,127.8,133.9,144.7,120.5,10.7,13.5,7.3
５人以上,"金融業,保険業",19,19.5,18.4,158.1,167.1,148.5,138.8,144.4,132.8,19.3,22.7,15.7
５人以上,"不動産業,物品賃貸業",19.5,20,18.5,159.5,166.1,146.8,143.1,148.3,133.1,16.4,17.8,13.7
５人以上,"学術研究,専門・技術サービス業",19.2,19.5,18.8,162.8,169.6,153.8,146,150.5,140,16.8,19.1,13.8
５人以上,"宿泊業,飲食サービス業",13.8,14.8,12.9,96.8,113.2,83.1,90.9,104.4,79.7,5.9,8.8,3.4
５人以上,"生活関連サービス業,娯楽業",16.8,17.1,16.6,129.7,134.1,126.4,123.1,125.9,121,6.6,8.2,5.4
５人以上,"教育,学習支援業",15.7,16.1,15.2,114.4,117.8,110.7,107.4,110.5,104,7,7.3,6.7
５人以上,"医療,福祉",16.7,16.5,16.8,121.3,129.1,118.8,116.3,121.9,114.5,5,7.2,4.3
５人以上,複合サービス事業,18.5,19,17.8,147.2,158.1,131.4,136.9,145.1,125,10.3,13,6.4
５人以上,サービス業（他に分類されないもの）,18.1,19.1,17,144.1,160.8,126.7,131.5,143,119.5,12.6,17.8,7.2
30人以上,調査産業計,18.4,19.1,17.5,150.6,162.2,134.7,136,144.4,124.5,14.6,17.8,10.2
30人以上,"鉱業,採石業,砂利採取業",18.1,18.2,17.8,151.3,154.2,144,129.3,130.4,126.4,22,23.8,17.6
30人以上,建設業,20.3,20.6,18.9,177.3,181.3,160.6,154,156.3,144.5,23.3,25,16.1
30人以上,製造業,19.1,19.4,18.2,160.6,165.1,150.3,145.4,149.7,135.5,15.2,15.4,14.8
30人以上,電気・ガス・熱供給・水道業,19.2,19.3,18.7,163.9,165.7,154.8,146.2,147.4,139.9,17.7,18.3,14.9
30人以上,情報通信業,19.1,19.5,18.2,163.4,169.1,150.1,145.3,149.5,135.6,18.1,19.6,14.5
30人以上,"運輸業,郵便業",18.5,19.4,15.8,160.4,173.8,121.5,139.5,149.1,111.5,20.9,24.7,10
30人以上,"卸売業,小売業",18.9,19.5,18.1,153.8,164.5,138.4,140.9,149.2,128.9,12.9,15.3,9.5
30人以上,"金融業,保険業",19,19.5,18.5,159.5,167.8,150.5,138.7,144,132.9,20.8,23.8,17.6
30人以上,"不動産業,物品賃貸業",19.5,19.9,18.8,160,164.9,150.8,142.7,146.6,135.3,17.3,18.3,15.5
30人以上,"学術研究,専門・技術サービス業",19.2,19.5,18.9,166.4,171.8,159.1,147.6,151,143,18.8,20.8,16.1
30人以上,"宿泊業,飲食サービス業",14.8,16.2,13.6,110.6,129.2,94.7,103,118.2,89.9,7.6,11,4.8
30人以上,"生活関連サービス業,娯楽業",15.8,16.8,14.8,126.5,136.9,116.9,116.3,125.2,108,10.2,11.7,8.9
30人以上,"教育,学習支援業",16.7,16.8,16.5,125,125.6,124.2,116.4,117.4,115.1,8.6,8.2,9.1
30人以上,"医療,福祉",17.2,16.5,17.5,125.9,130.3,124.3,120.1,122.3,119.3,5.8,8,5
30人以上,複合サービス事業,19,19.1,18.6,150,160,126.1,136.5,144.5,117.2,13.5,15.5,8.9
30人以上,サービス業（他に分類されないもの）,18,19,17,143.6,160.2,127.1,130.8,142.1,119.6,12.8,18.1,7.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年４月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
