規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,498790,468964,429276,39688,29826,134899,133124,126059,7065,1775
100～499人,416845,407006,375799,31207,9839,142149,141629,135987,5642,520
100人以上,458216,438286,402797,35489,19930,139429,138438,132262,6176,991
30～99人,378349,370178,349670,20508,8171,108058,106914,104748,2166,1144
５～29人,354031,346389,328881,17508,7642,92382,91446,89495,1951,936
30人以上,434313,417902,386897,31005,16411,126311,125256,120757,4499,1055
５人以上,415372,401030,373209,27821,14342,109667,108670,105421,3249,997
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年２月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
