事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成29,2017,年平均,19.3,161.7,146.9,14.8,14.1,84.7,82.1,2.6
30人以上,TL 調査産業計,平成30,2018,年平均,19.3,161.2,146.7,14.5,14.1,87.4,84.2,3.2
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,18.9,158.4,143,15.4,13.2,82.4,78.9,3.5
30人以上,TL 調査産業計,令和２,2020,年平均,18.6,154.6,140.7,13.9,12.6,77.4,74.1,3.3
30人以上,TL 調査産業計,令和３,2021,年平均,18.7,157.5,142.3,15.2,13,79.8,77,2.8
30人以上,TL 調査産業計,令和４,2022,年平均,18.7,158.4,142.5,15.9,13.3,82.2,79.1,3.1
30人以上,TL 調査産業計,令和４,2022,1月,17.8,150.7,135.5,15.2,12.7,78.1,75,3.1
30人以上,TL 調査産業計,令和４,2022,2月,17.5,149,133.5,15.5,12.5,76.4,73.6,2.8
30人以上,TL 調査産業計,令和４,2022,3月,18.9,160.9,143.8,17.1,12.9,76.1,73.3,2.8
30人以上,TL 調査産業計,令和４,2022,4月,19.5,165.6,148.5,17.1,13.5,82.5,79.4,3.1
30人以上,TL 調査産業計,令和４,2022,5月,18,152.5,137.2,15.3,13.3,83,79.8,3.2
30人以上,TL 調査産業計,令和４,2022,6月,19.6,165.8,149.8,16,13.8,87.5,83.9,3.6
30人以上,TL 調査産業計,令和４,2022,7月,19.3,163.3,147.5,15.8,13.8,86,82.8,3.2
30人以上,TL 調査産業計,令和４,2022,8月,18.3,155.5,140.8,14.7,13.5,83.6,80.6,3
30人以上,TL 調査産業計,令和４,2022,9月,18.5,157.9,142.4,15.5,13.7,84.4,81.3,3.1
30人以上,TL 調査産業計,令和４,2022,10月,18.8,160,143.5,16.5,13.3,83.4,80.4,3
30人以上,TL 調査産業計,令和４,2022,11月,18.9,160.8,144.4,16.4,13.6,83.7,80.8,2.9
30人以上,TL 調査産業計,令和４,2022,12月,18.8,159.7,143.5,16.2,13,80.2,77.3,2.9
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
