規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,495922,577574,370130,452010,524425,340448,411392,40618,43912,53149,29682
100～499人,398556,476711,291632,370941,438944,277906,339855,31086,27615,37767,13726
100人以上,445914,526991,328436,410372,481556,307229,374650,35722,35542,45435,21207
30～99人,342666,413173,254803,321860,385692,242315,301147,20713,20806,27481,12488
５～29人,258922,328908,190455,249176,313629,186122,236764,12412,9746,15279,4333
30人以上,412787,492049,303403,381973,452126,285160,351066,30907,30814,39923,18243
５人以上,367092,448841,265344,342535,415445,251788,317121,25414,24557,33396,13556
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年４月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
