事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成29,2017,年平均,300725,377857,208809,258330,321317,183270,244813,13517,42395,56540,25539
５～29人,平成30,2018,年平均,289350,365170,205439,250056,313261,180106,238043,12013,39294,51909,25333
５～29人,平成31・令和元,2019,年平均,295208,379981,204076,253235,321919,179399,241023,12212,41973,58062,24677
５～29人,令和２,2020,年平均,291858,374691,204348,253003,321482,180658,241767,11236,38855,53209,23690
５～29人,令和３,2021,年平均,295598,380666,208124,253778,322177,183445,242378,11400,41820,58489,24679
５～29人,令和４,2022,年平均,289849,375051,206039,248767,314919,183696,236728,12039,41082,60132,22343
５～29人,令和４,2022,1月,257927,327019,188502,246041,309855,181919,233878,12163,11886,17164,6583
５～29人,令和４,2022,2月,249571,316385,183876,244606,309425,180872,233309,11297,4965,6960,3004
５～29人,令和４,2022,3月,271112,351787,192266,247577,314348,182320,235731,11846,23535,37439,9946
５～29人,令和４,2022,4月,258922,328908,190455,249176,313629,186122,236764,12412,9746,15279,4333
５～29人,令和４,2022,5月,269070,349541,191048,247399,313400,183406,235547,11852,21671,36141,7642
５～29人,令和４,2022,6月,353857,471778,239046,247775,312154,185093,236000,11775,106082,159624,53953
５～29人,令和４,2022,7月,321666,416451,227544,252188,319745,185103,239497,12691,69478,96706,42441
５～29人,令和４,2022,8月,260004,330775,189617,248884,314812,183313,237242,11642,11120,15963,6304
５～29人,令和４,2022,9月,269040,347258,191222,250978,317541,184756,239056,11922,18062,29717,6466
５～29人,令和４,2022,10月,262745,336659,190522,251080,319258,184461,238706,12374,11665,17401,6061
５～29人,令和４,2022,11月,265838,338087,194967,249216,316363,183349,237022,12194,16622,21724,11618
５～29人,令和４,2022,12月,436884,585143,292023,250199,318365,183595,237912,12287,186685,266778,108428
30～99人,平成29,2017,年平均,379524,466583,269730,308051,376225,222075,290241,17810,71473,90358,47655
30～99人,平成30,2018,年平均,364809,447341,259269,299474,365500,215041,280666,18808,65335,81841,44228
30～99人,平成31・令和元,2019,年平均,364541,449796,250424,295006,359990,208022,273652,21354,69535,89806,42402
