規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,468224,544820,351412,445355,517776,334909,407338,38017,22869,27044,16503
100～499人,376008,443188,281648,367394,432362,276141,339964,27430,8614,10826,5507
100人以上,420802,493404,314685,405263,474565,303971,372690,32573,15539,18839,10714
30～99人,326714,386779,249671,317526,376025,242493,296643,20883,9188,10754,7178
５～29人,262745,336659,190522,251080,319258,184461,238706,12374,11665,17401,6061
30人以上,390370,460191,292569,376886,443870,283058,348094,28792,13484,16321,9511
５人以上,352373,427551,257890,339430,410945,249551,315526,23904,12943,16606,8339
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
