規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5885786,360609,212925,6037711,1956193,127083,138355,1940680
５人以上,"鉱業,採石業,砂利採取業",1364,74,97,1341,15,0,0,15
５人以上,建設業,380547,20455,10478,390397,15140,242,169,15340
５人以上,製造業,409871,14648,8082,416434,57343,1625,2738,56233
５人以上,電気・ガス・熱供給・水道業,20962,1452,1396,21018,407,89,34,462
５人以上,情報通信業,827580,48725,22077,854594,50009,1914,2848,48709
５人以上,"運輸業,郵便業",362042,16844,14294,364570,51919,549,1914,50576
５人以上,"卸売業,小売業",1228810,71021,41398,1259133,432704,15714,23903,423815
５人以上,"金融業,保険業",365871,30712,18917,377705,25838,912,1140,25571
５人以上,"不動産業,物品賃貸業",213757,16485,8230,222121,28425,591,975,27932
５人以上,"学術研究,専門・技術サービス業",369716,19379,8815,380499,34538,2950,4067,33202
５人以上,"宿泊業,飲食サービス業",177591,8094,5633,180996,463909,34834,35669,462130
５人以上,"生活関連サービス業,娯楽業",146613,9059,4558,151118,81349,5073,4645,81773
５人以上,"教育,学習支援業",245747,23708,18787,251106,129617,28674,20668,137185
５人以上,"医療,福祉",456996,42751,22577,478876,315796,26225,25201,315114
５人以上,複合サービス事業,24185,2124,2683,23621,5157,36,414,4784
５人以上,サービス業（他に分類されないもの）,654134,35078,24903,664182,264027,7655,13970,257839
30人以上,調査産業計,4492796,298078,173854,4618790,1010178,70503,78620,1000291
30人以上,"鉱業,採石業,砂利採取業",1364,74,97,1341,15,0,0,15
30人以上,建設業,255007,15506,8078,262437,4443,105,169,4377
30人以上,製造業,304163,12677,7031,309806,33617,718,1633,32705
30人以上,電気・ガス・熱供給・水道業,16590,1380,1182,16788,337,40,34,343
30人以上,情報通信業,738163,45096,19516,764109,41608,1673,2118,40797
30人以上,"運輸業,郵便業",304650,15342,12946,307025,41045,549,1318,40297
30人以上,"卸売業,小売業",884072,60260,30443,913898,162616,6484,6605,162486
30人以上,"金融業,保険業",300135,25997,15988,310139,22141,872,911,22107
30人以上,"不動産業,物品賃貸業",153710,11052,5321,159549,20998,490,589,20791
30人以上,"学術研究,専門・技術サービス業",277689,16853,7634,287040,16965,1678,2556,15955
30人以上,"宿泊業,飲食サービス業",98954,3609,3384,99503,120532,6741,10582,116367
30人以上,"生活関連サービス業,娯楽業",71424,5912,3267,74072,43338,2746,2231,43850
30人以上,"教育,学習支援業",207089,20260,15957,211829,75280,23766,17567,81042
30人以上,"医療,福祉",317862,31484,17796,332101,183883,18383,18590,183125
30人以上,複合サービス事業,14984,1377,1973,14383,2799,36,173,2667
30人以上,サービス業（他に分類されないもの）,546940,31199,23241,554770,240561,6222,13544,233367
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年４月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
