規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,502554,472358,432204,40154,30196,134955,133189,126371,6818,1766
100～499人,419518,405898,374672,31226,13620,145288,143507,137165,6342,1781
100人以上,461479,439483,403745,35738,21996,141372,139597,133075,6522,1775
30～99人,388703,372966,350491,22475,15737,109619,108409,105461,2948,1210
５～29人,364646,345793,327173,18620,18853,93004,91884,89698,2186,1120
30人以上,439674,419553,387789,31764,20121,128233,126692,121649,5043,1541
５人以上,421715,401898,373280,28618,19817,111283,109944,106276,3668,1339
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年１月分（確報）,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
