規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,538746,489697,445007,44690,49049,149545,147183,139498,7685,2362
100～499人,454668,421142,384460,36682,33526,150646,149145,142780,6365,1501
100人以上,497401,455985,415233,40752,41416,150248,148437,141596,6841,1811
30～99人,419004,391496,364888,26608,27508,112991,112349,109375,2974,642
５～29人,368058,352056,332950,19106,16002,96241,95821,93387,2434,420
30人以上,474357,437029,400435,36594,37328,133752,132458,127329,5129,1294
５人以上,449288,416990,384520,32470,32298,115594,114723,110899,3824,871
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年４月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
