規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,515192,474984,432348,42636,40208,150207,147141,140243,6898,3066
100～499人,441229,417791,383818,33973,23438,148051,147038,141519,5519,1013
100人以上,478983,446985,408590,38395,31998,148812,147074,141068,6006,1738
30～99人,405597,378760,354131,24629,26837,120729,118149,114384,3765,2580
５～29人,384895,357148,338159,18989,27747,100633,99447,96683,2764,1186
30人以上,457159,426696,392395,34301,30463,136446,134338,129319,5019,2108
５人以上,440470,410634,379869,30765,29836,118661,117011,113112,3899,1650
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年11月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
