規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,648671,780059,449562,441528,513538,332403,403499,38029,207143,266521,117159
100～499人,514086,617779,370048,371890,438113,279900,342963,28927,142196,179666,90148
100人以上,579666,698294,407770,405823,475535,304808,372461,33362,173843,222759,102962
30～99人,432572,533577,302231,319518,380709,240554,299786,19732,113054,152868,61677
５～29人,321666,416451,227544,252188,319745,185103,239497,12691,69478,96706,42441
30人以上,532355,647060,372265,378064,446040,283192,349086,28978,154291,201020,89073
５人以上,469766,585838,323513,340670,412511,250149,316530,24140,129096,173327,73364
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
