規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1063389,1284153,720887,441971,511152,334641,405564,36407,621418,773001,386246
100～499人,713279,869478,491914,366596,428790,278455,338614,27982,346683,440688,213459
100人以上,884110,1075591,600549,403374,469728,305112,371281,32093,480736,605863,295437
30～99人,526380,644288,378572,310720,371116,235008,292713,18007,215660,273172,143564
５～29人,353857,471778,239046,247775,312154,185093,236000,11775,106082,159624,53953
30人以上,769099,943478,524451,373586,439522,281079,346022,27564,395513,503956,243372
５人以上,646136,819775,427779,336330,406120,248567,313441,22889,309806,413655,179212
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年６月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
