規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,459100,541086,335620,431146,505856,318624,395045,36101,27954,35230,16996
100～499人,369205,426857,283052,358881,415747,273902,332869,26012,10324,11110,9150
100人以上,414569,484590,309518,395348,461289,296418,364245,31103,19221,23301,13100
30～99人,310735,370056,228191,295939,351729,218308,277612,18327,14796,18327,9883
５～29人,261368,331413,189159,249065,313726,182405,236672,12393,12303,17687,6754
30人以上,381481,448854,282810,363670,427105,270766,336638,27032,17811,21749,12044
５人以上,345764,417671,251034,329591,397001,240785,306912,22679,16173,20670,10249
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年１月分（暫定版）,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
