規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6047611,82156,91514,6038465,1958787,49798,62683,1945690
５人以上,"鉱業,採石業,砂利採取業",1402,16,33,1384,14,0,0,15
５人以上,建設業,384303,3420,3296,384428,15792,38,310,15519
５人以上,製造業,496719,4088,4447,496364,65018,822,1526,64310
５人以上,電気・ガス・熱供給・水道業,26206,89,200,26095,714,8,8,714
５人以上,情報通信業,834029,12775,12715,834122,34124,994,860,34225
５人以上,"運輸業,郵便業",390020,2865,4820,388068,70855,1097,2978,68971
５人以上,"卸売業,小売業",1229856,19734,15831,1234030,425965,6943,11489,421148
５人以上,"金融業,保険業",368639,6280,11272,363618,25926,498,603,25850
５人以上,"不動産業,物品賃貸業",192466,1771,1991,192245,27562,443,352,27654
５人以上,"学術研究,専門・技術サービス業",359684,6466,6116,360035,31289,758,643,31403
５人以上,"宿泊業,飲食サービス業",142394,3207,3068,142426,451693,14279,15657,450422
５人以上,"生活関連サービス業,娯楽業",154220,3420,3771,153869,82450,1797,1508,82739
５人以上,"教育,学習支援業",230936,1100,4966,227069,180219,5715,7599,178336
５人以上,"医療,福祉",515479,5145,6625,514055,274252,11288,8501,276983
５人以上,複合サービス事業,29046,178,724,28499,8079,8,415,7673
５人以上,サービス業（他に分類されないもの）,692212,11602,11639,692158,264835,5110,10234,259728
30人以上,調査産業計,4578315,60537,70982,4567817,1048793,28980,37167,1040659
30人以上,"鉱業,採石業,砂利採取業",1402,16,33,1384,14,0,0,15
30人以上,建設業,259075,1800,2269,258607,4813,38,46,4804
30人以上,製造業,373670,3150,3638,373190,40369,773,1100,40034
30人以上,電気・ガス・熱供給・水道業,21839,89,200,21728,465,8,8,465
30人以上,情報通信業,736562,12002,12019,736578,26383,805,860,26295
30人以上,"運輸業,郵便業",329496,2446,4338,327607,60044,454,2881,57614
30人以上,"卸売業,小売業",861889,15837,10669,867275,170685,1845,4361,167951
30人以上,"金融業,保険業",300834,3413,8352,295866,21108,255,494,20898
30人以上,"不動産業,物品賃貸業",132385,1338,1470,132252,19522,443,352,19614
30人以上,"学術研究,専門・技術サービス業",261841,4032,4689,261184,15089,271,331,15029
30人以上,"宿泊業,飲食サービス業",62597,471,1489,61472,124893,5380,5259,125121
30人以上,"生活関連サービス業,娯楽業",78571,1073,778,78866,50078,1266,1214,50130
30人以上,"教育,学習支援業",193264,474,4540,189198,126558,5453,7224,124787
30人以上,"医療,福祉",376165,4019,5387,374800,146397,7267,4671,148990
30人以上,複合サービス事業,18573,115,542,18146,5389,8,415,4982
30人以上,サービス業（他に分類されないもの）,570152,10262,10569,569664,236986,4714,7951,233930
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年１月分（暫定版）,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
