"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","全体",,"658","59","231","107","49","196","16"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性（計）","248","26","79","37","23","76","7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 18～29歳","23","5","6","2","4","6","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 30～39歳","35","6","15","3","3","8","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 40～49歳","41","7","19","3","3","9","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 50～59歳","49","2","13","11","6","17","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 60～69歳","39","1","12","6","4","15","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 70歳以上","60","4","14","12","3","21","6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","男性 無回答","1","1","0","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策(11)多様なコミュニティの形成を支援する","性・年代別","女性（計）","400","31","149","67","26","119","8"
