"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","個別に安否確認をしてくれること","123","50.2","52.8"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","移動の介助をしてくれること","111","45.3","47.6"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","障害や疾患別に必要な物品を手配してくれること","101","41.2","43.3"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","避難所に意思疎通のための道具などの支援策が準備されていること","69","28.2","29.6"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","医療面についての相談窓口があること","73","29.8","31.3"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","医療機関の受け入れ体制があること","82","33.5","35.2"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","その他","22","9.0","9.4"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","特に必要としない","26","10.6","11.2"
"202003","災害に対する備えと災害時の行動について","Q25. あなたは災害時には行政や地域からどのような支援を必要としますか。（あてはまるものすべてに○）","無回答","12","4.9",

"港区保健福祉基礎調査（知的障害者）・単純集計表・災害に対する備えと災害時の行動についてQ25","Ver202003",,,,,
