事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和５,2023,6月,105.5,109.8,107.9,102.4,103,100.6,116.7,105.5,94.8,109.7,103.9,129.8,109.2,108.8,108.5,104.1,105.5
５人以上,令和５,2023,7月,105.5,111.6,111.4,101.6,104.1,101.9,117.2,105.1,91,111.7,102.8,135,106.4,109.2,106.6,101.1,106.6
５人以上,令和５,2023,8月,105.2,111.6,109.4,101.1,103.4,100.9,115.1,106.8,89,108.1,104.3,134.9,107.1,108.4,106.4,101.4,106.4
５人以上,令和５,2023,9月,105.5,111.6,110.9,102,104.2,102.9,115.4,106.8,92.6,108.7,104,130.1,105.7,108.8,105.1,100.8,106.2
５人以上,令和５,2023,10月,105,113.4,111.8,103,105.1,102.8,115.6,105.7,90.2,108.8,104,136.7,109.5,107.7,98.7,104.6,106.8
５人以上,令和５,2023,11月,106,114.1,110.5,103.5,104.9,105.6,116.6,106.7,90.4,112.5,103.7,131.5,110.5,106.4,104.9,104.3,107.1
５人以上,令和５,2023,12月,105.9,115.5,109.9,103.2,103.8,102.6,119.4,106,90.3,112.1,103.4,134.3,112.2,106.2,108.7,102.8,106.8
５人以上,平成31・令和元,2019,年平均（前年比（％））,0.5,－,6.9,-0.2,1.6,1.9,0.8,-1.9,0.8,-4.9,4.6,-6.6,4,-3.5,-1,-6.5,4.6
５人以上,令和２,2020,年平均（前年比（％））,-0.5,－,-3.3,-1,-7.1,0.4,-9.1,-0.7,0.6,1.6,-3.9,-7.8,9,-0.2,3.1,-1.7,-0.5
５人以上,令和３,2021,年平均（前年比（％））,1.3,－,-0.3,0.7,6.9,-0.3,-0.3,1.6,-8.6,6.1,-2.6,9.1,4.9,-0.8,5.3,0.2,3.1
５人以上,令和４,2022,年平均（前年比（％））,1.7,－,6.7,-1.8,-8.5,0,6.9,2.1,3.2,4.6,3.8,21.9,-0.1,10.7,-4.5,-3.9,-1.8
５人以上,令和５,2023,年平均（前年比（％））,2.1,6.3,2.6,3.1,5.9,1.5,8.6,1.5,-2.2,-0.9,2,1.3,2.8,-0.5,5.3,6,4.8
５人以上,令和５,2023,1月（前年同月比（％））,2.2,8.8,1.5,2.6,5.3,-1.1,9.3,0.9,1.8,-2.1,0.4,5.4,1.5,3.1,6.6,4.2,6
５人以上,令和５,2023,2月（前年同月比（％））,1.7,5,-0.3,2.1,7.7,-0.9,12.7,0.8,-0.2,-3.2,0.4,8.4,-0.2,-2.3,5.8,7.8,4.5
５人以上,令和５,2023,3月（前年同月比（％））,2.1,×,0.7,2.5,×,-0.7,6.6,3.6,-1,-2.6,0.3,1.5,2.5,5.5,5.6,0.8,4.5
５人以上,令和５,2023,4月（前年同月比（％））,2.1,×,3.3,1.9,×,0.2,11,0.2,-2.1,-1.5,0.7,3.4,5.4,0,11.2,4.2,3.7
５人以上,令和５,2023,5月（前年同月比（％））,2.3,6.4,4.1,3,3.4,1.6,9,1.4,1,-2.1,0.7,-0.6,5.3,-1,8.6,2.7,3.8
５人以上,令和５,2023,6月（前年同月比（％））,2.6,6,2.4,3.3,5.5,0.8,10.5,1.5,1.6,0.3,1.4,-3,2.1,0.6,9.5,5.3,4.7
５人以上,令和５,2023,7月（前年同月比（％））,1.3,4.5,3.1,2.4,4.6,1.8,8.3,0.5,-5.3,1.4,3.3,0.1,-1.9,-2.8,2.1,9.8,3.8
５人以上,令和５,2023,8月（前年同月比（％））,2.3,5.5,3.2,2.8,7.2,0.3,8.4,2.3,-6.7,0.6,4.6,3.5,1.5,-1,6.4,9.3,6.3
５人以上,令和５,2023,9月（前年同月比（％））,2.1,4.6,4.6,3,4.5,3.3,6.4,2,-2.4,-0.1,3.3,-2.9,4.3,-0.2,4,9.7,3.3
５人以上,令和５,2023,10月（前年同月比（％））,1.2,6.7,2.6,4.8,6.1,3.3,7.9,0.9,-5.2,-2.7,1.2,2.6,0.5,-4.4,-4.2,12.5,6.2
５人以上,令和５,2023,11月（前年同月比（％））,2.9,9.2,2.7,4.3,7.6,6.3,9.2,1.9,-3.9,0.3,4.2,0,5.6,-4,3.3,4.4,6.1
５人以上,令和５,2023,12月（前年同月比（％））,2.7,4.1,4,4.7,5.6,2.8,5,2.5,-3.6,1.6,4.2,-2.3,6.3,-0.9,4.8,2.4,5.4
30人以上,平成30,2018,年平均,100.8,－,94.9,102.7,107.9,99,110.9,102.1,97.5,104.2,98,122.6,83.6,105.3,99.8,114.4,98.4
30人以上,平成31・令和元,2019,年平均,100.9,－,104.6,103.4,110,101.1,109.9,97.8,99.6,100.8,103.4,112.7,83.7,101.4,98.5,102.8,101.3
30人以上,令和２,2020,年平均,100,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,令和３,2021,年平均,101.6,－,100.1,101.1,95.7,99.9,99.8,102.8,91.4,104.3,96.8,116.8,105.4,103.2,106.5,101.1,104.2
30人以上,令和４,2022,年平均,104.4,104.5,110.2,101.5,102,100.6,108.8,105.4,91.2,109.7,101.2,157.3,103.5,113.8,101.1,93.8,104.4
30人以上,令和５,2023,年平均,107.2,111.1,111.4,105,107.1,101.5,117.1,106.7,89.6,113.4,104.5,166.8,107.3,113.6,107,101.5,111.4
30人以上,令和５,2023,1月,105.5,106.6,109.9,104.4,102.7,98.5,114.2,104,89.8,110.9,102.6,172.9,98.3,113.5,108.1,100.6,110.3
30人以上,令和５,2023,2月,104.2,107.7,107,102.1,106.6,98.8,111.1,103.4,89.6,109.2,101.4,171.6,97.4,108.2,105.1,103.7,109.2
30人以上,令和５,2023,3月,107.3,×,111.1,104.6,×,100,116.2,106.1,89.6,111.7,104.6,168.1,104,121.7,110.7,97.5,112
30人以上,令和５,2023,4月,109.1,×,115.7,104.6,×,102.5,121.1,107.8,91.8,116.1,105.4,170.1,112.3,118.3,112.6,100.4,110.8
30人以上,令和５,2023,5月,106.9,111.3,110,103.3,103.4,100.9,115.8,107.1,90.6,114.1,102.6,162.1,113.6,114.8,105.5,98.9,110.7
30人以上,令和５,2023,6月,107,109.8,110.6,104.9,108,100.8,119.2,106.2,91.5,112.1,104.4,145.9,110.2,112.6,109.3,102.9,109.8
30人以上,令和５,2023,7月,107.6,111.6,111.9,105.1,107.7,101.9,118.9,106.4,88.8,114.5,104.8,171.3,104.1,113.2,107.6,99.7,112.6
30人以上,令和５,2023,8月,107.1,111.6,109.9,104.6,107.2,100.7,116.2,108.2,87.3,112.2,105.8,168.6,107.2,112.4,106.8,102,111.8
30人以上,令和５,2023,9月,107.8,111.6,112,105.8,108.2,102.6,117.7,107.9,91.4,113.2,105.7,161.4,103.9,114.2,104.9,101.1,111.7
30人以上,令和５,2023,10月,107.1,113.4,114.3,106.2,109.2,103,116.8,106.9,88.1,112.9,105.5,174.5,113,112,96.2,104.9,112.7
30人以上,令和５,2023,11月,108.5,114.1,112,107,108.8,105.8,117.3,108,88.8,117.4,105,166.4,110.9,111.1,106,104.6,112.7
30人以上,令和５,2023,12月,108.4,115.5,111.8,106.8,107.5,102.6,120.9,107.9,88.2,116,105.9,169.1,113,110.8,110.7,102,112.3
30人以上,平成31・令和元,2019,年平均（前年比（％））,0.1,－,10.2,0.7,2,2.1,-1,-4.2,2.1,-3.2,5.5,-8.1,0.1,-3.6,-1.3,-10.2,2.8
30人以上,令和２,2020,年平均（前年比（％））,-0.8,－,-4.4,-3.3,-9.1,-1.1,-9,2.2,0.4,-0.9,-3.2,-11.3,19.5,-1.4,1.5,-2.6,-1.2
30人以上,令和３,2021,年平均（前年比（％））,1.5,－,0,1.1,-4.3,-0.1,-0.2,2.8,-8.5,4.4,-3.2,16.9,5.4,3.2,6.6,1,4.2
30人以上,令和４,2022,年平均（前年比（％））,2.8,－,10.1,0.4,6.6,0.7,9,2.5,-0.2,5.2,4.5,34.7,-1.8,10.3,-5.1,-7.2,0.2
30人以上,令和５,2023,年平均（前年比（％））,2.7,6.3,1.1,3.4,5,0.9,7.6,1.2,-1.8,3.4,3.3,6,3.7,-0.2,5.8,8.2,6.7
30人以上,令和５,2023,1月（前年同月比（％））,3,8.8,1.6,2.7,1.8,-1.1,8,0.8,0.7,2.1,1.8,14.1,4.8,2.3,9.7,4.7,8.7
30人以上,令和５,2023,2月（前年同月比（％））,1.9,5,-2.4,0.6,4.2,-1.3,12.9,0.6,-1.4,1.4,0.7,17.5,0.5,-3.8,6.6,11.4,6.3
30人以上,令和５,2023,3月（前年同月比（％））,2.3,×,-1.5,2.5,×,-1.1,4.8,2.6,-2.4,1.2,1.3,6.1,7.7,4.1,7.6,0.5,6
30人以上,令和５,2023,4月（前年同月比（％））,2.3,×,2.8,1.6,×,-0.3,9.7,-0.6,-3,4.6,0.2,7,9.6,-3,13.4,3.6,6.1
30人以上,令和５,2023,5月（前年同月比（％））,2.6,6.4,2.2,2.6,1.2,1,7.9,1.2,0.1,4.2,0.1,1.6,10.4,-3.6,8.9,0.9,5.7
30人以上,令和５,2023,6月（前年同月比（％））,2.7,6,0.8,3.2,5.3,0.3,10.4,1,0.5,4.2,1.4,-7.1,4.6,-1.7,9.8,6.6,6.3
30人以上,令和５,2023,7月（前年同月比（％））,2,4.5,0.4,3.2,5.2,0.9,8,-0.1,-4.3,5.2,5.9,10.2,-7.1,-0.9,2.1,14.9,5.8
30人以上,令和５,2023,8月（前年同月比（％））,2.9,5.5,-0.1,3.8,6.8,-0.7,6.8,2.3,-4.7,3.7,7.1,10.3,-0.4,1.1,6.7,15.4,7.8
30人以上,令和５,2023,9月（前年同月比（％））,3.2,4.6,2.9,4.8,4.4,2.2,5.6,1.9,0,3.6,6,0.2,2.6,3.3,3.1,16.9,4.9
30人以上,令和５,2023,10月（前年同月比（％））,1.8,6.7,1.6,5.6,7.7,2.5,7,0.2,-3.6,0.2,3,8.4,0.9,-2.1,-5.7,18.4,8.3
30人以上,令和５,2023,11月（前年同月比（％））,3.9,9.2,0.9,4.9,9.3,6.3,7.6,1.5,-1.2,4.5,6.2,4.4,5,-1.1,3.4,5.8,7.8
30人以上,令和５,2023,12月（前年同月比（％））,3.8,4.1,3.3,5.8,7.7,2.5,3.6,2.8,-1,5.5,6.3,2.1,7,3,5.2,3.2,7.1
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,,,,,,,,,
第14表　規模、産業別名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,
（令和２年平均=100）,,,,,,,,,,,,,,,,,,,,
