規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,498810,482739,442977,39762,16071,153524,151704,144585,7119,1820
100～499人,441827,428239,395347,32892,13588,154271,153412,147716,5696,859
100人以上,470691,455845,419473,36372,14846,153986,152760,146521,6239,1226
30～99人,391154,382059,356633,25426,9095,116041,115168,111318,3850,873
５～29人,371689,356186,338393,17793,15503,99917,98780,96317,2463,1137
30人以上,446949,433820,400715,33105,13129,137578,136505,131299,5206,1073
５人以上,429569,415891,386323,29568,13678,118409,117303,113493,3810,1106
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年８月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
