規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,466833,548586,344474,437916,511858,327247,401554,36362,28917,36728,17227
100～499人,397016,467969,296785,376565,443998,281307,350007,26558,20451,23971,15478
100人以上,431016,507702,319601,406442,477444,303286,375110,31332,24574,30258,16315
30～99人,325325,385174,250091,318470,376923,244992,297521,20949,6855,8251,5099
５～29人,250402,320204,184956,242789,310398,179399,231415,11374,7613,9806,5557
30人以上,396932,469819,295903,378072,446365,283412,350088,27984,18860,23454,12491
５人以上,353298,430764,257841,337787,410872,247729,314749,23038,15511,19892,10112
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
