規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.8,17.7,15.8,135.2,148.5,119,123.5,133.5,111.4,11.7,15,7.6
５人以上,"鉱業,採石業,砂利採取業",18,17.9,18,155.5,157.9,147.8,132.6,133.2,130.8,22.9,24.7,17
５人以上,建設業,19.1,19.4,18,164.1,168.4,145.8,143.9,146.1,134.5,20.2,22.3,11.3
５人以上,製造業,18.5,18.9,17.7,151.8,157.2,139.3,140.5,144.7,130.7,11.3,12.5,8.6
５人以上,電気・ガス・熱供給・水道業,17.8,17.9,17.3,154.2,156.4,142.2,135.2,136.4,128.7,19,20,13.5
５人以上,情報通信業,17.7,18.1,16.8,152.5,157.4,140.9,135.3,138.8,127.1,17.2,18.6,13.8
５人以上,"運輸業,郵便業",18.3,18.9,16.3,159.5,169.9,128.6,140.2,147.4,118.9,19.3,22.5,9.7
５人以上,"卸売業,小売業",17.1,17.9,16.1,134.4,147.4,118.8,125.4,135.9,112.9,9,11.5,5.9
５人以上,"金融業,保険業",17.3,17.9,16.8,142.3,151.7,133.4,126.2,132.1,120.7,16.1,19.6,12.7
５人以上,"不動産業,物品賃貸業",17.9,18.3,17.1,145.2,151.9,133.8,133.3,138.6,124.2,11.9,13.3,9.6
５人以上,"学術研究,専門・技術サービス業",18.1,18.4,17.7,155.7,163.2,146.3,138.9,143.5,133.1,16.8,19.7,13.2
５人以上,"宿泊業,飲食サービス業",12.7,13.8,11.9,90.9,107.1,78.7,84.7,97.7,74.9,6.2,9.4,3.8
５人以上,"生活関連サービス業,娯楽業",15.8,16.7,14.9,118,126.2,109.9,112.7,119.7,105.8,5.3,6.5,4.1
５人以上,"教育,学習支援業",13.9,14.9,13,105.7,114.1,98,97.5,105.9,89.8,8.2,8.2,8.2
５人以上,"医療,福祉",15.9,15.9,15.9,117.9,125.9,115.3,112.6,118.9,110.6,5.3,7,4.7
５人以上,複合サービス事業,17.1,17.6,16.2,133.1,141.6,119.9,123.4,129.2,114.5,9.7,12.4,5.4
５人以上,サービス業（他に分類されないもの）,17.3,18,16.6,137.5,150.6,124.1,125.1,133.7,116.4,12.4,16.9,7.7
30人以上,調査産業計,17.1,17.8,16.2,141.1,152.1,126.5,127.4,135.2,117,13.7,16.9,9.5
30人以上,"鉱業,採石業,砂利採取業",18,17.9,18,155.5,157.9,147.8,132.6,133.2,130.8,22.9,24.7,17
30人以上,建設業,18.9,19,18.1,165.9,169.2,152.2,143.1,144.5,137.1,22.8,24.7,15.1
30人以上,製造業,18.2,18.4,17.5,151.8,156.2,141,138.6,142,130.3,13.2,14.2,10.7
30人以上,電気・ガス・熱供給・水道業,17.6,17.8,16.7,152.8,155.4,138.8,133.6,135.2,125.3,19.2,20.2,13.5
30人以上,情報通信業,17.7,18,16.8,153.1,158,141.4,135.1,138.5,127,18,19.5,14.4
30人以上,"運輸業,郵便業",18.1,18.8,16.1,158,169.1,127.2,138.6,146.2,117.5,19.4,22.9,9.7
30人以上,"卸売業,小売業",17.3,17.9,16.6,141.3,150.3,128.2,129.9,136.7,120,11.4,13.6,8.2
30人以上,"金融業,保険業",17.3,17.8,16.7,143.3,151.6,134.7,125.5,130.7,120.1,17.8,20.9,14.6
30人以上,"不動産業,物品賃貸業",17.6,18.1,16.9,144,149.7,134,130.8,135.4,122.7,13.2,14.3,11.3
30人以上,"学術研究,専門・技術サービス業",17.9,18.2,17.6,156.3,162.6,148,138,141.4,133.5,18.3,21.2,14.5
30人以上,"宿泊業,飲食サービス業",13.7,14.7,12.7,104.3,120.8,89.7,96.6,109.8,84.9,7.7,11,4.8
30人以上,"生活関連サービス業,娯楽業",14.9,15.9,13.7,115.2,125.7,103.7,107.8,117.3,97.4,7.4,8.4,6.3
30人以上,"教育,学習支援業",14.3,15.4,13.2,113,121.8,104.5,103,112.1,94.2,10,9.7,10.3
30人以上,"医療,福祉",16.4,16.5,16.3,123.6,131.2,120.8,117.3,123.4,115.1,6.3,7.8,5.7
30人以上,複合サービス事業,17.5,17.8,16.8,133.5,141.3,114.3,120.4,126.1,106.4,13.1,15.2,7.9
30人以上,サービス業（他に分類されないもの）,17.2,18,16.5,138.1,151.6,125.2,125.2,133.7,117.1,12.9,17.9,8.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年２月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
