規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,令和４,2022,6月,116,7.5,110.6,94.9,121.7,94.9,106.1,105.6,129.3,99.5,116.4,123.4,254.1,177.8,146.9,103.4,95.2,125
30人以上,令和４,2022,7月,114.3,2.7,113.6,99.1,121.7,93.1,103,102.6,130.4,97.9,117.2,120.7,267.6,169.8,128.6,100,94.4,125
30人以上,令和４,2022,8月,105.9,3.9,110.1,87,114.2,90.3,100.6,95.9,118.5,92.8,112.5,107.6,237.8,141.3,73.5,98.3,67.5,121.9
30人以上,令和４,2022,9月,111.8,4.4,115.7,94,120,97.1,104.9,107.7,123.9,96.4,117.2,112.4,227,174.6,116.3,98.3,89.7,124
30人以上,令和４,2022,10月,117.6,4.9,115.7,101.9,120.8,96.6,109.8,115.9,129.3,99.5,129.7,123.4,227,201.6,134.7,106.8,96,122.9
30人以上,令和４,2022,11月,116.8,1.9,122.2,102.3,122.5,94.3,111,108.2,127.2,99,125.8,122.8,232.4,174.6,124.5,111.9,101.6,127.1
30人以上,令和４,2022,12月,116.8,2.6,111.6,98.1,119.2,84.6,109.8,117.9,128.3,97.4,121.9,119.3,256.8,150.8,128.6,103.4,132.5,125
30人以上,令和５,2023,1月,111.8,2.4,114.1,90.7,101.7,92.6,104.3,100,125,91.3,102.3,113.8,232.4,120.6,165.3,113.6,124.6,132.3
30人以上,令和５,2023,2月,115.1,3,115.7,106,110,109.7,109.8,99.5,123.9,91.3,103.1,126.2,208.1,117.5,204.1,106.8,104,134.4
30人以上,令和５,2023,2月（前年同月比（％））,－,－,-0.4,2.6,-10.2,7.9,2.3,-6.7,1.8,0.6,-11.4,8.2,48.1,-21.2,92.4,10.6,18,8.4
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年２月分,,,,,,,,,,,,,,,,,,,,,
第19表　規模、産業別労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,,,
（令和２年平均＝100）,,,,,,,,,,,,,,,,,,,,,
