規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.4,18.2,16.4,139.4,152.4,123.7,128.1,138,116.1,11.3,14.4,7.6
５人以上,"鉱業,採石業,砂利採取業",18.2,18.3,18,155.1,157.3,148.5,133.6,134.5,130.7,21.5,22.8,17.8
５人以上,建設業,19.4,19.7,18.2,164.7,169.1,147.7,147.9,150.7,137.2,16.8,18.4,10.5
５人以上,製造業,18.8,19.1,18,153.5,159.6,139.9,142.6,147.4,131.8,10.9,12.2,8.1
５人以上,電気・ガス・熱供給・水道業,18.6,18.6,18.5,158.2,160.2,149,140.7,141.5,137,17.5,18.7,12
５人以上,情報通信業,18.5,18.7,18.2,158.1,160.9,151.5,141.5,143.7,136.4,16.6,17.2,15.1
５人以上,"運輸業,郵便業",18.9,19.5,17,161.7,170.9,135,143.3,149.6,125.1,18.4,21.3,9.9
５人以上,"卸売業,小売業",17.6,18.4,16.7,138.8,151.1,124.6,129.8,139.7,118.5,9,11.4,6.1
５人以上,"金融業,保険業",18.1,18.7,17.6,148.4,158.9,138.3,132.7,139.7,126,15.7,19.2,12.3
５人以上,"不動産業,物品賃貸業",18.4,18.7,17.8,149.1,154.6,139.5,137.1,141.1,130.1,12,13.5,9.4
５人以上,"学術研究,専門・技術サービス業",18.4,18.8,17.9,157.3,165.3,146.5,141.6,146.7,134.6,15.7,18.6,11.9
５人以上,"宿泊業,飲食サービス業",12.7,14.2,11.7,90.6,110.5,76.1,84.7,101.3,72.7,5.9,9.2,3.4
５人以上,"生活関連サービス業,娯楽業",16.5,17.6,15.5,124.6,137.3,113.7,118.1,129.2,108.6,6.5,8.1,5.1
５人以上,"教育,学習支援業",15.3,15.9,14.8,113.5,120.3,107.1,106,112.1,100.3,7.5,8.2,6.8
５人以上,"医療,福祉",16.3,16.3,16.3,123,129.6,120.7,116.9,121.7,115.2,6.1,7.9,5.5
５人以上,複合サービス事業,18.1,18.5,17.5,146.3,155.4,132.1,134.4,139.7,126.2,11.9,15.7,5.9
５人以上,サービス業（他に分類されないもの）,18,18.6,17.3,144.7,157.4,130.9,132.6,141,123.5,12.1,16.4,7.4
30人以上,調査産業計,17.8,18.3,17.1,146.2,155.7,133.2,132.9,139.7,123.6,13.3,16,9.6
30人以上,"鉱業,採石業,砂利採取業",18.2,18.3,18,155.1,157.3,148.5,133.6,134.5,130.7,21.5,22.8,17.8
30人以上,建設業,18.9,19.1,18,162.8,166.2,149.9,143.6,145.4,136.7,19.2,20.8,13.2
30人以上,製造業,18.6,18.8,17.9,155.7,159.6,146,143,146,135.6,12.7,13.6,10.4
30人以上,電気・ガス・熱供給・水道業,18.4,18.5,17.8,158.2,160.5,147.3,139.9,141.1,134.6,18.3,19.4,12.7
30人以上,情報通信業,18.4,18.5,18.2,158,160.5,152,140.7,142.5,136.4,17.3,18,15.6
30人以上,"運輸業,郵便業",18.8,19.5,16.9,161.3,170.7,136.4,142.5,148.8,125.7,18.8,21.9,10.7
30人以上,"卸売業,小売業",17.8,18.2,17.3,145.1,153,133.7,134,139.9,125.6,11.1,13.1,8.1
30人以上,"金融業,保険業",18.2,18.8,17.7,150.8,159.7,141.5,133,138.9,126.9,17.8,20.8,14.6
30人以上,"不動産業,物品賃貸業",18.5,18.7,18,150.8,155.5,142.6,137,140.3,131.3,13.8,15.2,11.3
30人以上,"学術研究,専門・技術サービス業",18.4,18.6,18.2,159.4,165.3,151.3,142.5,145.8,137.9,16.9,19.5,13.4
30人以上,"宿泊業,飲食サービス業",14.3,15.5,13.3,110.4,127.1,96.1,102.8,116.5,91,7.6,10.6,5.1
30人以上,"生活関連サービス業,娯楽業",16,17.1,14.8,119.6,133.2,106.1,111.1,123.8,98.4,8.5,9.4,7.7
30人以上,"教育,学習支援業",15.9,16.4,15.3,120.4,127.5,113.1,111.8,118.5,105,8.6,9,8.1
30人以上,"医療,福祉",16.9,16.7,16.9,129.5,134.2,127.3,122,125.3,120.5,7.5,8.9,6.8
30人以上,複合サービス事業,18.7,18.8,18.2,151.2,159.1,131.7,134.6,139.6,122.3,16.6,19.5,9.4
30人以上,サービス業（他に分類されないもの）,17.9,18.6,17.3,145.6,159.2,131.9,133.3,142.2,124.3,12.3,17,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年９月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
