規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8109951,4436681,3673270,156647,74473,82174,139047,63036,76011,8127551,4448118,3679433,24.2,14,36.6
５人以上,"鉱業,採石業,砂利採取業",1274,951,323,26,21,5,20,15,5,1280,957,323,－,－,－
５人以上,建設業,409090,326059,83031,4249,3227,1022,3747,2950,797,409592,326336,83256,3.2,2,7.9
５人以上,製造業,477055,329791,147264,4268,2556,1712,3985,2472,1513,477338,329875,147463,8.6,3.3,20.6
５人以上,電気・ガス・熱供給・水道業,22965,18766,4199,193,171,22,159,143,16,22999,18794,4205,1.7,1.8,1.4
５人以上,情報通信業,899969,629757,270212,10404,6140,4264,10393,5232,5161,899980,630665,269315,4.4,1.4,11.2
５人以上,"運輸業,郵便業",408931,302787,106144,4654,2476,2178,5799,2446,3353,407786,302817,104969,10.7,8.9,15.8
５人以上,"卸売業,小売業",1673608,895850,777758,24772,13000,11772,26629,11526,15103,1671751,897324,774427,24.5,12.8,38.1
５人以上,"金融業,保険業",396330,193210,203120,2701,1806,895,3962,2425,1537,395069,192591,202478,7.1,1.6,12.4
５人以上,"不動産業,物品賃貸業",260463,166132,94331,3134,1614,1520,2708,1333,1375,260889,166413,94476,14.2,11.3,19.2
５人以上,"学術研究,専門・技術サービス業",438398,252017,186381,7887,4432,3455,5042,2127,2915,441243,254322,186921,8.4,4.4,13.8
５人以上,"宿泊業,飲食サービス業",710642,299956,410686,40441,16554,23887,30643,14878,15765,720440,301632,418808,74.9,61,84.9
５人以上,"生活関連サービス業,娯楽業",232441,106692,125749,3884,2567,1317,4395,1260,3135,231930,107999,123931,36.6,30.8,41.6
５人以上,"教育,学習支援業",398050,193085,204965,11776,6015,5761,7836,4024,3812,401990,195076,206914,37.6,29,45.7
５人以上,"医療,福祉",809694,215060,594634,13789,4174,9615,15985,3821,12164,807498,215413,592085,34.7,29.8,36.5
５人以上,複合サービス事業,27386,16631,10755,288,79,209,215,107,108,27459,16603,10856,18.9,11.5,30
５人以上,サービス業（他に分類されないもの）,943655,489937,453718,24181,9641,14540,17529,8277,9252,950307,491301,459006,27.3,16.6,38.7
30人以上,調査産業計,5688381,3286228,2402153,89459,42597,46862,83992,40667,43325,5693848,3288158,2405690,16.7,9,27.3
30人以上,"鉱業,採石業,砂利採取業",1274,951,323,26,21,5,20,15,5,1280,957,323,－,－,－
30人以上,建設業,271473,213676,57797,2291,1842,449,2412,1878,534,271352,213640,57712,1.5,0.8,4.1
30人以上,製造業,346199,245945,100254,2331,1352,979,2214,1543,671,346316,245754,100562,5.5,1.9,14.2
30人以上,電気・ガス・熱供給・水道業,17630,14536,3094,107,85,22,73,57,16,17664,14564,3100,1.8,1.8,1.9
30人以上,情報通信業,810241,571972,238269,7919,4068,3851,8088,4774,3314,810072,571266,238806,4.3,1.3,11.7
30人以上,"運輸業,郵便業",341933,247705,94228,4215,2343,1872,4937,1811,3126,341211,248237,92974,8.6,7.2,12.5
30人以上,"卸売業,小売業",1071706,628890,442816,10545,5600,4945,12363,5491,6872,1069888,628999,440889,15.8,7.7,27.3
30人以上,"金融業,保険業",325734,165174,160560,2505,1610,895,2926,1522,1404,325313,165262,160051,6.3,1.6,11.2
30人以上,"不動産業,物品賃貸業",183967,116617,67350,2278,1399,879,1756,1055,701,184489,116961,67528,9.9,8.4,12.5
30人以上,"学術研究,専門・技術サービス業",324801,188866,135935,7007,3864,3143,3646,1611,2035,328162,191119,137043,4.6,2.1,8.1
30人以上,"宿泊業,飲食サービス業",228453,107108,121345,12046,4309,7737,10439,6374,4065,230060,105043,125017,60.3,44.2,73.8
30人以上,"生活関連サービス業,娯楽業",120041,59939,60102,1271,622,649,2343,1009,1334,118969,59552,59417,33.1,25.7,40.5
30人以上,"教育,学習支援業",299814,151453,148361,8200,5157,3043,6572,3916,2656,301442,152694,148748,30.7,22.2,39.5
30人以上,"医療,福祉",519547,154489,365058,7500,2718,4782,10853,2724,8129,516194,154483,361711,28.5,24.4,30.3
30人以上,複合サービス事業,16815,11929,4886,81,49,32,83,60,23,16813,11918,4895,19.1,14.7,30
30人以上,サービス業（他に分類されないもの）,808753,406978,401775,21137,7558,13579,15267,6827,8440,814623,407709,406914,27.2,15.8,38.7
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年９月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
