規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6081304,97339,96296,6084258,2048100,89557,68506,2067240
５人以上,"鉱業,採石業,砂利採取業",1280,28,27,1281,－,0,0,－
５人以上,建設業,395704,6678,5570,396929,13888,325,33,14063
５人以上,製造業,439747,6518,4475,441905,39444,370,392,39307
５人以上,電気・ガス・熱供給・水道業,22602,97,72,22628,397,0,5,391
５人以上,情報通信業,851545,8779,9997,850355,48435,1377,1469,48315
５人以上,"運輸業,郵便業",365416,8845,5434,368827,42370,1425,689,43106
５人以上,"卸売業,小売業",1251772,15363,17051,1251737,419979,14006,7902,424430
５人以上,"金融業,保険業",367590,5819,7374,366032,27479,240,422,27300
５人以上,"不動産業,物品賃貸業",224645,4073,4032,224685,36244,339,1866,34718
５人以上,"学術研究,専門・技術サービス業",404085,7983,6510,405554,37158,2288,1060,38390
５人以上,"宿泊業,飲食サービス業",190459,6225,8740,188229,529981,41145,25795,545046
５人以上,"生活関連サービス業,娯楽業",144987,2355,3279,144066,86943,2167,2094,87013
５人以上,"教育,学習支援業",250658,1703,2058,250303,151332,9550,4843,156039
５人以上,"医療,福祉",461009,6806,7962,460167,346489,9769,16094,339850
５人以上,複合サービス事業,22323,185,219,22290,5136,58,143,5050
５人以上,サービス業（他に分類されないもの）,687482,15882,13496,689270,262825,6498,5699,264222
30人以上,調査産業計,4676702,73067,70787,4677588,1018999,40554,32462,1028485
30人以上,"鉱業,採石業,砂利採取業",1280,28,27,1281,－,0,0,－
30人以上,建設業,267298,4637,4015,267921,4054,119,33,4139
30人以上,製造業,329211,4393,3436,330170,18958,179,107,19028
30人以上,電気・ガス・熱供給・水道業,17348,97,72,17374,316,0,5,310
30人以上,情報通信業,768339,7872,9386,766853,41733,869,1073,41501
30人以上,"運輸業,郵便業",309815,8314,5073,313056,31396,459,689,31166
30人以上,"卸売業,小売業",902014,10159,12652,899154,167874,4580,2931,169890
30人以上,"金融業,保険業",305983,4857,6094,304742,19330,240,422,19152
30人以上,"不動産業,物品賃貸業",166686,2549,2238,166996,17803,339,185,17958
30人以上,"学術研究,専門・技術サービス業",313207,6125,5192,314137,14955,842,411,15389
30人以上,"宿泊業,飲食サービス業",98043,1995,1252,98534,132017,13326,5034,140561
30人以上,"生活関連サービス業,娯楽業",82015,1642,1866,81794,36954,748,970,36729
30人以上,"教育,学習支援業",205720,1703,2058,205365,95722,8041,3478,100285
30人以上,"医療,福祉",303255,4363,5233,302347,212939,5138,12515,205600
30人以上,複合サービス事業,13742,44,130,13657,3071,58,17,3111
30人以上,サービス業（他に分類されないもの）,592746,14289,12063,594207,221877,5616,4592,223666
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年10月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
