規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8184020,4454624,3729396,118720,53728,64992,109592,50321,59271,8193148,4458031,3735117,24.9,14.8,36.9
５人以上,"鉱業,採石業,砂利採取業",1293,968,325,21,16,5,15,10,5,1299,974,325,0,0,0
５人以上,建設業,411569,322879,88690,2448,1958,490,3312,3002,310,410705,321835,88870,4.2,1.7,13.1
５人以上,製造業,487747,334697,153050,3559,2734,825,3315,1765,1550,487991,335666,152325,8.5,3.4,19.6
５人以上,電気・ガス・熱供給・水道業,23003,18801,4202,171,137,34,53,44,9,23121,18894,4227,1.7,1.8,1.5
５人以上,情報通信業,912327,629963,282364,6369,3779,2590,6504,4221,2283,912192,629521,282671,5.3,1.9,12.9
５人以上,"運輸業,郵便業",411889,303382,108507,3839,2192,1647,4583,2475,2108,411145,303099,108046,10.9,8.7,16.9
５人以上,"卸売業,小売業",1679885,910353,769532,19318,7474,11844,19516,9574,9942,1679687,908253,771434,25.7,13.8,39.6
５人以上,"金融業,保険業",391918,188508,203410,2376,1273,1103,2785,1337,1448,391509,188444,203065,6.9,1.6,11.8
５人以上,"不動産業,物品賃貸業",259917,166787,93130,1434,950,484,2299,1140,1159,259052,166597,92455,13.1,10.3,18
５人以上,"学術研究,専門・技術サービス業",445664,250518,195146,5198,2559,2639,4303,1712,2591,446559,251365,195194,8.9,5,13.9
５人以上,"宿泊業,飲食サービス業",734845,312641,422204,30544,12804,17740,28122,11580,16542,737267,313865,423402,75.6,62.2,85.6
５人以上,"生活関連サービス業,娯楽業",234422,112898,121524,6273,2957,3316,5367,2177,3190,235328,113678,121650,38.8,34.7,42.6
５人以上,"教育,学習支援業",407154,192045,215109,6628,2181,4447,3951,1645,2306,409831,192581,217250,38.1,31.2,44.2
５人以上,"医療,福祉",802142,215875,586267,9331,4007,5324,9503,2865,6638,801970,217017,584953,34.3,30.3,35.9
５人以上,複合サービス事業,27286,16597,10689,54,47,7,148,74,74,27192,16570,10622,20,12.5,31.8
５人以上,サービス業（他に分類されないもの）,952959,477712,475247,21157,8660,12497,15816,6700,9116,958300,479672,478628,28,17.2,38.9
30人以上,調査産業計,5725672,3280145,2445527,70557,32672,37885,64275,31187,33088,5731954,3281630,2450324,17.2,9.5,27.6
30人以上,"鉱業,採石業,砂利採取業",1293,968,325,21,16,5,15,10,5,1299,974,325,0,0,0
30人以上,建設業,272304,213513,58791,1464,974,490,2118,1808,310,271650,212679,58971,2.5,0.6,9.6
30人以上,製造業,354971,249059,105912,2021,1306,715,2028,1238,790,354964,249127,105837,5.6,2,14.1
30人以上,電気・ガス・熱供給・水道業,17668,14571,3097,171,137,34,53,44,9,17786,14664,3122,1.8,1.7,2
30人以上,情報通信業,821167,569510,251657,4932,3167,1765,5606,3542,2064,820493,569135,251358,5.2,1.6,13.3
30人以上,"運輸業,郵便業",343886,249839,94047,3305,2192,1113,3994,1886,2108,343197,250145,93052,9,7.2,13.8
30人以上,"卸売業,小売業",1067669,629352,438317,10083,4232,5851,10890,5706,5184,1066862,627878,438984,16.5,8,28.6
30人以上,"金融業,保険業",322867,161744,161123,1894,1095,799,2300,1166,1134,322461,161673,160788,6,1.7,10.4
30人以上,"不動産業,物品賃貸業",185749,118500,67249,1295,811,484,1120,596,524,185924,118715,67209,9.4,8.2,11.7
30人以上,"学術研究,専門・技術サービス業",330274,189117,141157,4009,1660,2349,3633,1626,2007,330650,189151,141499,4.1,1.9,7.1
30人以上,"宿泊業,飲食サービス業",239837,114267,125570,9913,4330,5583,8396,3177,5219,241354,115420,125934,60,44.9,73.9
30人以上,"生活関連サービス業,娯楽業",118667,61666,57001,1995,952,1043,2513,1268,1245,118149,61350,56799,30.8,25.9,36
30人以上,"教育,学習支援業",307854,152357,155497,4905,1560,3345,2541,1276,1265,310218,152641,157577,32.6,26.3,38.7
30人以上,"医療,福祉",508313,151455,356858,6137,3095,3042,4912,1783,3129,509538,152767,356771,28.8,25,30.4
30人以上,複合サービス事業,16714,11959,4755,54,47,7,94,74,20,16674,11932,4742,20.9,16.1,32.9
30人以上,サービス業（他に分類されないもの）,816439,392268,424171,18358,7098,11260,14062,5987,8075,820735,393379,427356,27.9,16.4,38.6
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年12月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
