事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,平成30,2018,年平均,413275,508281,284286,327195,396642,232907,305852,21343,86080,111639,51379
５人以上,TL 調査産業計,平成31・令和元,2019,年平均,414622,512436,283337,328799,400237,232916,306124,22675,85823,112199,50421
５人以上,TL 調査産業計,令和２,2020,年平均,408589,501609,282969,327112,395910,234203,306261,20851,81477,105699,48766
５人以上,TL 調査産業計,令和３,2021,年平均,412797,504714,291341,331358,398960,242032,309193,22165,81439,105754,49309
５人以上,TL 調査産業計,令和４,2022,年平均,424429,523864,298909,336842,407872,247178,313426,23416,87587,115992,51731
５人以上,TL 調査産業計,令和５,2023,年平均,432475,534309,309026,344041,418078,254289,320178,23863,88434,116231,54737
５人以上,TL 調査産業計,令和５,2023,1月,353298,430764,257841,337787,410872,247729,314749,23038,15511,19892,10112
５人以上,TL 調査産業計,令和５,2023,2月,346017,422313,253327,335606,408991,246453,312667,22939,10411,13322,6874
５人以上,TL 調査産業計,令和５,2023,3月,390249,479995,279720,344651,417775,254593,319989,24662,45598,62220,25127
５人以上,TL 調査産業計,令和５,2023,4月,375459,457707,275516,349753,424006,259525,324486,25267,25706,33701,15991
５人以上,TL 調査産業計,令和５,2023,5月,374198,457590,273073,344243,417314,255634,320409,23834,29955,40276,17439
５人以上,TL 調査産業計,令和５,2023,6月,666809,836347,458790,345211,416631,257581,321350,23861,321598,419716,201209
５人以上,TL 調査産業計,令和５,2023,7月,471239,590203,328201,345248,420000,255369,321162,24086,125991,170203,72832
５人以上,TL 調査産業計,令和５,2023,8月,354679,431502,261701,344027,417714,254845,320658,23369,10652,13788,6856
５人以上,TL 調査産業計,令和５,2023,9月,363291,444147,265586,345180,419720,255107,322204,22976,18111,24427,10479
５人以上,TL 調査産業計,令和５,2023,10月,356965,436403,261473,343376,419033,252430,320014,23362,13589,17370,9043
