規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1161348,1395825,814901,449663,524105,339672,412472,37191,711685,871720,475229
100～499人,881794,1093376,596832,389361,460808,293135,360206,29155,492433,632568,303697
100人以上,1018143,1243797,700243,418772,492288,315204,385698,33074,599371,751509,385039
30～99人,679357,834253,492340,324475,384661,251809,303258,21217,354882,449592,240531
５～29人,413744,551415,287745,248435,317986,184781,236058,12377,165309,233429,102964
30人以上,909435,1118288,629515,388515,459305,293637,359245,29270,520920,658983,335878
５人以上,760534,968764,511907,346436,422029,256178,322241,24195,414098,546735,255729
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年12月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
