規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,517550,483032,443805,39227,34518,153040,151189,143940,7249,1851
100～499人,452331,429715,397345,32370,22616,158607,156796,150734,6062,1811
100人以上,485328,456690,420851,35839,28638,156464,154638,148119,6519,1826
30～99人,403940,387349,361925,25424,16591,116254,115708,111657,4051,546
５～29人,375888,357227,340382,16845,18661,97226,96693,94501,2192,533
30人以上,461214,436146,403393,32753,25068,138687,137427,131999,5428,1260
５人以上,441575,417981,388889,29092,23594,117321,116435,112675,3760,886
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年９月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
