規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.1,17.9,16.1,137.1,149.4,122.2,126.2,135.4,115,10.9,14,7.2
５人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.6,166.1,168.7,158.6,145.8,147,142.3,20.3,21.7,16.3
５人以上,建設業,18.2,18.5,16.9,154.1,158.9,136.6,138,140.9,127.2,16.1,18,9.4
５人以上,製造業,17.6,17.9,16.9,144.8,150.2,133,134.5,138.9,125,10.3,11.3,8
５人以上,電気・ガス・熱供給・水道業,19.5,19.5,19.2,164.8,167.1,155,147.9,148.8,144.1,16.9,18.3,10.9
５人以上,情報通信業,18.5,18.8,17.7,157.7,162.4,147.5,142,145.3,134.8,15.7,17.1,12.7
５人以上,"運輸業,郵便業",18.9,19.4,17.3,164.6,174.1,136.9,144,150,126.6,20.6,24.1,10.3
５人以上,"卸売業,小売業",17.3,17.9,16.6,136.6,147.6,123.4,127.9,136.5,117.5,8.7,11.1,5.9
５人以上,"金融業,保険業",17.8,18.6,17,145.2,157.8,133.6,130.9,140,122.5,14.3,17.8,11.1
５人以上,"不動産業,物品賃貸業",18,18.4,17.3,145.9,151.8,135.6,133.8,138.2,126.1,12.1,13.6,9.5
５人以上,"学術研究,専門・技術サービス業",18.3,18.6,17.9,158.3,165,148.8,142.5,146.8,136.4,15.8,18.2,12.4
５人以上,"宿泊業,飲食サービス業",12.9,14.5,11.7,92.5,113.9,76.7,86.3,104.1,73.1,6.2,9.8,3.6
５人以上,"生活関連サービス業,娯楽業",16.7,17.5,16.1,127,136.2,118.7,121.1,128.9,114.1,5.9,7.3,4.6
５人以上,"教育,学習支援業",13.1,14,12.3,95.4,104.2,87,90.7,98.9,82.9,4.7,5.3,4.1
５人以上,"医療,福祉",16.4,16.5,16.3,125.3,129.7,123.7,118.9,121.9,117.8,6.4,7.8,5.9
５人以上,複合サービス事業,18.7,19,18.3,147.9,154.8,137.2,139.4,143.9,132.5,8.5,10.9,4.7
５人以上,サービス業（他に分類されないもの）,18,18.5,17.5,142.3,153.2,131.1,131,138,123.8,11.3,15.2,7.3
30人以上,調査産業計,17.6,18.1,16.8,144.2,153.4,131.7,131.5,138,122.7,12.7,15.4,9
30人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.6,166.1,168.7,158.6,145.8,147,142.3,20.3,21.7,16.3
30人以上,建設業,17.8,18.1,16.9,152.6,156.5,138.9,134.9,137,127.5,17.7,19.5,11.4
30人以上,製造業,17.7,18,17,148.4,152.7,138.6,136.5,139.9,128.7,11.9,12.8,9.9
30人以上,電気・ガス・熱供給・水道業,19.8,19.8,19.5,167.4,169,159.5,150.4,151,147.5,17,18,12
30人以上,情報通信業,18.4,18.7,17.7,158,162.4,148.1,141.6,144.6,134.9,16.4,17.8,13.2
30人以上,"運輸業,郵便業",18.9,19.4,17.3,165.1,175,137.6,144,150.2,126.9,21.1,24.8,10.7
30人以上,"卸売業,小売業",17.8,18.1,17.3,144.5,152,133.9,133.9,139.4,126.1,10.6,12.6,7.8
30人以上,"金融業,保険業",17.8,18.6,17.1,147,157.8,136.2,130.8,138.6,123,16.2,19.2,13.2
30人以上,"不動産業,物品賃貸業",18.3,18.7,17.8,148.7,153.7,140.2,135.2,138.9,128.9,13.5,14.8,11.3
30人以上,"学術研究,専門・技術サービス業",18.6,18.7,18.4,160.2,164.8,153.6,143.7,146.4,139.9,16.5,18.4,13.7
30人以上,"宿泊業,飲食サービス業",14.4,15.9,13,112.9,132.3,95.6,105.1,121.6,90.4,7.8,10.7,5.2
30人以上,"生活関連サービス業,娯楽業",16.3,17.1,15.6,123.6,134.6,112.6,115.5,125.6,105.4,8.1,9,7.2
30人以上,"教育,学習支援業",13.1,13.8,12.4,97.4,104.8,90,92.2,99.2,85.1,5.2,5.6,4.9
30人以上,"医療,福祉",17.1,17,17.1,133.1,134,132.8,125.4,125.4,125.4,7.7,8.6,7.4
30人以上,複合サービス事業,19.1,19.2,18.9,150,156.5,134.2,138.4,143.1,126.9,11.6,13.4,7.3
30人以上,サービス業（他に分類されないもの）,18,18.6,17.5,143.5,155.1,132.4,131.8,139,124.9,11.7,16.1,7.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年８月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
