"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2024-04-09 13:57:15","みなと図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/01.html","芝地区","","港区芝公園三丁目2番25号","電話番号：03-3437-6621
ファックス番号：03-3437-6627","月曜～土曜：午前9時～午後8時

日曜・祝日・12月28日：午前9時～午後5時","毎月第3木曜（館内整理日）
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","地下鉄都営三田線　御成門駅　A1出口　徒歩1分","都営バス(橋86)(浜95)御成門バス停　徒歩3分
都営バス(浜95)御成門小学校前バス停　徒歩3分

港区コミュニティバス（ちぃばす）
■芝ルート
（新橋駅→みなとパーク芝浦）御成門駅バス停　徒歩2分
（みなとパーク芝浦→新橋駅）御成門駅バス停　徒歩1分
■麻布東ルート
（港区役所北→六本木けやき坂→港区役所北）御成門駅バス停　徒歩1分","","","","","","","","","","","","","35.66002","139.750171",""
"2024-04-09 13:58:08","三田図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/02.html","芝地区","","港区芝五丁目36番4号　札の辻スクエア4階～6階","電話番号：03-3452-4951
ファックス番号：03-3769-2363","月曜～土曜：午前9時～午後8時

日曜・祝日・12月28日：午前9時～午後5時","毎月第3木曜（館内整理日）
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","《地下鉄》都営浅草線・三田線
三田駅A3出口　徒歩5分（エレベーター有）
三田駅A4出口　徒歩4分（エレベーター無）

《JR》山手線・京浜東北線
田町駅三田口（西口）　徒歩4分","《都バス》(田87)田町駅前バス停　徒歩2分

《港区コミュニティバス(ちぃばす)》
(田町ルート)
・六本木ヒルズ→田町駅東口　30.田町駅西口バス停　徒歩2分
・田町駅東口→六本木ヒルズ　3.田町駅前バス停　徒歩2分
(芝ルート)
・新橋駅→みなとパーク芝浦　30.田町駅西口バス停　徒歩2分
・みなとパーク芝浦→新橋駅　3.田町駅前バス停　徒歩2分","","","","","","","","","","","","","35.647149","139.745214",""
"2024-04-09 13:59:04","麻布図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/03.html","芝地区","","港区六本木五丁目12番24号","電話番号：03-3585-9225
ファックス番号：03-3585-9228","月曜～土曜：午前9時～午後8時
日曜・祝日・12月28日：午前9時～午後5時","毎月第3木曜（館内整理日）
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","地下鉄都営大江戸線・東京メトロ南北線　麻布十番駅　7番出口　徒歩2分、5a番出口　徒歩4分","都営バス(都06)(橋86)(反94)(反96)麻布十番駅前バス停　徒歩5分

港区コミュニティバス（ちぃばす）
■麻布西ルート
（広尾駅→広尾駅）麻布十番バス停　徒歩2分
■麻布東ルート
（港区役所北→六本木けやき坂→港区役所北）東麻布三丁目バス停　徒歩7分
■田町ルート
（田町駅東口→六本木ヒルズ）麻布十番バス停　徒歩2分","","","","","","","","","","","","","35.657508","139.735818",""
"2024-04-09 14:00:06","赤坂図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/04.html","赤坂地区","","港区南青山一丁目3番3号　青山一丁目タワー3階","電話番号：03-3408-5090
ファックス番号：03-3475-3918","月曜～土曜：午前9時～午後8時

日曜・祝日・12月28日：午前9時～午後5時","毎月第3木曜（館内整理日）
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","地下鉄都営大江戸線・東京メトロ銀座線・半蔵門線　青山一丁目駅　3番出口　徒歩4分
地下鉄東京メトロ千代田線　乃木坂駅　5番出口　徒歩12分","都営バス(品97)　青山いきいきプラザ入口バス停　徒歩5分

港区コミュニティバス（ちぃばす）
■赤坂ルート
（六本木ヒルズ⇔赤坂）　青山一丁目駅前バス停　徒歩3分、南青山一丁目バス停　徒歩1分　
■青山ルート
（赤坂見附駅→六本木ヒルズ）　青山一丁目駅前バス停　徒歩4分","","","","","","","","","","","","","35.671596","139.725328",""
"2024-04-09 14:01:00","高輪図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/05.html","高輪地区","","港区高輪一丁目16番25号　高輪コミュニティーぷらざ3階","電話番号：03-5421-7617
ファックス番号：03-5421-7619","月曜～土曜：午前9時～午後8時

日曜・祝日・12月28日：午前9時～午後5時","毎月第3木曜（館内整理日）
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","地下鉄都営三田線・東京メトロ南北線　白金高輪駅　1番出口　徒歩1分","都営バス(田87)(反94)白金高輪駅前バス停　徒歩1分

港区コミュニティバス（ちぃばす）
■高輪ルート
（品川駅港南口⇔浅草線三田駅前）高輪地区総合支所前バス停　徒歩1分","","","","","","","","","","","","","35.642079","139.734035",""
"2024-04-09 14:03:55","港南図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/06.html","芝浦港南地区","","港区港南三丁目3番17号　シティハイツ港南1階","電話番号：03-3458-1085
ファックス番号：03-3458-1081","月曜～土曜：午前9時～午後8時

日曜・祝日・12月28日：午前9時～午後5時","毎月第3木曜（館内整理日）
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","JR山手線・京浜東北線　品川駅　港南口　徒歩15分","都営バス(品99)港南中学校前バス停　徒歩2分

港区コミュニティバス（ちぃばす）
■芝浦港南ルート
（田町駅東口⇔品川駅港南口）港南の郷バス停　徒歩1分","","","","","","","","","","","","","35.633141","139.749575",""
"2023-05-16 16:47:32","生涯学習センター（ばるーん）","009011003000","図書館・生涯学習施設","生涯学習施設","https://www.city.minato.tokyo.jp/shisetsu/toshokan/shogaigakushu/01.html","芝地区","","港区新橋三丁目16番3号","電話：03-3431-1606
ファックス：03-3431-1619","月曜から土曜：午前9時から午後9時30分
日曜日：午前9時から午後5時","臨時休館日（毎月第3月曜日）、年末年始（12月29日から1月3日）","","","1.JR新橋駅下車烏森口徒歩3分
2.地下鉄浅草線・銀座線、ゆりかもめ
新橋駅下車JR乗り換え口徒歩4分
3.地下鉄三田線内幸町下車A1出口徒歩10分","港区コミュニティバスちぃばす芝ルート85番「烏森神社」下車徒歩1分","駐輪場のみ若干","","https://www.city.minato.tokyo.jp/shisetsu/toshokan/shogaigakushu/images/barun_1.png","","https://www.city.minato.tokyo.jp/shisetsu/toshokan/shogaigakushu/images/barun.png","生涯学習センター（ばるーん）の地図","","","","","","","35.665603","139.757085",""
"2023-05-16 16:48:01","青山生涯学習館","009011003000","図書館・生涯学習施設","生涯学習施設","https://www.city.minato.tokyo.jp/shisetsu/toshokan/shogaigakushu/02.html","赤坂地区","","港区南青山四丁目19番7号　1階・2階　放課GO→クラブせいなん併設","電話：03-3470-4584
ファックス：03-3470-0856","■学習室
月曜から金曜　午前9時から午後9時30分
土曜　午前9時から午後5時
※上記以外の時間は、ブックポストで本の返却（CD、DVD等は除く。）ができます。
※年末年始を除く日曜日および祝日で学習室の利用申請があった場合、9時から17時のうち申請のあった時間に臨時開館します。詳しくは施設へお問い合わせください。

■図書室
月曜から金曜　午前9時から午後8時30分
土曜　午前9時から午後5時

■子ども図書室
月曜から土曜　午前9時から午後4時30分","日曜、祝日、臨時休館日、年末年始（12月29日から1月3日）","","","地下鉄銀座線・半蔵門線・千代田線
表参道駅下車A4、A5出口徒歩8分","港区コミュニティバスちぃばす青山ルート119番、133番
「青南小学校」下車徒歩3分","","","https://www.city.minato.tokyo.jp/shisetsu/toshokan/shogaigakushu/images/aoyama01.jpg","","","","","","","","","","35.664286","139.716890",""
"2024-04-09 14:01:56","高輪図書館分室","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/07.html","高輪地区","","港区高輪一丁目4番35号　高輪子ども中高生プラザ3階","電話番号：03-3443-1666
ファックス番号：03-3443-1668","午前9時30分～午後8時","毎月第3木曜（館内整理日）
祝日
年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）","","","地下鉄都営三田線・東京メトロ南北線　白金高輪駅　1番出口　徒歩5分","都営バス(田87)(反94)白金高輪駅前バス停　徒歩5分

港区コミュニティバス（ちぃばす）
■高輪ルート
（品川駅港南口⇔浅草線三田駅前）高輪地区総合支所前バス停　徒歩5分","","","","","","","","","","","","","35.642412","139.734855",""
"2024-04-09 14:04:57","台場図書館","009011001000","図書館・生涯学習施設","図書館","https://www.city.minato.tokyo.jp/shisetsu/toshokan/toshokan/08.html","芝浦港南地区","","港区台場一丁目5番1号　台場コミュニティーぷらざ3階","電話番号：03-5500-2356
ファックス番号：03-5500-3081","午前9時～午後8時","年末年始（12月29日～1月3日）
特別整理期間（年間10日以内）
臨時休館日（年間7日間程度）","","","ゆりかもめ　お台場海浜公園駅　徒歩2分","都営バス（海01）お台場海浜公園駅前バス停　徒歩3分
お台場レインボーバス　お台場海浜公園駅前バス停　徒歩3分","","","","","","","","","","","","","35.62996803013082","139.77705273757618",""
