離島振興事業要求箇所別総括表（一括計上外事業）,,,,,,,,,,,,,,
,,,,,,,,,,,,,,(単位：千円）
,,,,,,,,,,,,,,
様式2-2,,,,,,,,,,,,,,
島名,事業項目,箇所名,"施行地
又は
受益地","事業
主体","着工
年度","完了
年度",全体計画,,令和5年度,,,,,事業概要
,,,,,,,事業費,国費,当初,,,,,
,,,,,,,,,事業費,国費,都費,町村費,その他,
三　宅　島,"離島活性化交付金
（流通効率化事業含む）",三宅村,三宅村全域,村,R4,R6,0,0,"3,916","1,958",0,"1,958",,三宅村移住定住推進事業
,,三宅村,港区海岸(竹芝ふ頭）,伊豆諸島地域航路流通効率化事業協議会,R5,R7,0,0,"9,000","4,500",0,"4,500",,伊豆諸島地域航路流通効率化事業
,,離島活性化交付金計,,,,,0,0,"12,916","6,458",0,"6,458",,
,特定有人国境離島地域社会維持推進交付金,,,,,,,,,,,,,
,,三宅島,三宅島全域,村,H30,,0,0,"27,157","13,578",0,"6,789","6,790",雇用機会拡充事業
,,特定有人国境離島地域社会維持推進交付金計,,,,,0,0,"27,157","13,578",0,"6,789","6,790",
,離島漁業再生支援交付金,三宅村,三宅島全域,村,R2,R6,"23,080","11,540","4,616","2,308","1,154","1,154",,都内離島地域において、漁業集落が行う漁場の生産力の向上、新規就業者の確保促進等の対策を支援することにより、漁業の再生を目指す。
,,離島漁業再生支援交付金計,,,,,"23,080","11,540","4,616","2,308","1,154","1,154",,
,医療施設等設備整備費,,,,,,,,,,,,,
,,へき地診療所施設等整備費補助,三宅村,,,,0,0,"12,992","6,495","3,248","3,249",,へき地診療所を運営する町村に対し、施設の整備、または医療機器の整備に要する経費の一部を補助することにより、地域医療の確保と向上に資する。
,,医療施設等設備整備費計,,,,,0,0,"12,992","6,495","3,248","3,249",,
,へき地児童生徒援助費補助金,高度へき地修学旅行費,三宅村,村,R5,R5,"1,956","1,304","1,956","1,304",0,652,,
,,へき地児童生徒援助費補助金計,,,,,"1,956","1,304","1,956","1,304",0,652,,
,農業水路等長寿命化・防災減災事業,笠地,三宅村阿古,村,R5,R5,"10,000","10,000","10,000","10,000",0,0,0,実施計画策定
,,農業水路等長寿命化・防災減災事業計,,,,,"10,000","10,000","10,000","10,000",0,0,0,
,三　宅　島　計,,,,,,"35,036","22,844","69,637","40,143","4,402","18,302","6,790",
