"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","通勤・通学・通所","454","32.6","32.9"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","訓練やリハビリにいく","80","5.7","5.8"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","医療機関の受診","320","23.0","23.2"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","買い物に行く","271","19.4","19.7"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","友人・知人に会う","22","1.6","1.6"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","趣味やスポーツをする","74","5.3","5.4"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","グループ活動に参加する","26","1.9","1.9"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","散歩に行く","83","6.0","6.0"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","その他","49","3.5","3.6"
"202003","外出の機会や日中の活動について","Q4. あなたは、どのような目的で外出することが多いですか。（○は１つ）","無回答","15","1.1",

"港区保健福祉基礎調査（身体障害者）・単純集計表・外出の機会や日中の活動についてQ4","Ver202003",,,,,
