"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","町会・自治会が中心となって住民相互の交流活動を進める","1015","49.1","55.4"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","自ら進んで日頃から住民相互のつながりを持つよう心がける","540","26.1","29.5"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","ボランティアやＮＰＯの活動を盛んにする","213","10.3","11.6"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","地域の人が気軽に集まれる場所をつくる","624","30.2","34.1"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","社会福祉協議会において地域活動をする上での相談体制や地域活動への支援を充実させていく","348","16.8","19.0"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","行政において地域活動をする上での相談体制や地域活動への支援を充実させていく","451","21.8","24.6"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","特に取組は必要だとは思わない","186","9.0","10.2"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","その他","67","3.2","3.7"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","無回答","237","11.5",

"港区保健福祉基礎調査（高齢者）・単純集計表・地域の支え合いについてQ39-1","Ver202003",,,,,
