年度平均(平成),Fiscal year average,地域階層,地域コード,地域,District,被保護世帯数 Households assisted 1),生活扶助 Livelihood assistance,住宅扶助 Housing assistance,教育扶助 Education assistance,介護扶助 LTC assistance,医療扶助 Medical assistance,出産扶助 Maternity assistance,生業扶助 Occupational assistance,葬祭扶助 Funeral assistance,被保護人員数 Persons assisted(人 persons)
25,2013,0,13000,総数,Tokyo-to,225222,198888,199221,11656,35308,190800,7,5920,600,293106
26,2014,0,13000,総数,Tokyo-to,228604,202237,202822,11320,37642,194753,8,5836,581,294877
27,2015,0,13000,総数,Tokyo-to,231184,203003,205486,10817,39701,197454,6,5680,577,295176
28,2016,0,13000,総数,Tokyo-to,232042,203562,206968,10260,41900,198906,5,5561,572,293066
29,2017,0,13000,総数,Tokyo-to,232949,204021,208090,9578,44342,200759,6,5464,566,291644
29,2017,1,13100,区部,All ku,174966,153850,157246,6525,33613,150595,5,3813,439,215387
29,2017,2,13101,千代田区,Chiyoda-ku,579,447,425,5,113,516,-,8,2,631
29,2017,2,13102,中央区,Chuo-ku,978,802,803,20,207,816,0,11,4,1124
29,2017,2,13103,港区,Minato-ku,1920,1670,1645,64,433,1654,0,33,3,2268
29,2017,2,13104,新宿区,Shinjuku-ku,9016,7937,7779,182,1392,7429,1,101,29,10319
29,2017,2,13105,文京区,Bunkyo-ku,2072,1761,1806,37,435,1719,0,24,5,2352
29,2017,2,13106,台東区,Taito-ku,8074,7048,6948,90,1293,6512,1,52,31,8735
29,2017,2,13107,墨田区,Sumida-ku,6587,6019,6018,251,1536,6165,0,162,22,8135
29,2017,2,13108,江東区,Koto-ku,7790,7006,6990,290,1599,6771,0,174,29,9885
29,2017,2,13109,品川区,Shinagawa-ku,4828,4122,4269,106,1080,4204,0,78,18,5681
29,2017,2,13110,目黒区,Meguro-ku,2483,2129,2132,50,524,2306,-,34,4,2901
29,2017,2,13111,大田区,Ota-ku,13584,11688,12332,531,2886,12488,1,296,29,16650
29,2017,2,13112,世田谷区,Setagaya-ku,8771,7655,7925,255,1711,6635,0,159,23,10230
29,2017,2,13113,渋谷区,Shibuya-ku,2909,2528,2519,44,550,2278,0,28,4,3238
29,2017,2,13114,中野区,Nakano-ku,6699,6045,6167,132,1122,6103,-,80,9,7599
29,2017,2,13115,杉並区,Suginami-ku,6604,5836,5988,134,1239,6182,0,72,8,7602
29,2017,2,13116,豊島区,Toshima-ku,6234,5364,5532,80,1112,5725,0,50,11,6965
29,2017,2,13117,北区,Kita-ku,7880,6918,7151,194,1789,7026,0,132,24,9525
29,2017,2,13118,荒川区,Arakawa-ku,5378,4825,4885,186,1056,4684,0,85,23,6477
29,2017,2,13119,板橋区,Itabashi-ku,14174,12179,12741,742,2377,11600,0,414,47,18445
29,2017,2,13120,練馬区,Nerima-ku,13281,11710,12130,631,2661,10530,0,496,13,17054
29,2017,2,13121,足立区,Adachi-ku,18814,16775,16948,1008,3689,15577,0,460,26,24808
29,2017,2,13122,葛飾区,Katsushika-ku,10680,9251,9539,480,2238,9089,0,273,27,13805
29,2017,2,13123,江戸川区,Edogawa-ku,15632,14135,14575,1014,2570,14587,-,591,50,20960
29,2017,1,13200,市部,All shi,56861,49262,50083,3000,10481,49162,1,1620,127,74745
29,2017,2,13201,八王子市,Hachioji-shi,7566,6431,6430,372,1358,6002,0,194,20,9836
29,2017,2,13202,立川市,Tachikawa-shi,3867,3385,3512,181,794,3531,0,85,8,5027
29,2017,2,13203,武蔵野市,Musashino-shi,1623,1482,1436,41,269,1550,-,17,4,1856
29,2017,2,13204,三鷹市,Mitaka-shi,2664,2301,2361,89,484,2561,-,62,3,3303
29,2017,2,13205,青梅市,Ome-shi,2082,1776,1694,158,322,1542,-,57,3,2874
29,2017,2,13206,府中市,Fuchu-shi,4019,3590,3623,244,710,3823,0,145,11,5330
29,2017,2,13207,昭島市,Akishima-shi,1807,1534,1551,92,414,1514,0,60,6,2357
29,2017,2,13208,調布市,Chofu-shi,2482,2104,2174,75,435,2324,-,25,3,3041
29,2017,2,13209,町田市,Machida-shi,5605,4824,5049,399,993,4524,0,235,14,7834
29,2017,2,13210,小金井市,Koganei-shi,1489,1266,1323,25,211,1074,-,24,4,1704
29,2017,2,13211,小平市,Kodaira-shi,2463,2228,2189,154,468,2401,-,82,7,3290
29,2017,2,13212,日野市,Hino-shi,1910,1719,1677,89,382,1785,0,54,6,2498
29,2017,2,13213,東村山市,Higashimurayama-shi,2583,2237,2225,135,456,1968,-,87,7,3403
29,2017,2,13214,国分寺市,Kokubunji-shi,970,837,834,37,166,753,0,10,3,1163
29,2017,2,13215,国立市,Kunitachi-shi,896,771,799,32,147,798,-,19,1,1128
29,2017,2,13218,福生市,Fussa-shi,921,790,817,35,208,833,-,19,2,1162
29,2017,2,13219,狛江市,Komae-shi,947,816,849,21,224,856,-,14,1,1127
29,2017,2,13220,東大和市,Higashiyamato-shi,1337,1154,1178,97,274,1164,0,59,1,1918
29,2017,2,13221,清瀬市,Kiyose-shi,1666,1451,1496,92,345,1496,-,45,5,2279
29,2017,2,13222,東久留米市,Higashikurume-shi,1676,1488,1517,122,326,1425,-,69,2,2308
29,2017,2,13223,武蔵村山市,Musashimurayama-shi,1210,1055,1088,77,225,1007,-,35,4,1715
29,2017,2,13224,多摩市,Tama-shi,1877,1588,1674,121,295,1661,-,66,3,2571
29,2017,2,13225,稲城市,Inagi-shi,877,762,784,48,153,696,-,29,4,1195
29,2017,2,13227,羽村市,Hamura-shi,584,476,513,31,90,517,-,15,1,780
29,2017,2,13228,あきる野市,Akiruno-shi,694,546,555,58,131,592,-,20,1,976
29,2017,2,13229,西東京市,Nishitokyo-shi,3047,2653,2734,176,605,2766,0,93,4,4072
29,2017,1,13300,郡部,All gun,677,542,497,47,127,604,-,23,0,989
29,2017,1,13350,島部,All islands,444,368,264,6,121,398,-,7,0,524
,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,
18-2  地域別被保護世帯数（平成25～29年度 年度平均） 18-2  HOUSEHOLDS ASSISTED BY DISTRICT ( Annual Averages of Fiscal Years 2013-2017 ),,,,,,,,,,,,,,,
この数字は各地区別に平均し、集計した数字なので総数とは必ずしも一致しない。,,,,,,,,,,,,,,,
Figures are averaged by district and so may not add up to the totals provided.,,,,,,,,,,,,,,,
注 1) 「被保護世帯数」には保護停止中の世帯，「被保護人員数」には保護停止中の人員を含む。,,,,,,,,,,,,,,,
"Note: 1) The numbers of ""Households assisted"" and ""Persons assisted"" include households/persons for whom welfare benefits are currently discontinued.",,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG ,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,
（単位　世帯）(Value in households),,,,,,,,,,,,,,,
