都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,所在地,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考,入所可能最小月齢,0歳,1歳,2歳,3歳,4歳,5歳,計,類型,延長保育開始時間,延長保育終了時間,緊急一時保育,一時保育,設置者,運営者
131105,1,東京都,目黒区,学栄ナーサリー　目黒青葉台保育園,ガクエイナーサリー　メグロアオバダイホイクエン,,1402a,東京都目黒区青葉台三丁目10番9号,,35.650818667,139.690033753,03-5459-1317,,1.0132E+12,株式会社学栄,,7:15,18:30,月曜日~土曜日,,,https://gakuei-n.com/location.html,,90日目,6,6,7,,,,19,A型,7:00/18:30,7:30/20:00,無,無,,株式会社学栄
131105,2,東京都,目黒区,ビーフェア目黒保育園,ビーフェアメグロホイクエン,,1402a,東京都目黒区目黒二丁目12番16号,,35.634884797,139.70735945,03-6712-2768,,7.0127E+12,ビーフェア株式会社,,7:15,18:15,月曜日~土曜日,,,https://bflove.com/hoikuen/meguro.html,,90日目,6,7,6,,,,19,A型,18:15,19:15,無,無,,ビーフェア株式会社
131105,3,東京都,目黒区,不動さつき保育園,フドウサツキホイクエン,,1402a,東京都目黒区下目黒五丁目18番4号注記1,,35.630304328,139.702387011,03-6303-0972,,1.03001E+12,社会福祉法人さつき会,,7:30,18:30,月曜日~土曜日,,,https://www.fudou-satuki.com/,,90日目,6,6,7,,,,19,A型,18:30,19:30,無,無,,社会福祉法人さつき会
131105,4,東京都,目黒区,ビーフェア中町保育園,ビーフェアナカマチホイクエン,,1402a,東京都目黒区中町一丁目25番16号,,35.629601047,139.698359306,03-5722-1551,,7.0127E+12,ビーフェア株式会社,,7:15,18:15,月曜日~土曜日,,,https://bflove.com/hoikuen/nakacho.html,,90日目,6,6,7,,,,19,A型,18:15,19:15,無,無,,ビーフェア株式会社
131105,5,東京都,目黒区,保育ルーム　目黒本町,ホイクルーム　メグロホンチョウ,,1402a,東京都目黒区目黒本町六丁目13番20号,,35.621446606,139.69517445,03-5725-3521,,3.18001E+12,社会福祉法人中日会,,7:15,18:15,月曜日~土曜日,,,http://www.sky-nursery.org/megurohoncho/,,90日目,6,6,7,,,,19,A型,18:15,19:15,無,無,,社会福祉法人中日会
131105,6,東京都,目黒区,ベイビーワン,ベイビーワン,,1402a,東京都目黒区鷹番一丁目15番3号,,35.625749161,139.685987992,03-3713-8000,,8.011E+12,株式会社ベイビーワン,,7:30,18:30,月曜日~土曜日,,,https://babyone.webnode.jp/,,90日目,7,6,6,,,,19,A型,18:30,19:30,無,無,,株式会社ベイビーワン
131105,7,東京都,目黒区,BUNBUN　GARDEN　学芸大学園,ブンブン　ガーデン　ガクゲイダイガクエン,,1402a,東京都目黒区鷹番三丁目14番4号,,35.629675203,139.684378592,03-6412-8332,,1.0132E+12,株式会社アザース,,7:30,18:30,月曜日~土曜日,,,http://bunbun-kids.jp/,,90日目,2,5,5,,,,12,A型,18:30,19:30,無,無,,株式会社アザース
131105,8,東京都,目黒区,マザーグース都立大学園,マザーグーストリツダイガクエン,,1402a,東京都目黒区平町一丁目26番18号,,35.617667514,139.676533028,03-5726-9652,,5.021E+12,株式会社マザーグース,,7:15,18:15,月曜日~土曜日,,,https://mothergoose.jp/company/44/,,90日目,5,7,7,,,,19,A型,18:15,20:00,無,無,,有限会社マザーグース
131105,9,東京都,目黒区,ウィズブック保育園大岡山,ウィズブックホイクエンオオオカヤマ,,1402a,東京都目黒区大岡山二丁目2番14号,,35.608166053,139.684353908,03-6386-5044,,2.0109E+12,株式会社アイ・エス・シー,,7:15,18:15,月曜日~土曜日,,,https://wb-hoikuen.jp/tokyo/ookayama,,90日目,3,8,8,,,,19,A型,18:15,19:00,無,無,,株式会社アイ・エス・シー
131105,10,東京都,目黒区,モニカ緑が丘園,モニカミドリガオカエン,,1402a,東京都目黒区緑が丘二丁目7番20号,,35.609630122,139.674427267,03-6421-1231,,6.12E+12,株式会社モニカ,,7:15,18:15,月曜日~土曜日,,,https://www.monica.co.jp/facility/midorigaoka/,,57日目,6,6,7,,,,19,A型,18:15,19:15,無,無,,株式会社モニカ
