区市町村名,事業所名,住所,緯度,経度,座標系,電話,種別,,,
千代田区,保健福祉部障害者福祉課総合相談担当,千代田区九段南1-2-1,35.694002,139.753634,JGD2011,03-5211-4217,身・知・高,,,
千代田区,千代田保健所健康推進課保健相談係,千代田区九段北1-2-14,35.696071,139.752142,JGD2011,03-5211-8175,精・高,,,
中央区,福祉保健部障害者福祉課,中央区築地1-1-1,35.670586,139.772003,JGD2011,03-3546-6032　　03-3546-6753　,身・知・精,,,
中央区,中央区保健所健康推進課,中央区明石町12-1,35.666506,139.777036,JGD2011,03-3541-5930,精,,,
中央区,中央区立福祉センター,中央区明石町12-1,35.666506,139.777036,JGD2011,03-3545-9311,身・知・高,,,
中央区,日本橋保健センター,中央区日本橋堀留町1-1-1,35.687412,139.778963,JGD2011,03-3661-5071,精,,,
中央区,月島保健センター,中央区月島2-10-3,35.663187,139.78393,JGD2011,03-5560-0765,精,,,
中央区,障害者地域活動支援センター「ポケット中央」,中央区明石町12-1中央区保健所等複合施設５階,35.666592,139.777005,JGD2011,03-3541-1021,精,,,
港区,保健福祉支援部障害者福祉課障害者支援係,港区芝公園1-5-25,35.658015,139.751596,JGD2011,03-3578-2462,身・知・精,,,
港区,芝地区総合支所区民課保健福祉係,港区芝公園1-5-25,35.658015,139.751596,JGD2011,03-3578-3161,身・知・精,,,
港区,麻布地区総合支所区民課保健福祉係,港区六本木5-16-45,35.660697,139.734967,JGD2011,03-5114-8822,身・知・精,,,
港区,赤坂地区総合支所区民課保健福祉係,港区赤坂4-18-13,35.674748,139.731633,JGD2011,03-5413-7276,身・知・精,,,
港区,高輪地区総合支所区民課保健福祉係,港区高輪1-16-25,35.64195,139.734104,JGD2011,03-5421-7085,身・知・精,,,
港区,芝浦港南地区総合支所区民課保健福祉係,港区芝浦1-16-1,35.645773,139.748803,JGD2011,03-6400-0022,身・知・精,,,
港区,みなと保健所健康推進課地域保健係,港区三田1-4-10,35.654018,139.743044,JGD2011,03-6400-0084,精,,,
港区,港区立障害保健福祉センター（ヒューマンぷらざ）,港区芝1-8-23,35.651619,139.755574,JGD2011,03-5439-8053,身・知・精・高,,,
港区,港区立精神障害者支援センター（愛称：あいはーと・みなと）,港区高輪1-4-8,35.64647293,139.7361191,JGD2011,03-5449-6455,精,,,
新宿区,福祉部障害者福祉課支援係,新宿区歌舞伎町1-4-1,35.69389,139.703463,JGD2011,03-5273-4302,身・知・精・高,,,
新宿区,健康部牛込保健センター,新宿区弁天町50,35.703717,139.727193,JGD2011,03-3260-6231,精,,,
新宿区,健康部四谷保健センター,新宿区三栄町25,35.688619,139.723966,JGD2011,03-3351-5161,精,,,
新宿区,健康部東新宿保健センター,新宿区新宿7-26-4,35.698087,139.709654,JGD2011,03-3200-1026,精,,,
新宿区,健康部落合保健センター,新宿区下落合4-6-7,35.718717,139.694996,JGD2011,03-3952-7161,精,,,
新宿区,健康部保健予防課,新宿区新宿5-18-21,35.693904,139.705676,JGD2011,03-5273-3862,精,,,
新宿区,新宿区立障害者福祉センター,新宿区戸山1-22-2,35.703722,139.717433,JGD2011,03-3232-3711,身・知・精・高,,,
新宿区,特定非営利活動法人VIVID(ヴィヴィ）,新宿区下落合4-20-16ソレイユ目白103,35.721679,139.697697,JGD2011,03-6380-2015,高次脳専門,,,
文京区,保健衛生部予防対策課,文京区春日1-16-21,35.707951,139.75243,JGD2011,03-5803-1230,精,,,
文京区,保健サービスセンター,文京区春日1-16-21,35.707951,139.75243,JGD2011,03-5803-1807,精,,,
文京区,保健サービスセンター本郷支所,文京区千駄木5-20-18,35.727085,139.760179,JGD2011,03-3821-5106,精,,,
文京区,福祉部障害福祉課,文京区春日1-16-21,35.708123,139.752769,JGD2011,03-5803-1219,身,,,
文京区,文京地域生活支援センターあかり,文京区千石4-27-12水間ビル１階,35.729009,139.739013,JGD2011,03-5976-3351,精,,,
文京区,文京区障害者基幹相談支援センター,文京区小日向2-16-15,35.71058,139.734581,JGD2011,03-5940-2903,身・知・精,,,
台東区,障害福祉課総合相談,台東区東上野4-5-6,35.712607,139.779984,JGD2011,03-5246-1202,身・知,,,
台東区,障害者自立支援センター,台東区松が谷1-4-12（松が谷福祉会館内）,35.711307,139.785426,JGD2011,03-3842-2672,身・知,,,
台東区,台東保健所保健予防課精神保健担当,台東区東上野4-22-8,35.71447,139.78152,JGD2011,03-3847-9405,精・高,,,
台東区,台東保健所保健サービス課保健指導担当,台東区東上野4-22-8,35.71447,139.78152,JGD2011,03-3847-9497,精,,,
台東区,浅草保健相談センター,台東区花川戸2-11-10,35.71510987,139.8005463,JGD2011,03-3844-8172,精,,,
墨田区,向島保健センター,墨田区東向島5-16-2,35.725881,139.821105,JGD2011,03-3611-6135,精,,,
墨田区,本所保健センター,墨田区東駒形1-6-4,35.705438,139.798058,JGD2011,03-3622-9137,精,,,
墨田区,すみだ地域生活支援センター友の家,墨田区太平1-11-7グランドステータスKIYA４階,35.700869,139.81151,JGD2011,03-3626-6165,精,,,
墨田区,障害者福祉課障害者相談係,墨田区吾妻橋1-23-20,35.710724,139.801496,JGD2011,03-5608-6165,身・知,,,
墨田区,すみだ福祉保健センター,墨田区向島3-36-7,35.713374,139.810759,JGD2011,03-5608-3738,高次脳専門,,,
江東区,障害福祉部障害者支援課,江東区東陽4-11-28,35.672773,139.81727,JGD2011,03-3647-4308,身・知・精,,,
江東区,江東区障害者福祉センター,江東区扇橋3-7-2,35.682685,139.820442,JGD2011,03-3699-0316,身・知・精・高,,,
江東区,城東保健相談所,江東区大島3-1-3,35.689996,139.82765,JGD2011,03-3637-6521,精,,,
江東区,深川保健相談所,江東区白河3-4-3-301,35.682163,139.805763,JGD2011,03-3641-1181,精,,,
江東区,深川南部保健相談所,江東区枝川1-8-15-102,35.65751,139.802364,JGD2011,03-5632-2291,精,,,
江東区,城東南部保健相談所,江東区南砂4-3-10,35.674348,139.827769,JGD2011,03-5606-5001,精,,,
江東区,保健所保健予防課,江東区東陽2-1-1,35.66574,139.814215,JGD2011,03-3647-5906,精,,,
江東区,地域生活支援センターステップ,江東区東陽3-16-12田中ビル２階,35.670159,139.812007,JGD2011,03-5633-7714,精,,,
江東区,地域活動支援センターロータス,江東区大島5-10-10セントラルプラザ大島101,35.689313,139.834105,JGD2011,03-5858-8696,精,,,
江東区,地域活動支援センターウィル・オアシス,江東区住吉1-17-20住吉ビル４階,35.689023,1393.811845,JGD2011,03-6284-0545,精,,,
品川区,福祉部障害者支援課,品川区広町2-1-36,35.608837,139.730241,JGD2011,03-5742-6711,身・知・精,,,
品川区,品川区旗の台障害児者相談支援センター,品川区旗の台5-2-2,35.605003,139.700419,JGD2011,03-5750-4995,身・知・高,,,
品川区,品川区東品川障害者相談支援センター,品川区東品川3-1-8,35.61717,139.746909,JGD2011,03-5479-2912,身・知,,,
品川区,品川区南品川障害児者相談支援センター,品川区南品川3-7-7品川区立障害児者総合支援施設,35.60847489,139.7000734,JGD2011,03-5460-5301,身・知,,,
品川区,品川区精神障害者地域生活支援センター「たいむ」,品川区西五反田2-24-2,35.626012,139.7193,JGD2011,03-5719-3381,精,,,
品川区,品川保健センター,品川区北品川3-11-22,35.616586,139.740732,JGD2011,03-3474-2903,精,,,
品川区,荏原保健センター,品川区西五反田6-6-6,35.623169,139.717276,JGD2011,03-5487-1311,精,,,
品川区,大井保健センター,品川区大井2-27-20,35.604085,139.730375,JGD2011,03-3772-2666,精,,,
品川区,品川区発達障害者相談支援センター,品川区上大崎1-20-12,35.60847489,139.7000734,JGD2011,03-5793-7071,身・知・精,,,
目黒区,障害者支援課,目黒区上目黒2-19-15,35.641263,139.69859,JGD2011,03-5722-9850,身・知,,,
目黒区,保健予防課,目黒区上目黒2-19-15,35.641263,139.69859,JGD2011,03-5722-9503,精,,,
