"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","ない","230","13.7","14.5"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","高血圧","647","38.6","40.8"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","脳卒中（脳出血・脳梗塞等）","54","3.2","3.4"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","心臓病","180","10.7","11.3"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","糖尿病","217","13.0","13.7"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","高脂血症（脂質異常）　","261","15.6","16.5"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","呼吸器の病気（肺炎や気管支炎等）","134","8.0","8.4"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","胃腸・肝臓・胆のうの病気","121","7.2","7.6"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","腎臓・前立腺の病気　","131","7.8","8.3"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","筋骨格の病気（骨粗しょう症、関節症等）","99","5.9","6.2"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","外傷（転倒・骨折等）","35","2.1","2.2"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","がん（悪性新生物）","21","1.3","1.3"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","血液・免疫の病気","9","0.5","0.6"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","うつ病","8","0.5","0.5"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","認知症(アルツハイマー病等)","3","0.2","0.2"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","パーキンソン病","8","0.5","0.5"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","目の病気","86","5.1","5.4"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","耳の病気","30","1.8","1.9"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","その他","99","5.9","6.2"
"202003","日常生活全般について","Q26. 現在治療中、または後遺症のある病気はありますか。（あてはまるものすべてに○）","無回答","89","5.3",

"港区保健福祉基礎調査（高齢者）・単純集計表・日常生活全般についてQ26","Ver202003",,,,,
