圏域（用途）　昭和/平成(年),59,60,61,62,63,64,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
東京圏（住宅地）,2.2 ,1.7 ,3.0 ,21.5 ,68.6 ,0.4 ,6.6 ,6.6 ,-9.1 ,-14.6 ,-7.8 ,-2.9 ,-5.0 ,-3.4 ,-3.0 ,-6.4 ,-6.8 ,-5.8 ,-5.9 ,-5.6 ,-4.7 ,-3.2 ,-0.9 ,3.6 ,5.5 ,-4.4 ,-4.9 ,-1.7 ,-1.6 ,-0.7 ,0.7 ,0.5 ,0.6 ,0.7 ,1.0 
東京圏（商業地）,5.5 ,7.2 ,12.5 ,48.2 ,61.1 ,3.0 ,4.8 ,4.1 ,-6.9 ,-19.0 ,-18.3 ,-15.4 ,-17.2 ,-13.2 ,-8.2 ,-10.1 ,-9.6 ,-8.0 ,-7.4 ,-5.8 ,-4.5 ,-2.5 ,1.0 ,9.4 ,12.2 ,-6.1 ,-7.3 ,-2.5 ,-1.9 ,-0.5 ,1.7 ,2.0 ,2.7 ,3.1 ,3.7 
東京圏（準工業地）,2.3 ,2.1 ,3.2 ,22.1 ,69.2 ,5.2 ,8.5 ,7.0 ,-7.3 ,-15.3 ,-9.3 ,-5.5 ,-6.7 ,-5.2 ,-4.1 ,-7.0 ,-7.6 ,-6.5 ,-6.3 ,-5.9 ,-5.2 ,-3.5 ,-1.0 ,4.5 ,6.1 ,-4.4 ,-5.0 ,-1.9 ,-1.5 ,,,,,,
東京圏（工業地）,1.4 ,1.3 ,3.4 ,13.6 ,56.1 ,14.1 ,14.9 ,13.2 ,-5.3 ,-11.5 ,-7.3 ,-4.0 ,-7.5 ,-5.8 ,-4.8 ,-8.1 ,-9.1 ,-9.0 ,-9.9 ,-10.1 ,-9.7 ,-7.4 ,-4.1 ,0.9 ,4.5 ,-2.7 ,-3.8 ,-1.9 ,-1.8 ,-0.5 ,0.6 ,0.9 ,1.6 ,1.8 ,2.3 
東京圏（全用途(林地を含む。））,2.7 ,2.4 ,4.1 ,23.5 ,64.8 ,1.9 ,7.2 ,7.0 ,-8.3 ,-14.8 ,-9.4 ,-5.0 ,-7.0 ,-5.1 ,-4.0 ,-7.1 ,-7.4 ,-6.4 ,-6.4 ,-5.9 ,-5.0 ,-3.3 ,-0.7 ,4.6 ,6.7 ,-4.7 ,-5.4 ,-1.9 ,-1.7 ,-0.6 ,,,,,1.7 
東京圏（全用途）,2.7 ,2.4 ,4.1 ,23.8 ,65.3 ,1.8 ,7.2 ,7.0 ,-8.4 ,-14.9 ,-9.4 ,-5.0 ,-7.0 ,-5.1 ,-3.9 ,-7.1 ,-7.4 ,-6.4 ,-6.4 ,-5.9 ,-4.9 ,-3.2 ,-0.7 ,4.6 ,6.7 ,-4.7 ,-5.4 ,-1.9 ,-1.7 ,-0.6 ,0.9 ,0.9 ,1.1 ,1.3 ,1.7 
大阪圏（住宅地）,3.6 ,3.0 ,2.6 ,3.4 ,18.6 ,32.7 ,56.1 ,6.5 ,-22.9 ,-17.1 ,-6.8 ,-1.9 ,-4.3 ,-2.2 ,-1.5 ,-5.2 ,-6.1 ,-6.7 ,-8.6 ,-8.8 ,-8.0 ,-5.2 ,-1.6 ,1.8 ,2.7 ,-2.0 ,-4.8 ,-2.4 ,-1.3 ,-0.9 ,-0.1 ,0.0 ,0.1 ,0.0 ,0.1 
大阪圏（商業地）,3.9 ,5.0 ,7.0 ,13.2 ,37.2 ,35.6 ,46.3 ,8.1 ,-19.5 ,-24.2 ,-19.1 ,-15.3 ,-15.8 ,-9.9 ,-6.8 ,-9.6 ,-11.3 ,-11.0 ,-11.3 ,-10.2 ,-8.8 ,-5.0 ,0.8 ,8.3 ,7.2 ,-3.3 ,-7.4 ,-3.6 ,-1.7 ,-0.5 ,1.4 ,1.5 ,3.3 ,4.1 ,4.7 
大阪圏（準工業地）,3.4 ,3.2 ,3.3 ,4.8 ,20.3 ,37.6 ,57.3 ,5.9 ,-20.5 ,-17.6 ,-8.9 ,-4.2 ,-5.9 ,-3.4 ,-2.4 ,-6.3 ,-7.7 ,-8.3 ,-9.4 ,-9.6 ,-8.9 ,-6.1 ,-2.2 ,1.9 ,2.7 ,-1.9 ,-5.2 ,-2.9 ,-1.9 ,,,,,,
