年中（平成）,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,S58.1.1～H30.1.1
100m2未満（法人）,-239,-139,-161,-78,-195,-12,37,462,155,135,-31,-251,197,244,427,168,137,457,698,709,6552
200m2未満（法人）,-110,-199,-152,-162,-237,-237,92,104,212,201,-141,-286,173,-25,386,254,382,675,778,747,7743
300m2未満（法人）,-133,-69,-34,-26,-168,-40,-28,18,112,128,-26,-221,6,30,161,70,277,290,289,32,3540
500m2未満（法人）,-63,-173,-12,-170,-172,-100,-113,115,168,41,-33,-191,-91,1,169,62,781,292,329,-717,2961
1000m2未満（法人）,-80,-149,-1,-163,-90,-149,13,81,41,211,-175,-220,-342,56,29,86,1361,174,232,-1371,1749
2000m2未満（法人）,-78,-77,-123,-74,-129,-148,-71,164,-20,51,-19,-102,-255,2,38,-9,984,63,98,-1034,427
5000m2未満（法人）,-36,-25,-32,-9,-91,-13,-63,158,-14,-30,-9,-54,-210,-5,-17,-3,685,-14,2,-648,-63
10000m2未満（法人）,0,-22,7,-40,-10,-6,-15,44,10,8,-40,-46,-19,4,-7,8,172,-18,-19,-167,-77
10000m2以上（法人）,-9,2,-26,6,21,9,22,-37,-9,18,-1,-19,-6,-11,2,-2,-57,-6,-3,40,-76
計,-748,-851,-534,-716,-1071,-696,-126,1109,655,763,-475,-1390,-547,296,1188,634,4722,1913,2404,-2409,22756
