,(2)海上出入貨物,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,（単位　：　トン）,,
,,令和2年(2020年),,,,平成31年(2019年),,,,,
,,当月,,,１月以降累計,当月,,,１月以降累計,,
,,計,出貨,入貨,,計,出貨,入貨,,,
,総数 ,"6,617,729","1,916,141","4,701,588","6,617,729","6,993,483","1,927,814","5,065,669","6,993,483",,
,,94.6%,99.4%,92.8%,94.6%,,,,,,
,外貿貨物,"3,907,710","830,529","3,077,181","3,907,710","3,853,638","805,196","3,048,442","3,853,638",,
,,101.4%,103.1%,100.9%,101.4%,,,,,,
,（うちコンテナ貨物）,"3,778,917","780,654","2,998,263","3,778,917","3,719,222","770,131","2,949,091","3,719,222",,
,,101.6%,101.4%,101.7%,101.6%,,,,,,
,内貿貨物,"2,710,019","1,085,612","1,624,407","2,710,019","3,139,845","1,122,618","2,017,227","3,139,845",,
,,86.3%,96.7%,80.5%,86.3%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
