"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2011120101,"一の橋",1,8,12,20,10,3,13,196,14,,10,"E",114,83,209
2011120102,"一の橋",1,6,10,16,11,3,16,195,11,,10,"E",107,85,211
2011120103,"一の橋",1,7,9,16,10,3,11,195,9,,13,"E",100,86,206
2011120104,"一の橋",1,4,8,12,10,2,12,194,7,,7,"E",89,86,206
2011120105,"一の橋",1,6,10,16,7,2,13,195,7,,8,"E",84,86,208
2011120106,"一の橋",1,9,12,21,8,2,11,195,7,,8,"E",83,87,206
2011120107,"一の橋",1,16,21,37,4,3,13,195,3,,7,"ENE",83,87,208
2011120108,"一の橋",1,31,29,60,1,4,13,197,6,,7,"E",81,87,210
2011120109,"一の橋",1,37,29,66,1,4,19,197,12,,8,"E",82,87,216
2011120110,"一の橋",1,42,31,73,0,5,26,197,10,,12,"E",81,85,223
2011120111,"一の橋",1,43,30,73,1,5,22,196,8,,9,"E",78,85,218
2011120112,"一の橋",1,47,32,79,1,5,27,198,12,,13,"E",78,77,225
2011120113,"一の橋",1,29,25,54,9998,4,21,196,8,,10,"E",78,77,217
2011120114,"一の橋",9998,9998,9998,9998,9998,9998,9998,9998,9998,,10,"E",78,71,9998
2011120115,"一の橋",1,32,26,58,6,5,9998,9998,9,,8,"E",83,64,9998
2011120116,"一の橋",1,38,30,68,5,5,28,196,9,,10,"E",82,67,224
2011120117,"一の橋",1,30,28,58,5,5,18,197,16,,7,"E",84,62,215
2011120118,"一の橋",1,19,24,43,8,5,21,196,13,,10,"E",88,64,217
2011120119,"一の橋",1,24,25,49,7,6,21,197,8,,9,"E",83,63,218
2011120120,"一の橋",1,16,22,38,8,5,16,196,10,,8,"E",83,61,212
2011120121,"一の橋",1,15,22,37,9,4,15,197,9,,8,"E",77,67,212
2011120122,"一の橋",1,11,20,31,9,4,16,197,15,,10,"E",67,65,213
2011120123,"一の橋",1,10,19,29,10,4,18,196,11,,7,"E",59,72,214
2011120124,"一の橋",1,10,18,28,12,4,13,196,9,,6,"E",66,67,209
2011120201,"一の橋",1,9995,9995,9995,9,9995,17,196,9,,8,"E",60,71,213
2011120202,"一の橋",1,9,17,26,12,3,12,195,5,,8,"ENE",63,68,207
2011120203,"一の橋",1,8,15,23,12,3,9,194,11,,9,"E",62,63,203
2011120204,"一の橋",1,5,12,17,14,2,11,194,7,,9,"E",57,67,205
2011120205,"一の橋",1,4,11,15,15,2,8,194,8,,7,"E",56,69,202
2011120206,"一の橋",1,8,15,23,12,2,12,193,9,,7,"E",48,76,205
2011120207,"一の橋",1,14,21,35,8,3,9,195,9,,9,"E",46,78,204
