"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","自分や家族の就職・転職・転勤のため","8","15.1"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","商売が不振のため","0","0.0"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","地代・家賃の負担が大きいため","21","39.6"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","固定資産税・相続税の負担が大きいため","8","15.1"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","住宅が狭いため","15","28.3"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","日照・騒音などの環境が悪いため","10","18.9"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","治安上安心して暮らせないため","0","0.0"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","商店がないなど日常生活の便が悪いため","12","22.6"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","地域のコミュニティが希薄で住みにくいため","4","7.5"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","子どもの教育環境が悪いため","7","13.2"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","立ち退きを迫られているため","0","0.0"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","結婚など家族関係の変化のため","3","5.7"
"202003","定住意向","Q2-1. （Q2 で3,4,5のいずれかを選択した方）あなたが区外に転居したい、または転居する理由は何ですか。","その他","9","17.0"

"第32回港区民世論調査単純集計表・定住意向Q2-1","Ver202003",,,,
