"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","家族・親戚","1033","74.1","78.0"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","近所の人","57","4.1","4.3"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","職場の人","69","4.9","5.2"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","友人・知人","430","30.8","32.5"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","自治会・町内会の役員","25","1.8","1.9"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","民生委員・児童委員","7","0.5","0.5"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","区の相談窓口（ｅメール、ファクシミリ、手紙、各地区総合支所のケースワーカー（障害担当者）も含む。）","85","6.1","6.4"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","保健所の相談窓口","13","0.9","1.0"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","相談支援事業者","13","0.9","1.0"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","かかりつけ医・かかりつけ歯科医・かかりつけ薬局","400","28.7","30.2"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","病院・診療所の職員","178","12.8","13.4"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","あなたの家を訪問する保健師、ケースワーカー、ホームヘルパー、訪問看護師、ケアマネジャー等","85","6.1","6.4"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","利用している事業所の職員","16","1.1","1.2"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","身体障害者相談員・知的障害者相談員","12","0.9","0.9"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","通学先の教職員","1","0.1","0.1"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","社会福祉協議会","11","0.8","0.8"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","障害保健福祉センター","23","1.6","1.7"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","障害者団体","11","0.8","0.8"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","その他","38","2.7","2.9"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","相談できる人がいない","74","5.3","5.6"
"202003","行政支援、団体支援について","Q34. あなたが困ったときは、誰に相談しますか。（あてはまるものすべてに○）","無回答","70","5.0",

"港区保健福祉基礎調査（身体障害者）・単純集計表・行政支援団体支援についてQ34","Ver202003",,,,,
