年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,1,一般被保険者国民健康保険税,1,医療給付費分現年課税分,1,医療給付費分現年課税分,1758680
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,1,一般被保険者国民健康保険税,2,介護納付金分現年課税分,1,介護納付金分現年課税分,198593
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,1,一般被保険者国民健康保険税,3,医療給付費分滞納繰越分,1,医療給付費分滞納繰越分,89998
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,1,一般被保険者国民健康保険税,4,介護納付金分滞納繰越分,1,介護納付金分滞納繰越分,14752
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,1,一般被保険者国民健康保険税,5,後期高齢者支援金等分現年課税分,1,後期高齢者支援金等分現年課税分,619757
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,1,一般被保険者国民健康保険税,6,後期高齢者支援金等分滞納繰越分,1,後期高齢者支援金等分滞納繰越分,31876
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,2,退職被保険者等国民健康保険税,1,医療給付費分現年課税分,1,医療給付費分現年課税分,1
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,2,退職被保険者等国民健康保険税,2,介護納付金分現年課税分,1,介護納付金分現年課税分,1
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,2,退職被保険者等国民健康保険税,3,医療給付費分滞納繰越分,1,医療給付費分滞納繰越分,193
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,2,退職被保険者等国民健康保険税,4,介護納付金分滞納繰越分,1,介護納付金分滞納繰越分,73
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,2,退職被保険者等国民健康保険税,5,後期高齢者支援金等分現年課税分,1,後期高齢者支援金等分現年課税分,1
R4,国民健康保険特別会計,1,国民健康保険税,1,国民健康保険税,2,退職被保険者等国民健康保険税,6,後期高齢者支援金等分滞納繰越分,1,後期高齢者支援金等分滞納繰越分,56
R4,国民健康保険特別会計,4,使用料及び手数料,2,手数料,1,総務手数料,1,総務手数料,1,証明手数料,1
R4,国民健康保険特別会計,5,国庫支出金,1,国庫補助金,1,国民健康保険災害臨時特例補助金,1,国民健康保険災害臨時特例補助金,1,国民健康保険災害臨時特例補助金,188
R4,国民健康保険特別会計,7,都支出金,1,都負担金補助金,1,保険給付費等交付金,1,普通交付金,1,普通交付金,10338094
