年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,02,給料,90320
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,03,職員手当等,82379
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,04,共済費,33620
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,09,旅費,125
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,01,報酬,14753
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,07,賃金,825
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,09,旅費,471
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,11,需用費,2462
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,12,役務費,14211
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,13,委託料,19323
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,14,使用料及び賃借料,225
H31,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,19,負担金・補助及び交付金,405
H31,国民健康保険特別会計,01,総務費,01,総務管理費,02,連合会負担金,725,国民健康保険団体連合会負担金,19,負担金・補助及び交付金,2125
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,01,報酬,5818
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,04,共済費,443
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,05,災害補償費,2
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,09,旅費,124
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,11,需用費,9072
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,12,役務費,14822
H31,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,13,委託料,3855
H31,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,01,報酬,1365
H31,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,09,旅費,14
H31,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,13,委託料,421
H31,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,19,負担金・補助及び交付金,12
H31,国民健康保険特別会計,02,保険給付費,01,療養諸費,01,一般被保険者療養給付費,729,保険給付に要する経費,19,負担金・補助及び交付金,9040531
H31,国民健康保険特別会計,02,保険給付費,01,療養諸費,02,退職被保険者等療養給付費,730,退職被保険者等保険給付に要する経費,19,負担金・補助及び交付金,37434
H31,国民健康保険特別会計,02,保険給付費,01,療養諸費,03,一般被保険者療養費,731,保険給付に要する経費,19,負担金・補助及び交付金,96726
H31,国民健康保険特別会計,02,保険給付費,01,療養諸費,04,退職被保険者等療養費,732,退職被保険者等保険給付に要する経費,19,負担金・補助及び交付金,529
H31,国民健康保険特別会計,02,保険給付費,01,療養諸費,05,審査支払手数料,733,保険給付に要する経費,13,委託料,55695
H31,国民健康保険特別会計,02,保険給付費,02,高額療養費,01,一般被保険者高額療養費,734,保険給付に要する経費,19,負担金・補助及び交付金,1248978
H31,国民健康保険特別会計,02,保険給付費,02,高額療養費,02,退職者被保険者等高額療養費,735,退職被保険者等保険給付に要する経費,19,負担金・補助及び交付金,11526
H31,国民健康保険特別会計,02,保険給付費,02,高額療養費,03,一般被保険者高額介護合算療養費,736,保険給付に要する経費,19,負担金・補助及び交付金,1000
H31,国民健康保険特別会計,02,保険給付費,02,高額療養費,04,退職被保険者等高額介護合算療養費,737,退職被保険者等保険給付に要する経費,19,負担金・補助及び交付金,100
H31,国民健康保険特別会計,02,保険給付費,03,移送費,01,一般被保険者移送費,739,保険給付に要する経費,19,負担金・補助及び交付金,200
H31,国民健康保険特別会計,02,保険給付費,03,移送費,02,退職者被保険者等移送費,740,退職被保険者等保険給付に要する経費,19,負担金・補助及び交付金,100
H31,国民健康保険特別会計,02,保険給付費,04,出産育児諸費,01,出産育児一時金,741,保険付加給付に要する経費,12,役務費,25
H31,国民健康保険特別会計,02,保険給付費,04,出産育児諸費,01,出産育児一時金,741,保険付加給付に要する経費,19,負担金・補助及び交付金,49140
H31,国民健康保険特別会計,02,保険給付費,05,葬祭費,01,葬祭費,743,保険付加給付に要する経費,19,負担金・補助及び交付金,9700
H31,国民健康保険特別会計,02,保険給付費,06,結核・精神医療給付金,01,結核・精神医療給付金,744,保険付加給付に要する経費,19,負担金・補助及び交付金,17208
H31,国民健康保険特別会計,03,国民健康保険事業費納付金,01,医療給付費分,01,一般被保険者医療給付費分,956,一般被保険者医療費給付分,19,負担金・補助及び交付金,3105679
H31,国民健康保険特別会計,03,国民健康保険事業費納付金,01,医療給付費分,02,退職被保険者等医療給付費分,957,退職被保険者等医療費給付分,19,負担金・補助及び交付金,3415
H31,国民健康保険特別会計,03,国民健康保険事業費納付金,02,後期高齢者支援金等分,01,一般被保険者後期高齢者支援金等分,958,一般被保険者後期高齢者支援金分,19,負担金・補助及び交付金,1066070
H31,国民健康保険特別会計,03,国民健康保険事業費納付金,02,後期高齢者支援金等分,02,退職被保険者等後期高齢者支援金等分,959,退職被保険者等後期高齢者支援金等分,19,負担金・補助及び交付金,1183
H31,国民健康保険特別会計,03,国民健康保険事業費納付金,03,介護納付金,01,介護納付金,748,介護納付金に要する経費,19,負担金・補助及び交付金,322325
H31,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,12,役務費,33
H31,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,19,負担金・補助及び交付金,7900
H31,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,13,委託料,4609
