年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,02,給料,83986
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,03,職員手当等,81102
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,04,共済費,30425
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,033,職員人件費等,08,旅費,93
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,01,報酬,14590
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,03,職員手当等,1399
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,04,共済費,4
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,08,旅費,321
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,10,需用費,2554
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,11,役務費,15106
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,12,委託料,15197
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,13,使用料及び賃借料,290
R3,国民健康保険特別会計,01,総務費,01,総務管理費,01,一般管理費,724,国民健康保険事務経費,18,負担金・補助及び交付金,370
R3,国民健康保険特別会計,01,総務費,01,総務管理費,02,連合会負担金,725,国民健康保険団体連合会負担金,18,負担金・補助及び交付金,3431
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,01,報酬,6747
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,03,職員手当等,1360
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,04,共済費,519
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,05,災害補償費,2
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,08,旅費,136
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,10,需用費,7607
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,11,役務費,15126
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,12,委託料,4126
R3,国民健康保険特別会計,01,総務費,02,徴税費,01,賦課徴収費,726,国民健康保険税賦課徴収事務費,26,公課費,0
R3,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,01,報酬,1213
R3,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,08,旅費,39
R3,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,12,委託料,388
R3,国民健康保険特別会計,01,総務費,03,運営協議会費,01,運営協議会費,728,国民健康保険運営協議会費,18,負担金・補助及び交付金,12
R3,国民健康保険特別会計,02,保険給付費,01,療養諸費,01,一般被保険者療養給付費,729,保険給付に要する経費,18,負担金・補助及び交付金,8606586
R3,国民健康保険特別会計,02,保険給付費,01,療養諸費,02,退職被保険者等療養給付費,730,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,374
R3,国民健康保険特別会計,02,保険給付費,01,療養諸費,03,一般被保険者療養費,731,保険給付に要する経費,18,負担金・補助及び交付金,85014
R3,国民健康保険特別会計,02,保険給付費,01,療養諸費,04,退職被保険者等療養費,732,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,88
R3,国民健康保険特別会計,02,保険給付費,01,療養諸費,05,審査支払手数料,733,保険給付に要する経費,12,委託料,47863
R3,国民健康保険特別会計,02,保険給付費,02,高額療養費,01,一般被保険者高額療養費,734,保険給付に要する経費,18,負担金・補助及び交付金,1271375
R3,国民健康保険特別会計,02,保険給付費,02,高額療養費,02,退職者被保険者等高額療養費,735,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,115
R3,国民健康保険特別会計,02,保険給付費,02,高額療養費,03,一般被保険者高額介護合算療養費,736,保険給付に要する経費,18,負担金・補助及び交付金,997
R3,国民健康保険特別会計,02,保険給付費,02,高額療養費,04,退職被保険者等高額介護合算療養費,737,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,50
R3,国民健康保険特別会計,02,保険給付費,03,移送費,01,一般被保険者移送費,739,保険給付に要する経費,18,負担金・補助及び交付金,200
R3,国民健康保険特別会計,02,保険給付費,03,移送費,02,退職者被保険者等移送費,740,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,50
R3,国民健康保険特別会計,02,保険給付費,04,出産育児諸費,01,出産育児一時金,741,保険付加給付に要する経費,11,役務費,18
R3,国民健康保険特別会計,02,保険給付費,04,出産育児諸費,01,出産育児一時金,741,保険付加給付に要する経費,18,負担金・補助及び交付金,34440
R3,国民健康保険特別会計,02,保険給付費,05,葬祭費,01,葬祭費,743,保険付加給付に要する経費,18,負担金・補助及び交付金,12000
R3,国民健康保険特別会計,02,保険給付費,06,結核・精神医療給付金,01,結核・精神医療給付金,744,保険付加給付に要する経費,18,負担金・補助及び交付金,17465
R3,国民健康保険特別会計,02,保険給付費,07,傷病手当金,01,傷病手当金,861,保険付加給付に要する経費,18,負担金・補助及び交付金,518
R3,国民健康保険特別会計,03,国民健康保険事業費納付金,01,医療給付費分,01,一般被保険者医療給付費分,956,一般被保険者医療費給付分,18,負担金・補助及び交付金,2860110
R3,国民健康保険特別会計,03,国民健康保険事業費納付金,01,医療給付費分,02,退職被保険者等医療給付費分,957,退職被保険者等医療費給付分,18,負担金・補助及び交付金,4421
R3,国民健康保険特別会計,03,国民健康保険事業費納付金,02,後期高齢者支援金等分,01,一般被保険者後期高齢者支援金等分,958,一般被保険者後期高齢者支援金分,18,負担金・補助及び交付金,1049040
R3,国民健康保険特別会計,03,国民健康保険事業費納付金,02,後期高齢者支援金等分,02,退職被保険者等後期高齢者支援金等分,959,退職被保険者等後期高齢者支援金等分,18,負担金・補助及び交付金,1880
R3,国民健康保険特別会計,03,国民健康保険事業費納付金,03,介護納付金,01,介護納付金,748,介護納付金に要する経費,18,負担金・補助及び交付金,401679
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,11,役務費,27
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,18,負担金・補助及び交付金,3580
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,01,報酬,503
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,04,共済費,6
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,08,旅費,36
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,10,需用費,10
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,11,役務費,17
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,869,医療費分析等に要する経費,12,委託料,3892
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,872,疾病予防に要する経費,10,需用費,9
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,872,疾病予防に要する経費,11,役務費,105
R3,国民健康保険特別会計,05,保健事業費,01,保健事業費,02,疾病予防費,872,疾病予防に要する経費,12,委託料,9811
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,760,特定健康診査に要する経費,10,需用費,1633
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,760,特定健康診査に要する経費,11,役務費,4195
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,760,特定健康診査に要する経費,12,委託料,164486
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,760,特定健康診査に要する経費,18,負担金・補助及び交付金,3125
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,761,特定保健指導に要する経費,10,需用費,20
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,761,特定保健指導に要する経費,11,役務費,82
R3,国民健康保険特別会計,05,保健事業費,02,特定健康診査等事業費,01,特定健康診査等事業費,761,特定保健指導に要する経費,12,委託料,20483
R3,国民健康保険特別会計,06,基金積立金,01,基金積立金,01,基金積立金,762,国民健康保険財政運営基金,24,積立金,126
R3,国民健康保険特別会計,08,諸支出金,01,償還金及び還付加算金,01,一般被保険者保険税還付金,764,一般被保険者保険税還付金,22,償還金・利子及び割引料,24000
R3,国民健康保険特別会計,08,諸支出金,01,償還金及び還付加算金,02,退職被保険者等保険税還付金,765,退職被保険者等保険税還付金,22,償還金・利子及び割引料,300
R3,国民健康保険特別会計,08,諸支出金,01,償還金及び還付加算金,06,保険給付費等交付金償還金,979,保険給付費等償還金,22,償還金・利子及び割引料,1
R3,国民健康保険特別会計,08,諸支出金,01,償還金及び還付加算金,08,その他償還金,981,その他償還金,22,償還金・利子及び割引料,100
R3,国民健康保険特別会計,09,共同事業拠出金,01,共同事業拠出金,01,その他共同事業事務費拠出金,751,退職者医療共同事業に要する拠出金,18,負担金・補助及び交付金,4
R3,国民健康保険特別会計,10,予備費,01,予備費,01,予備費,768,予備費,29,予備費,5000
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,034,職員人件費等,02,給料,24816
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,034,職員人件費等,03,職員手当等,20228
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,034,職員人件費等,04,共済費,8326
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,034,職員人件費等,08,旅費,16
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,776,後期高齢者医療事務事業,01,報酬,2846
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,776,後期高齢者医療事務事業,08,旅費,105
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,776,後期高齢者医療事務事業,10,需用費,386
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,776,後期高齢者医療事務事業,11,役務費,2804
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,776,後期高齢者医療事務事業,12,委託料,1332
R3,後期高齢者医療特別会計,01,総務費,01,総務管理費,01,一般管理費,776,後期高齢者医療事務事業,18,負担金・補助及び交付金,132
R3,後期高齢者医療特別会計,01,総務費,02,徴収費,01,徴収費,777,後期高齢者医療保険料徴収事務事業,01,報酬,10
R3,後期高齢者医療特別会計,01,総務費,02,徴収費,01,徴収費,777,後期高齢者医療保険料徴収事務事業,10,需用費,1847
R3,後期高齢者医療特別会計,01,総務費,02,徴収費,01,徴収費,777,後期高齢者医療保険料徴収事務事業,11,役務費,4082
R3,後期高齢者医療特別会計,01,総務費,02,徴収費,01,徴収費,777,後期高齢者医療保険料徴収事務事業,12,委託料,2342
R3,後期高齢者医療特別会計,02,広域連合納付金,01,広域連合負担金,01,広域連合分賦金,779,後期高齢者医療広域連合納付金支払事業,18,負担金・補助及び交付金,3684930
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,01,健康診査費,784,後期高齢者医療健康診査等事業,10,需用費,857
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,01,健康診査費,784,後期高齢者医療健康診査等事業,11,役務費,3688
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,01,健康診査費,784,後期高齢者医療健康診査等事業,12,委託料,166488
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,01,健康診査費,784,後期高齢者医療健康診査等事業,18,負担金・補助及び交付金,1420
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,02,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,07,報償費,172
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,02,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,10,需用費,130
R3,後期高齢者医療特別会計,03,保健事業費,01,保健事業費,02,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,12,委託料,5033
R3,後期高齢者医療特別会計,04,保険給付費,01,葬祭費,01,葬祭費,785,後期高齢者医療葬祭費給付事業,11,役務費,94
R3,後期高齢者医療特別会計,04,保険給付費,01,葬祭費,01,葬祭費,785,後期高齢者医療葬祭費給付事業,18,負担金・補助及び交付金,49400
R3,後期高齢者医療特別会計,05,諸支出金,01,償還金及び還付加算金,01,保険料還付金,780,後期高齢者医療保険料還付事業,22,償還金・利子及び割引料,5060
R3,後期高齢者医療特別会計,05,諸支出金,02,繰出金,01,一般会計繰出金,782,一般会計繰出金,27,繰出金,1
R3,後期高齢者医療特別会計,06,予備費,01,予備費,01,予備費,783,予備費,29,予備費,7
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,035,職員人件費等,02,給料,59931
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,035,職員人件費等,03,職員手当等,55370
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,035,職員人件費等,04,共済費,21879
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,035,職員人件費等,08,旅費,80
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,01,報酬,3604
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,03,職員手当等,738
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,08,旅費,201
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,10,需用費,3354
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,11,役務費,21024
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,12,委託料,23736
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,13,使用料及び賃借料,53
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,17,備品購入費,0
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,789,介護保険事務経費,18,負担金・補助及び交付金,263
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,790,介護保険サービス推進事業,07,報償費,52
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,790,介護保険サービス推進事業,12,委託料,608
R3,介護保険特別会計,01,総務費,01,総務管理費,01,一般管理費,993,介護サービス事業所等に対する指導検査等事業,12,委託料,1617
R3,介護保険特別会計,01,総務費,01,総務管理費,02,運営協議会費,791,介護保険運営協議会費,01,報酬,526
R3,介護保険特別会計,01,総務費,01,総務管理費,02,運営協議会費,791,介護保険運営協議会費,12,委託料,132
R3,介護保険特別会計,01,総務費,01,総務管理費,02,運営協議会費,874,地域包括支援センター運営協議会費,07,報償費,68
R3,介護保険特別会計,01,総務費,01,総務管理費,03,連合会負担金,792,国民健康保険団体連合会負担金,18,負担金・補助及び交付金,425
R3,介護保険特別会計,01,総務費,02,徴収費,01,賦課徴収費,793,介護保険料賦課徴収事務経費,10,需用費,1947
R3,介護保険特別会計,01,総務費,02,徴収費,01,賦課徴収費,793,介護保険料賦課徴収事務経費,11,役務費,119
R3,介護保険特別会計,01,総務費,02,徴収費,01,賦課徴収費,793,介護保険料賦課徴収事務経費,12,委託料,909
R3,介護保険特別会計,01,総務費,02,徴収費,01,賦課徴収費,793,介護保険料賦課徴収事務経費,18,負担金・補助及び交付金,129
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,01,介護認定審査会費,794,介護認定審査会運営費,01,報酬,12839
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,01,介護認定審査会費,794,介護認定審査会運営費,08,旅費,92
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,01,介護認定審査会費,794,介護認定審査会運営費,13,使用料及び賃借料,238
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,01,報酬,19841
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,03,職員手当等,4178
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,04,共済費,4143
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,08,旅費,1060
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,10,需用費,742
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,11,役務費,38480
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,12,委託料,21394
R3,介護保険特別会計,01,総務費,03,介護認定審査会費,02,介護認定調査費,795,介護認定調査事業,13,使用料及び賃借料,204
R3,介護保険特別会計,02,保険給付費,01,介護サービス等諸費,01,介護サービス等諸費,804,介護サービス等諸費,18,負担金・補助及び交付金,9634852
R3,介護保険特別会計,02,保険給付費,02,介護予防サービス等諸費,01,介護予防サービス等諸費,811,介護予防サービス等諸費,18,負担金・補助及び交付金,295469
R3,介護保険特別会計,02,保険給付費,03,その他諸費,01,審査支払手数料,812,審査支払に要する経費,12,委託料,10795
R3,介護保険特別会計,02,保険給付費,04,高額介護サービス等費,01,高額介護サービス等費,815,高額介護サービス等費,18,負担金・補助及び交付金,336334
R3,介護保険特別会計,02,保険給付費,05,高額医療合算介護サービス等費,01,高額医療合算介護サービス等費,817,高額医療合算介護サービス等費,18,負担金・補助及び交付金,66381
R3,介護保険特別会計,02,保険給付費,06,特定入所者介護サービス等費,01,特定入所者介護サービス等費,816,特定入所者介護サービス等費,18,負担金・補助及び交付金,228971
R3,介護保険特別会計,02,保険給付費,07,市町村特別給付費,01,市町村特別給付費,870,市町村特別給付費,18,負担金・補助及び交付金,3056
R3,介護保険特別会計,03,財政安定化基金拠出金,01,財政安定化基金拠出金,01,財政安定化基金拠出金,818,財政安定化基金拠出金,18,負担金・補助及び交付金,1
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,036,職員人件費等,02,給料,13234
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,036,職員人件費等,03,職員手当等,10389
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,036,職員人件費等,04,共済費,4512
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,036,職員人件費等,08,旅費,30
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,07,報償費,39
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,10,需用費,88
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,11,役務費,1410
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,12,委託料,195389
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,13,使用料及び賃借料,3929
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,18,負担金・補助及び交付金,14039
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,07,報償費,426
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,10,需用費,18
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,11,役務費,8
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,12,委託料,4098
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,01,報酬,1748
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,03,職員手当等,379
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,04,共済費,392
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,07,報償費,91
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,08,旅費,192
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,10,需用費,61
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,11,役務費,0
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,12,委託料,7291
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,903,認知症施策推進事業,18,負担金・補助及び交付金,114
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,904,生活支援体制整備事業,10,需用費,0
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,904,生活支援体制整備事業,12,委託料,25415
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,916,介護給付費等費用適正化事業,07,報償費,276
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,916,介護給付費等費用適正化事業,11,役務費,415
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,924,地域ケア会議推進事業,07,報償費,183
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,01,包括的支援事業・任意事業費,924,地域ケア会議推進事業,10,需用費,22
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,940,短期集中予防サービス事業,11,役務費,9
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,940,短期集中予防サービス事業,12,委託料,29415
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,941,指定型訪問・通所サービス費,18,負担金・補助及び交付金,253640
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,942,介護予防ケアマネジメント事業,12,委託料,985
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,942,介護予防ケアマネジメント事業,18,負担金・補助及び交付金,30962
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,943,高額介護予防・生活支援サービス費,18,負担金・補助及び交付金,549
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,02,介護予防・生活支援サービス事業費,944,高額医療合算介護予防・生活支援サービス費,18,負担金・補助及び交付金,451
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,03,一般介護予防事業費,945,一般介護予防事業,07,報償費,2012
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,03,一般介護予防事業費,945,一般介護予防事業,10,需用費,102
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,03,一般介護予防事業費,945,一般介護予防事業,12,委託料,9956
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,03,一般介護予防事業費,945,一般介護予防事業,18,負担金・補助及び交付金,1273
R3,介護保険特別会計,04,地域支援事業,01,地域支援事業,04,その他の諸経費,946,地域支援事業に係る審査支払に要する経費,12,委託料,707
R3,介護保険特別会計,05,基金積立金,01,基金積立金,01,介護保険給付準備基金積立金,820,介護保険給付準備基金積立金,24,積立金,25455
R3,介護保険特別会計,06,公債費,01,公債費,01,利子,822,一時借入金に要する経費,22,償還金・利子及び割引料,0
R3,介護保険特別会計,07,諸支出金,01,償還金及び還付加算金,01,第１号被保険者保険料還付金,823,第１号被保険者保険料還付金,22,償還金・利子及び割引料,5000
R3,介護保険特別会計,07,諸支出金,01,償還金及び還付加算金,02,小切手未払未済償還金,825,小切手未払未済償還金,22,償還金・利子及び割引料,1
R3,介護保険特別会計,07,諸支出金,01,償還金及び還付加算金,03,償還金,824,国庫支出金等返還に要する経費,22,償還金・利子及び割引料,1
R3,介護保険特別会計,07,諸支出金,03,繰出金,01,他会計繰出金,826,他会計繰出金,27,繰出金,1
