年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
R4,一般会計,1,議会費,1,議会費,1,議会費,1,議員人件費等,1,報酬,156801
R4,一般会計,1,議会費,1,議会費,1,議会費,1,議員人件費等,3,職員手当等,64289
R4,一般会計,1,議会費,1,議会費,1,議会費,1,議員人件費等,4,共済費,50570
R4,一般会計,1,議会費,1,議会費,1,議会費,1,議員人件費等,18,負担金・補助及び交付金,210
R4,一般会計,1,議会費,1,議会費,1,議会費,2,職員人件費等,2,給料,37385
R4,一般会計,1,議会費,1,議会費,1,議会費,2,職員人件費等,3,職員手当等,31053
R4,一般会計,1,議会費,1,議会費,1,議会費,2,職員人件費等,4,共済費,13756
R4,一般会計,1,議会費,1,議会費,1,議会費,2,職員人件費等,8,旅費,16
R4,一般会計,1,議会費,1,議会費,1,議会費,37,議会報発行経費,10,需用費,3800
R4,一般会計,1,議会費,1,議会費,1,議会費,37,議会報発行経費,12,委託料,3803
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,7,報償費,169
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,8,旅費,2278
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,9,交際費,500
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,10,需用費,661
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,11,役務費,915
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,12,委託料,11378
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,13,使用料及び賃借料,2442
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,17,備品購入費,486
R4,一般会計,1,議会費,1,議会費,1,議会費,38,議会運営費等経費,18,負担金・補助及び交付金,8971
R4,一般会計,2,総務費,1,総務管理費,1,一般管理費,3,職員人件費等,2,給料,753578
R4,一般会計,2,総務費,1,総務管理費,1,一般管理費,3,職員人件費等,3,職員手当等,907556
