年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R2,一般会計,1,市税,1,市民税,1,個人,1,現年課税分,1,現年課税分,10490557
R2,一般会計,1,市税,1,市民税,1,個人,2,滞納繰越分,1,滞納繰越分,114149
R2,一般会計,1,市税,1,市民税,2,法人,1,現年課税分,1,現年課税分,1531204
R2,一般会計,1,市税,1,市民税,2,法人,2,滞納繰越分,1,滞納繰越分,2861
R2,一般会計,1,市税,2,固定資産税,1,固定資産税,1,現年課税分,1,現年課税分,13847091
R2,一般会計,1,市税,2,固定資産税,1,固定資産税,2,滞納繰越分,1,滞納繰越分,48406
R2,一般会計,1,市税,2,固定資産税,2,国有資産等所在市町村交付金,1,現年課税分,1,現年課税分,191377
R2,一般会計,1,市税,3,軽自動車税,1,種別割,1,現年課税分,1,現年課税分,118918
R2,一般会計,1,市税,3,軽自動車税,1,種別割,2,滞納繰越分,1,滞納繰越分,1651
R2,一般会計,1,市税,3,軽自動車税,2,環境性能割,1,現年課税分,1,現年課税分,5101
R2,一般会計,1,市税,4,市たばこ税,1,市たばこ税,1,現年課税分,1,現年課税分,768575
R2,一般会計,1,市税,5,都市計画税,1,都市計画税,1,現年課税分,1,現年課税分,1732024
R2,一般会計,1,市税,5,都市計画税,1,都市計画税,2,滞納繰越分,1,滞納繰越分,7662
R2,一般会計,2,地方譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,63881
R2,一般会計,2,地方譲与税,2,自動車重量譲与税,1,自動車重量譲与税,1,自動車重量譲与税,1,自動車重量譲与税,196812
R2,一般会計,2,地方譲与税,3,地方道路譲与税,1,地方道路譲与税,1,地方道路譲与税,1,地方道路譲与税,1
R2,一般会計,2,地方譲与税,4,森林環境譲与税,1,森林環境譲与税,1,森林環境譲与税,1,森林環境譲与税,12936
R2,一般会計,3,利子割交付金,1,利子割交付金,1,利子割交付金,1,利子割交付金,1,利子割交付金,34841
R2,一般会計,4,配当割交付金,1,配当割交付金,1,配当割交付金,1,配当割交付金,1,配当割交付金,179353
R2,一般会計,5,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,99229
R2,一般会計,6,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,119605
R2,一般会計,7,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,3416180
R2,一般会計,8,ゴルフ場利用税交付金,1,ゴルフ場利用税交付金,1,ゴルフ場利用税交付金,1,ゴルフ場利用税交付金,1,ゴルフ場利用税交付金,33356
R2,一般会計,9,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,65413
R2,一般会計,9,環境性能割交付金,1,環境性能割交付金,2,旧法による自動車取得税交付金,1,旧法による自動車取得税交付金,1,旧法による自動車取得税交付金,1
R2,一般会計,10,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,20956
R2,一般会計,10,国有提供施設等所在市町村助成交付金,1,国有提供施設等所在市町村助成交付金,2,施設等所在市町村調整交付金,1,施設等所在市町村調整交付金,1,施設等所在市町村調整交付金,4579
R2,一般会計,11,地方特例交付金,1,地方特例交付金,1,地方特例交付金,1,地方特例交付金,2,減収補てん特例交付金,145289
R2,一般会計,12,地方交付税,1,地方交付税,1,地方交付税,1,地方交付税,1,特別交付税,64000
R2,一般会計,13,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,1,交通安全対策特別交付金,13588
R2,一般会計,14,分担金及び負担金,1,負担金,1,民生費負担金,1,社会福祉費負担金,1,老人保護措置費自己負担金,1369
R2,一般会計,14,分担金及び負担金,1,負担金,1,民生費負担金,2,児童福祉費負担金,1,保育所保育料,262412
R2,一般会計,14,分担金及び負担金,1,負担金,1,民生費負担金,2,児童福祉費負担金,2,助産施設入所費自己負担金,40
R2,一般会計,14,分担金及び負担金,1,負担金,1,民生費負担金,2,児童福祉費負担金,3,母子生活支援施設入所費自己負担金,1
R2,一般会計,14,分担金及び負担金,1,負担金,2,衛生費負担金,2,衛生費負担金,1,未熟児養育医療負担金,2250
R2,一般会計,14,分担金及び負担金,1,負担金,3,土木費負担金,1,道路橋りょう費負担金,1,多摩センター共同溝維持管理費占用者負担金,24581
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,1,ワークショップルーム施設使用料,424
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,2,ガス制圧装置用地使用料,130
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,3,現金自動支払機庁舎使用料,243
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,4,電柱用地使用料,26
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,5,埋設ガス管用地使用料,9
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,6,防火水槽用地使用料,241
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,7,公共施設撮影使用料,1619
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,8,地区市民ホール使用料,1424
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,9,コミュニティルーム使用料,10975
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,15,自動販売機設置使用料,198
R2,一般会計,15,使用料及び手数料,1,使用料,1,総務使用料,1,総務使用料,18,送電線上空使用料,2
R2,一般会計,15,使用料及び手数料,1,使用料,2,民生使用料,1,民生使用料,1,電柱用地使用料,14
R2,一般会計,15,使用料及び手数料,1,使用料,2,民生使用料,1,民生使用料,2,学童クラブ使用料,128209
R2,一般会計,15,使用料及び手数料,1,使用料,2,民生使用料,1,民生使用料,6,自動販売機設置使用料,132
R2,一般会計,15,使用料及び手数料,1,使用料,2,民生使用料,1,民生使用料,8,学童クラブ延長育成料,6780
R2,一般会計,15,使用料及び手数料,1,使用料,2,民生使用料,1,民生使用料,9,多摩市西永山福祉施設事業施設使用料,7749
R2,一般会計,15,使用料及び手数料,1,使用料,3,衛生使用料,1,衛生使用料,1,電柱用地使用料,10
R2,一般会計,15,使用料及び手数料,1,使用料,3,衛生使用料,1,衛生使用料,2,地域保健医療活動室使用料,454
R2,一般会計,15,使用料及び手数料,1,使用料,3,衛生使用料,2,清掃使用料,1,電柱用地使用料,6
R2,一般会計,15,使用料及び手数料,1,使用料,3,衛生使用料,2,清掃使用料,2,資源化センター多目的ホール等使用料,1
R2,一般会計,15,使用料及び手数料,1,使用料,3,衛生使用料,2,清掃使用料,3,自動販売機設置使用料,66
R2,一般会計,15,使用料及び手数料,1,使用料,4,商工使用料,1,商工使用料,1,消費生活センター使用料,1745
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,1,道路橋りょう使用料,1,道路占用料,78000
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,2,都市計画使用料,1,公園占用料,4489
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,2,都市計画使用料,2,公園内行為使用料,1
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,2,都市計画使用料,3,公園施設使用料,156
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,2,都市計画使用料,4,自動販売機設置使用料,462
