年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
R3,一般会計,01,議会費,01,議会費,01,議会費,001,議員人件費等,01,報酬,156806
R3,一般会計,01,議会費,01,議会費,01,議会費,001,議員人件費等,03,職員手当等,64289
R3,一般会計,01,議会費,01,議会費,01,議会費,001,議員人件費等,04,共済費,52754
R3,一般会計,01,議会費,01,議会費,01,議会費,001,議員人件費等,18,負担金・補助及び交付金,210
R3,一般会計,01,議会費,01,議会費,01,議会費,002,職員人件費等,02,給料,36936
R3,一般会計,01,議会費,01,議会費,01,議会費,002,職員人件費等,03,職員手当等,29883
R3,一般会計,01,議会費,01,議会費,01,議会費,002,職員人件費等,04,共済費,13028
R3,一般会計,01,議会費,01,議会費,01,議会費,002,職員人件費等,08,旅費,25
R3,一般会計,01,議会費,01,議会費,01,議会費,037,議会報発行経費,10,需用費,4519
R3,一般会計,01,議会費,01,議会費,01,議会費,037,議会報発行経費,12,委託料,4523
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,01,報酬,0
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,07,報償費,169
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,08,旅費,2860
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,09,交際費,500
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,10,需用費,933
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,11,役務費,1229
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,12,委託料,11724
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,13,使用料及び賃借料,2159
R3,一般会計,01,議会費,01,議会費,01,議会費,038,議会運営費等経費,18,負担金・補助及び交付金,9000
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,003,職員人件費等,02,給料,739613
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,003,職員人件費等,03,職員手当等,937669
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,003,職員人件費等,04,共済費,261574
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,003,職員人件費等,08,旅費,1030
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,039,秘書事務経費,01,報酬,77
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,039,秘書事務経費,10,需用費,950
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,039,秘書事務経費,13,使用料及び賃借料,22
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,040,市渉外経費,08,旅費,325
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,040,市渉外経費,09,交際費,800
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,040,市渉外経費,18,負担金・補助及び交付金,3343
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,041,一般管理経費,10,需用費,246
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,041,一般管理経費,11,役務費,4674
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,041,一般管理経費,21,補償補填及び賠償金,1
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,01,報酬,90
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,07,報償費,1666
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,10,需用費,270
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,11,役務費,77
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,12,委託料,50
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,01,報酬,498
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,07,報償費,1097
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,08,旅費,1
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,10,需用費,0
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,11,役務費,26
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,12,委託料,193
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,044,非常勤職員公務災害補償等審査会経費,01,報酬,90
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,045,特別職報酬等審議会経費,01,報酬,436
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,01,報酬,282
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,07,報償費,30
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,10,需用費,855
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,11,役務費,5
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,13,使用料及び賃借料,52
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,17,備品購入費,0
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,047,生活事務経費,10,需用費,320
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,049,文書管理経費,01,報酬,0
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,049,文書管理経費,11,役務費,50974
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,01,報酬,0
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,07,報償費,344
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,08,旅費,439
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,10,需用費,398
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,11,役務費,9
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,12,委託料,1214
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,13,使用料及び賃借料,0
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,18,負担金・補助及び交付金,84
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,01,報酬,6586
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,08,旅費,10
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,10,需用費,103
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,12,委託料,1
R3,一般会計,02,総務費,01,総務管理費,01,一般管理費,972,新型コロナウイルス感染症対策基金,24,積立金,175
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,01,報酬,445826
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,03,職員手当等,175269
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,04,共済費,132117
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,05,災害補償費,2
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,07,報償費,391
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,08,旅費,19156
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,10,需用費,1747
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,11,役務費,3223
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,12,委託料,18310
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,13,使用料及び賃借料,6172
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,17,備品購入費,3062
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,18,負担金・補助及び交付金,1161
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,01,報酬,3600
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,08,旅費,118
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,10,需用費,3548
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,11,役務費,300
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,12,委託料,29504
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,18,負担金・補助及び交付金,12495
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,01,報酬,0
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,07,報償費,577
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,08,旅費,2381
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,10,需用費,233
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,11,役務費,32
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,12,委託料,3087
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,13,使用料及び賃借料,0
R3,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,18,負担金・補助及び交付金,11562
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,10,需用費,190
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,11,役務費,3233
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,12,委託料,56094
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,13,使用料及び賃借料,192
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,18,負担金・補助及び交付金,42
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,01,報酬,270
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,07,報償費,4857
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,10,需用費,70
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,12,委託料,2268
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,10,需用費,1600
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,11,役務費,239
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,12,委託料,9532
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,13,使用料及び賃借料,7
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,10,需用費,11582
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,12,委託料,13996
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,13,使用料及び賃借料,12929
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,17,備品購入費,440
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,061,情報公開関係経費,01,報酬,537
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,890,シティセールス推進事業,10,需用費,27
R3,一般会計,02,総務費,01,総務管理費,03,文書広報費,890,シティセールス推進事業,12,委託料,11173
R3,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,10,需用費,55
R3,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,12,委託料,2512
R3,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,13,使用料及び賃借料,726
R3,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,18,負担金・補助及び交付金,0
R3,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,01,報酬,0
R3,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,10,需用費,273
R3,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,11,役務費,8713
R3,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,12,委託料,35647
R3,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,13,使用料及び賃借料,6
R3,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,18,負担金・補助及び交付金,100
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,065,公共建築物等整備保全基金積立,24,積立金,69772
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,10,需用費,5727
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,11,役務費,27384
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,12,委託料,37983
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,13,使用料及び賃借料,90174
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,17,備品購入費,0
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,18,負担金・補助及び交付金,8380
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,07,報償費,23
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,10,需用費,0
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,12,委託料,502
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,13,使用料及び賃借料,2376
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,18,負担金・補助及び交付金,180
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,01,報酬,9888
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,08,旅費,748
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,10,需用費,36543
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,11,役務費,11101
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,12,委託料,120083
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,13,使用料及び賃借料,19
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,14,工事請負費,74773
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,15,原材料費,55
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,17,備品購入費,486
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,071,庁舎対策事業,24,積立金,1899
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,07,報償費,1180
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,08,旅費,0
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,10,需用費,505
