"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","全体",,"658","46","241","285","36","50"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性（計）","248","18","89","109","18","14"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 18～29歳","23","2","9","9","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 30～39歳","35","5","13","14","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 40～49歳","41","4","18","18","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 50～59歳","49","3","21","17","6","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 60～69歳","39","2","12","23","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 70歳以上","60","2","15","28","6","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","男性 無回答","1","0","1","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性（計）","400","28","147","173","17","35"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 18～29歳","28","3","10","12","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 30～39歳","65","7","29","26","0","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 40～49歳","95","10","38","38","3","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 50～59歳","82","2","30","40","6","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 60～69歳","55","2","21","25","2","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 70歳以上","75","4","19","32","4","16"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","性・年代別","無回答","10","0","5","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","自営業主・家族従業","92","4","26","48","4","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","会社員・団体職員・公務員","280","20","110","122","14","14"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","アルバイト・パートタイマー","58","4","26","21","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","家事専業","94","7","33","41","3","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","学生","20","4","8","7","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","無職","83","2","28","33","9","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","その他","26","5","9","11","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","職業別","無回答","5","0","1","2","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","居住地区別","芝地区","107","9","37","48","4","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","居住地区別","麻布地区","140","12","47","58","6","17"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(23)障害者福祉が充実している","居住地区別","赤坂地区","88","8","22","42","9","7"
