"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","両親","120","58.0","58.5"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","父または母","65","31.4","31.7"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","配偶者","4","1.9","2.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","子（未婚）","6","2.9","2.9"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","子（既婚）","0","0.0","0.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","兄弟・姉妹","78","37.7","38.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","孫","0","0.0","0.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","祖父または祖母","5","2.4","2.4"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","伯父（叔父）または伯母（叔母）","1","0.5","0.5"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","その他の親戚","0","0.0","0.0"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","その他","10","4.8","4.9"
"202003","本人について","Q5. 同居している家族についておたずねします。（あてはまるものすべてに○）","無回答","2","1.0",

"港区保健福祉基礎調査（知的障害者）・単純集計表・本人についてQ5","Ver202003",,,,,
