"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2016-02-05 15:39:44","芝保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/01.html","芝地区","","港区芝五丁目18番1-101号","電話番号：03-3455-4669
ファックス番号：03-3455-5137","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/shibahoikuen.png","芝保育園の地図","","","","","","","","","35.6484","139.747716",""
"2021-07-14 10:03:42","芝公園保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/02.html","芝地区","","港区芝公園二丁目7番3号","電話：03-3438-0435
ファックス：03-5473-7569","","","","","","","","","","","","","","","","","","","35.654291","139.750533",""
"2021-07-14 13:13:40","飯倉保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/03.html","麻布地区","","港区東麻布一丁目21番2号","電話番号：03-3583-1786
ファックス番号：03-3583-4347","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/iigurahoikuen.png","飯倉保育園の地図","","","","","","","","","35.655912","139.743532",""
"2016-02-05 15:40:36","本村保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/04.html","麻布地区","","港区南麻布丁目四丁目6番7号","電話番号：03-3444-2385
ファックス番号：03-3444-2436","","","","","","","","","","","","","","","","","","","35.651113","139.727587",""
"2021-07-14 11:03:31","南麻布保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/05.html","麻布地区","","港区南麻布四丁目2番29-101号","電話番号：03-3442-8068
ファックス番号：03-3442-0823","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/minamiazabuhoikuen.png","南麻布保育園の地図","","","","","","","","","35.647872","139.72407",""
"2016-02-05 15:45:17","西麻布保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/06.html","麻布地区","","港区西麻布二丁目13番3号
※平成26年11月より、現在地へ移転","電話番号：03-3409-4924
ファックス番号：03-3486-9190","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/nishiazabu-hoiku.png","西麻布保育園の地図","","","","","","","","","35.660833","139.722718",""
"2023-06-02 13:06:38","麻布保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/07.html","麻布地区","","港区六本木五丁目16番46号","電話番号：03-5545-7135
ファックス番号：03-3583-0647","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/azabu-hoiku.png","麻布保育園の地図","","","","","","","","","35.66126125908505","139.73503726256826",""
"2021-07-14 13:41:34","赤坂保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/08.html","赤坂地区","","港区赤坂五丁目5番26-101号","電話番号：03-3583-2155
ファックス番号：03-3583-5642","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/akasakahoikuen.png","赤坂保育園の地図","","","","","","","","","35.671125","139.734061",""
"2021-07-28 09:38:58","南青山保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/09.html","赤坂地区","","港区南青山一丁目3番15号","電話番号：03-3401-1650
ファックス番号：03-3401-1756","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/minamiaoyamahoikuen.png","南青山保育園の地図","","","","","","","","","35.671188","139.725527",""
"2021-07-28 10:44:13","青山保育園","009007001000","学校教育・子どもの施設","区立認可保育園","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/10.html","赤坂地区","","港区北青山三丁目4番1-101号","電話番号：03-3401-1723
ファックス番号：03-3401-0536","","","","","東京メトロ銀座線・千代田線・半蔵門線「表参道」徒歩6分
東京メトロ銀座線「外苑前駅」徒歩5分","都バス
「北青山三丁目」徒歩5分","","","https://www.city.minato.tokyo.jp/shisetsu/gakkokyoiku/hoikuen/images/aoyamamap4.png","","","","","","","","","","35.667216","139.712670",""
