"年月[西暦]","調査項目","設問","考え","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","全体",,"558","40","81","123","133","142","39"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性（計）","231","23","39","48","49","61","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 18～29歳","13","2","4","2","2","3","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 30～39歳","38","6","9","5","6","9","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 40～49歳","50","4","9","10","9","18","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 50～59歳","47","3","5","11","9","17","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 60～69歳","42","4","7","11","11","8","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 70歳以上","40","3","5","9","12","6","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","男性 無回答","1","1","0","0","0","0","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性（計）","313","17","42","74","84","79","17"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 18～29歳","26","5","5","3","7","5","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 30～39歳","49","0","11","13","14","10","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 40～49歳","78","3","12","20","20","20","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 50～59歳","62","4","7","15","23","11","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 60～69歳","56","3","6","15","11","16","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 70歳以上","42","2","1","8","9","17","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","性・年代別","無回答","14","0","0","1","0","2","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","自営業主・家族従業","86","4","12","18","20","27","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","会社員・団体職員・公務員","243","19","44","60","57","55","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","アルバイト・パートタイマー","35","0","3","10","13","8","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","家事専業","55","2","7","13","15","15","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","学生","13","3","4","1","1","3","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","無職","81","8","6","18","16","25","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","その他","31","3","5","3","9","9","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","職業別","無回答","14","1","0","0","2","0","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","居住地区別","芝地区","86","7","10","19","18","27","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","居住地区別","麻布地区","87","8","15","15","26","19","4"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","居住地区別","赤坂地区","81","6","16","18","22","15","4"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","居住地区別","高輪地区","146","10","22","38","29","39","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","居住地区別","芝浦港南地区","139","7","17","30","38","39","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","居住地区別","無回答","19","2","1","3","0","3","10"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","持家（一戸建）","64","4","12","17","12","14","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","持家（マンション）","267","15","37","63","69","69","14"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","借家（一戸建）","9","1","3","1","0","4","0"
