全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131113,1,東京都大田区,大森東水辺スポーツ広場　ビーチバレー場,オオモリヒガシミズベスポーツヒロバビーチバレージョウ,,,,,,,,東京都大田区大森東一丁目37番1号,東京都,大田区,大森東一丁目,37番1号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,09:00,17:00,年末年始利用不可、終了時間は10月から3月までは午後4時,食事は不可、バレーボールはビーチバレー,可,無,無,有,無,無,無,無,無,無,有,有,有,有,有,無,有,https://www.city.ota.tokyo.jp/shisetsu/sports/omorihigashimizube__beach-volley.html,,,,無,有,有,有,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,2,東京都大田区,平和の森公園相撲場,ヘイワノモリコウエンスモウジョウ,,,,,,,,東京都大田区平和の森公園2番1号,東京都,大田区,平和の森公園,2番1号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,09:00,21:00,"12時から13時、16時30分から17時30分は、入替時間のため利用不可,年末年始以外",食事は不可,可,無,無,無,有,有,無,無,無,無,有,無,無,無,有,無,有,https://www.city.ota.tokyo.jp/shisetsu/sports/heiwanomorisumou.html,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,3,東京都大田区,昭和島運動場野球場,ショウワジマウンドウジョウヤキュウジョウ,,,,,,,,東京都大田区昭和島一丁目7番1号,東京都,大田区,昭和島一丁目,7番1号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,,,年末年始以外,,,,,無,,無,無,無,無,無,有,無,無,無,,無,無,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/shouwajima_undojou.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,4,東京都大田区,平和島公園野球場,ヘイワジマコウエンヤキュウジョウ,,,,,,,,東京都大田区平和島四丁目2番2号,東京都,大田区,平和島四丁目,2番2号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,17:00,21:00,4月～12月、開始時間12月は午後6時、終了時間12月は午後9時,,,,,有,,無,無,無,無,無,有,有,無,無,,無,無,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/heiwajima_park.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,5,東京都大田区,東調布公園野球場,ヒガシチョウフコウエンヤキュウジョウ,,,,,,,,東京都大田区南雪谷五丁目13番1号,東京都,大田区,南雪谷五丁目,13番1号,,,,,,(03)3720-2032,,,,,,,,月火水木金土日,,,12/29～1/3は終日利用不可,,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/higashichoufu_park.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,6,東京都大田区,萩中公園野球場,,,,,,,,,東京都大田区萩中三丁目26番46号,東京都,大田区,萩中三丁目,25番26号、26番46号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/haginaka_park.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,7,東京都大田区,多摩川緑地野球場,,,,,,,,,東京都大田区西六郷四丁目地先,東京都,大田区,西六郷三、四丁目、仲六郷四丁目,地先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/tamagawaryokuchi.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,8,東京都大田区,多摩川六郷橋緑地野球場,,,,,,,,,東京都大田区東六郷三丁目地先,東京都,大田区,東六郷三丁目、南六郷二、三丁目、仲六郷四丁目,地先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/tamagawa_rokugoubashi.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,9,東京都大田区,多摩川大師橋緑地野球場,,,,,,,,,東京都大田区本羽田一丁目地先、二丁目地先、三丁目地先,東京都,大田区,本羽田一、二、三丁目,地先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/tamagawa_daishihashi.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,10,東京都大田区,多摩川ガス橋緑地野球場,,,,,,,,,東京都大田区下丸子二丁目地先、三丁目地先、四丁目地先,東京都,大田区,下丸子二、三、四丁目,地先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/baseball/tamagawa_gasbashi.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,11,東京都大田区,平和島公園少年野球場,ヘイワジマコウエンショウネンヤキュウジョウ,,,,,,,,東京都大田区平和島四丁目2番2号,東京都,大田区,平和島四丁目,2番2号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,07:00,19:00,年末年始利用不可、開始時間12月と1月は午前8時、終了時間12月と1月は午後8時,,,,,有,,無,無,無,無,無,有,有,無,無,,無,無,https://www.city.ota.tokyo.jp/shisetsu/sports/shounen_baseball/heiwajimakouen_shounen_yakyuu.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,12,東京都大田区,多摩川緑地少年野球場,,,,,,,,,東京都大田区西六郷四丁目地先,東京都,大田区,西六郷三、四丁目、仲六郷四丁目,地先,,,,,,,,,,,,,,,,,,軟式野球は少年野球、ソフトボールは少年野球,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/shounen_baseball/tamagawaryokuchi_shounen_yakyuu.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,13,東京都大田区,多摩川六郷橋緑地少年野球場,,,,,,,,,東京都大田区東六郷三丁目地先,東京都,大田区,東六郷三丁目、南六郷二、三丁目、仲六郷四丁目,地先,,,,,,,,,,,,,,,,,,軟式野球は少年野球、ソフトボールは少年野球,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/shounen_baseball/tamagawa_rokugoubashi_shounen_y.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有（少年野球）,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,14,東京都大田区,多摩川ガス橋緑地少年野球場,,,,,,,,,東京都大田区下丸子二丁目地先、三丁目地先、四丁目地先,東京都,大田区,下丸子二、三、四丁目,地先,,,,,,,,,,,,,,,,,,軟式野球は少年野球、ソフトボールは少年野球,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/shounen_baseball/tamagawa_gasbashi_shounen.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有（少年野球）,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,15,東京都大田区,多摩川丸子橋緑地少年野球場,,,,,,,,,東京都大田区田園調布本町31地先,東京都,大田区,田園調布本町,31・32地先,,,,,,,,,,,,,,,,,,軟式野球は少年野球、ソフトボールは少年野球,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/shounen_baseball/tamagawamaruko_shounen_yakyuu.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有（少年野球）,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,16,東京都大田区,萩中公園少年野球場,,,,,,,,,東京都大田区萩中三丁目26番46号,東京都,大田区,萩中三丁目,25番26号、26番46号,,,,,,,,,,,,,,,,,,軟式野球は少年野球、ソフトボールは少年野球,,,,,,,,,,,,,,,,,,https://www.city.ota.tokyo.jp/shisetsu/sports/shounen_baseball/haginakakouen_shounenyakyuu.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有（少年野球）,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131113,17,東京都大田区,森ケ崎公園フットサル場,モリガサキコウエンフットサルジョウ,,,,,,,,東京都大田区大森南五丁目2番111号,東京都,大田区,大森南五丁目,2番111号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,07:00,17:00,年末年始利用不可、開始時間12月と1月は午前8時、終了時間12月と1月は午後4時,食事は不可、飲み物のみ、サッカーは少年サッカー,可,無,無,有,有,有,無,無,無,無,有,有,無,無,有,無,有,https://www.city.ota.tokyo.jp/shisetsu/sports/soccer/morigasaki_futsal-ground.html,,,,無,有,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,18,東京都大田区,森ケ崎公園サッカー場,モリガサキコウエンサッカージョウ,,,,,,,,東京都大田区大森南五丁目2番111号,東京都,大田区,大森南五丁目,2番111号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,07:00,17:00,年末年始利用不可、開始時間12月と1月は午前8時、終了時間12月と1月は午後4時,食事は不可、飲み物のみ、サッカーは少年サッカー,可,無,無,有,有,有,無,無,無,無,有,有,無,無,有,無,有,https://www.city.ota.tokyo.jp/shisetsu/sports/soccer/morigasaki_soccer-ground.html,,,,無,有,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131113,19,東京都大田区,昭和島二丁目公園フットサル場、少年サッカー場,ショウワジマニチョウメコウエンフットサルジョウショウネンサッカージョウ,,,,,,,,東京都大田区昭和島二丁目3番1号,東京都,大田区,昭和島二丁目,3番1号,,,,,,(03)5764-0643,,,,,1430013,,大田区,月火水木金土日,07:00,21:00,年末年始利用不可、開始時間12月と1月は午前8時、終了時間12月と1月は午後8時,,,,,有,有,無,無,無,無,無,有,有,無,無,,無,無,https://www.city.ota.tokyo.jp/shisetsu/sports/soccer/foot_shouwajima.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
