全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
131113,,,東京都大田区,"株式会社荒木葬儀社 ",,"東京都大田区仲六郷二丁目7番8号 ",,,,(03)731-7471,,,,,,,
131113,,,東京都大田区,"有限会社池牧 ",,"東京都大田区池上四丁目8番6号 ",,,,(03)751-0166,,,,,,,
131113,,,東京都大田区,"大田葬祭株式会社 ",,"東京都大田区大森中一丁目13番3号 ",,,,(03)761-6258,,,,,,,
131113,,,東京都大田区,"有限会社金子式典センター ",,"東京都大田区東雪谷三丁目8番6号 ",,,,(03)720-7989,,,,,,,
131113,,,東京都大田区,"株式会社明進社　金子商店 ",,"東京都大田区大森中一丁目18番23号 ",,,,(03)761-7883,,,,,,,
131113,,,東京都大田区,"有限会社北嶋葬儀社 ",,"東京都大田区東矢口三丁目5番4号 ",,,,(03)731-0911,,,,,,,
131113,,,東京都大田区,"有限会社立花屋 ",,"東京都大田区南千束三丁目3番15号 ",,,,(03)720-8440,,,,,,,
131113,,,東京都大田区,"鶴屋葬祭支店 ",,"東京都大田区北糀谷一丁目7番4号 ",,,,(03)741-1728,,,,,,,
131113,,,東京都大田区,"有限会社牧野 ",,"東京都大田区下丸子一丁目1番4号 ",,,,(03)750-5970,,,,,,,
131113,,,東京都大田区,"合資会社山田屋葬儀社 ",,"東京都大田区大森北四丁目26番18号 ",,,,(03)761-1493,,,,,,,
